record,lma_code,lma_fips,lma_title
2064,MT2571650000000,71650,"Boston-Cambridge-Nashua, MA-NH Metropolitan NECTA"
2065,SA2580500000000,80500,"Buckland, MA LMA"
2066,SA2580500000000,80500,"Buckland, MA LMA"
2067,SA2580500000000,80500,"Buckland, MA LMA"
2068,SA2580500000000,80500,"Buckland, MA LMA"
2069,SA2580500000000,80500,"Buckland, MA LMA"
2070,SA2580500000000,80500,"Buckland, MA LMA"
2071,SA2580500000000,80500,"Buckland, MA LMA"
2072,SA2581100000000,81100,"Great Barrington, MA LMA"
2073,SA2581100000000,81100,"Great Barrington, MA LMA"
2074,SA2581100000000,81100,"Great Barrington, MA LMA"
2075,SA2581100000000,81100,"Great Barrington, MA LMA"
2076,SA2581100000000,81100,"Great Barrington, MA LMA"
2077,SA2581100000000,81100,"Great Barrington, MA LMA"
2078,SA2581100000000,81100,"Great Barrington, MA LMA"
2079,SA2581100000000,81100,"Great Barrington, MA LMA"
2080,SA2581100000000,81100,"Great Barrington, MA LMA"
2081,SA2581100000000,81100,"Great Barrington, MA LMA"
2082,SA2581100000000,81100,"Great Barrington, MA LMA"
2083,SA2581100000000,81100,"Great Barrington, MA LMA"
2084,MC2573300000000,73300,"Greenfield Town, MA Micropolitan NECTA"
2085,MC2573300000000,73300,"Greenfield Town, MA Micropolitan NECTA"
2086,MC2573300000000,73300,"Greenfield Town, MA Micropolitan NECTA"
2087,MC2573300000000,73300,"Greenfield Town, MA Micropolitan NECTA"
2088,MC2573300000000,73300,"Greenfield Town, MA Micropolitan NECTA"
2089,MC2573300000000,73300,"Greenfield Town, MA Micropolitan NECTA"
2090,MC2573300000000,73300,"Greenfield Town, MA Micropolitan NECTA"
2091,MC2573300000000,73300,"Greenfield Town, MA Micropolitan NECTA"
2092,MC2573300000000,73300,"Greenfield Town, MA Micropolitan NECTA"
2093,MT2574500000000,74500,"Leominster-Gardner, MA Metropolitan NECTA"
2094,MT2574500000000,74500,"Leominster-Gardner, MA Metropolitan NECTA"
2095,MT2574500000000,74500,"Leominster-Gardner, MA Metropolitan NECTA"
2096,MT2574500000000,74500,"Leominster-Gardner, MA Metropolitan NECTA"
2097,MT2574500000000,74500,"Leominster-Gardner, MA Metropolitan NECTA"
2098,MT2574500000000,74500,"Leominster-Gardner, MA Metropolitan NECTA"
2099,MT2574500000000,74500,"Leominster-Gardner, MA Metropolitan NECTA"
2100,MT2574500000000,74500,"Leominster-Gardner, MA Metropolitan NECTA"
2101,MT2574500000000,74500,"Leominster-Gardner, MA Metropolitan NECTA"
2102,MT2574500000000,74500,"Leominster-Gardner, MA Metropolitan NECTA"
2103,CN2501900000000,019,"Nantucket County/town, MA"
2104,MT2575550000000,75550,"New Bedford, MA Metropolitan NECTA"
2105,MT2575550000000,75550,"New Bedford, MA Metropolitan NECTA"
2106,MT2575550000000,75550,"New Bedford, MA Metropolitan NECTA"
2107,MT2575550000000,75550,"New Bedford, MA Metropolitan NECTA"
2108,MT2575550000000,75550,"New Bedford, MA Metropolitan NECTA"
2109,MC2576150000000,76150,"North Adams, MA-VT Micropolitan NECTA"
2110,MC2576150000000,76150,"North Adams, MA-VT Micropolitan NECTA"
2111,MC2576150000000,76150,"North Adams, MA-VT Micropolitan NECTA"
2112,MC2576150000000,76150,"North Adams, MA-VT Micropolitan NECTA"
2113,MT2576600000000,76600,"Pittsfield, MA Metropolitan NECTA"
2114,MT2576600000000,76600,"Pittsfield, MA Metropolitan NECTA"
2115,MT2576600000000,76600,"Pittsfield, MA Metropolitan NECTA"
2116,MT2576600000000,76600,"Pittsfield, MA Metropolitan NECTA"
2117,MT2576600000000,76600,"Pittsfield, MA Metropolitan NECTA"
2118,MT2576600000000,76600,"Pittsfield, MA Metropolitan NECTA"
2119,MT2576600000000,76600,"Pittsfield, MA Metropolitan NECTA"
2120,MT2576600000000,76600,"Pittsfield, MA Metropolitan NECTA"
2121,MT2576600000000,76600,"Pittsfield, MA Metropolitan NECTA"
2122,MT2576600000000,76600,"Pittsfield, MA Metropolitan NECTA"
2123,MT2576600000000,76600,"Pittsfield, MA Metropolitan NECTA"
2124,MT2576600000000,76600,"Pittsfield, MA Metropolitan NECTA"
2125,MT2576600000000,76600,"Pittsfield, MA Metropolitan NECTA"
2126,MT2576600000000,76600,"Pittsfield, MA Metropolitan NECTA"
2127,MT2576600000000,76600,"Pittsfield, MA Metropolitan NECTA"
2128,MT2576600000000,76600,"Pittsfield, MA Metropolitan NECTA"
2129,MT4477200000000,77200,"Providence-Warwick, RI-MA Metropolitan NECTA"
2130,MT4477200000000,77200,"Providence-Warwick, RI-MA Metropolitan NECTA"
2131,MT4477200000000,77200,"Providence-Warwick, RI-MA Metropolitan NECTA"
2132,MT4477200000000,77200,"Providence-Warwick, RI-MA Metropolitan NECTA"
2133,MT4477200000000,77200,"Providence-Warwick, RI-MA Metropolitan NECTA"
2134,MT4477200000000,77200,"Providence-Warwick, RI-MA Metropolitan NECTA"
2135,MT4477200000000,77200,"Providence-Warwick, RI-MA Metropolitan NECTA"
2136,MT4477200000000,77200,"Providence-Warwick, RI-MA Metropolitan NECTA"
2137,MT4477200000000,77200,"Providence-Warwick, RI-MA Metropolitan NECTA"
2138,MT4477200000000,77200,"Providence-Warwick, RI-MA Metropolitan NECTA"
2139,MT4477200000000,77200,"Providence-Warwick, RI-MA Metropolitan NECTA"
2140,MT4477200000000,77200,"Providence-Warwick, RI-MA Metropolitan NECTA"
2141,MT2578100000000,78100,"Springfield, MA-CT Metropolitan NECTA"
2142,MT2578100000000,78100,"Springfield, MA-CT Metropolitan NECTA"
2143,MT2578100000000,78100,"Springfield, MA-CT Metropolitan NECTA"
2144,MT2578100000000,78100,"Springfield, MA-CT Metropolitan NECTA"
2145,MT2578100000000,78100,"Springfield, MA-CT Metropolitan NECTA"
2146,MT2578100000000,78100,"Springfield, MA-CT Metropolitan NECTA"
2147,MT2578100000000,78100,"Springfield, MA-CT Metropolitan NECTA"
2148,MT2578100000000,78100,"Springfield, MA-CT Metropolitan NECTA"
2149,MT2578100000000,78100,"Springfield, MA-CT Metropolitan NECTA"
2150,MT2578100000000,78100,"Springfield, MA-CT Metropolitan NECTA"
2151,MT2578100000000,78100,"Springfield, MA-CT Metropolitan NECTA"
2152,MT2578100000000,78100,"Springfield, MA-CT Metropolitan NECTA"
2153,MT2578100000000,78100,"Springfield, MA-CT Metropolitan NECTA"
2154,MT2578100000000,78100,"Springfield, MA-CT Metropolitan NECTA"
2155,MT2578100000000,78100,"Springfield, MA-CT Metropolitan NECTA"
2156,MT2578100000000,78100,"Springfield, MA-CT Metropolitan NECTA"
2157,MT2578100000000,78100,"Springfield, MA-CT Metropolitan NECTA"
2158,MT2578100000000,78100,"Springfield, MA-CT Metropolitan NECTA"
2159,MT2578100000000,78100,"Springfield, MA-CT Metropolitan NECTA"
2160,MT2578100000000,78100,"Springfield, MA-CT Metropolitan NECTA"
2161,MT2578100000000,78100,"Springfield, MA-CT Metropolitan NECTA"
2162,MT2578100000000,78100,"Springfield, MA-CT Metropolitan NECTA"
2163,MT2578100000000,78100,"Springfield, MA-CT Metropolitan NECTA"
2164,MT2578100000000,78100,"Springfield, MA-CT Metropolitan NECTA"
2165,MT2578100000000,78100,"Springfield, MA-CT Metropolitan NECTA"
2166,MT2578100000000,78100,"Springfield, MA-CT Metropolitan NECTA"
2167,MT2578100000000,78100,"Springfield, MA-CT Metropolitan NECTA"
2168,MT2578100000000,78100,"Springfield, MA-CT Metropolitan NECTA"
2169,MT2578100000000,78100,"Springfield, MA-CT Metropolitan NECTA"
2170,MT2578100000000,78100,"Springfield, MA-CT Metropolitan NECTA"
2171,MT2578100000000,78100,"Springfield, MA-CT Metropolitan NECTA"
2172,MT2578100000000,78100,"Springfield, MA-CT Metropolitan NECTA"
2173,MT2578100000000,78100,"Springfield, MA-CT Metropolitan NECTA"
2174,MT2578100000000,78100,"Springfield, MA-CT Metropolitan NECTA"
2175,MT2578100000000,78100,"Springfield, MA-CT Metropolitan NECTA"
2176,MT2578100000000,78100,"Springfield, MA-CT Metropolitan NECTA"
2177,MT2578100000000,78100,"Springfield, MA-CT Metropolitan NECTA"
2178,MT2578100000000,78100,"Springfield, MA-CT Metropolitan NECTA"
2179,MT2578100000000,78100,"Springfield, MA-CT Metropolitan NECTA"
2180,MT2578100000000,78100,"Springfield, MA-CT Metropolitan NECTA"
2181,MT2578100000000,78100,"Springfield, MA-CT Metropolitan NECTA"
2182,MT2578100000000,78100,"Springfield, MA-CT Metropolitan NECTA"
2183,MT2578100000000,78100,"Springfield, MA-CT Metropolitan NECTA"
2184,MT2578100000000,78100,"Springfield, MA-CT Metropolitan NECTA"
2185,MT2578100000000,78100,"Springfield, MA-CT Metropolitan NECTA"
2186,MT2578100000000,78100,"Springfield, MA-CT Metropolitan NECTA"
2187,MT2578100000000,78100,"Springfield, MA-CT Metropolitan NECTA"
2188,MC2578500000000,78500,"Vineyard Haven, MA Micropolitan NECTA"
2189,MC2578500000000,78500,"Vineyard Haven, MA Micropolitan NECTA"
2190,MC2578500000000,78500,"Vineyard Haven, MA Micropolitan NECTA"
2191,MC2578500000000,78500,"Vineyard Haven, MA Micropolitan NECTA"
2192,MC2578500000000,78500,"Vineyard Haven, MA Micropolitan NECTA"
2193,MC2578500000000,78500,"Vineyard Haven, MA Micropolitan NECTA"
2194,MT2579600000000,79600,"Worcester, MA-CT Metropolitan NECTA"
2195,MT2579600000000,79600,"Worcester, MA-CT Metropolitan NECTA"
2196,MT2579600000000,79600,"Worcester, MA-CT Metropolitan NECTA"
2197,MT2579600000000,79600,"Worcester, MA-CT Metropolitan NECTA"
2198,MT2579600000000,79600,"Worcester, MA-CT Metropolitan NECTA"
2199,MT2579600000000,79600,"Worcester, MA-CT Metropolitan NECTA"
2200,MT2579600000000,79600,"Worcester, MA-CT Metropolitan NECTA"
2201,MT2579600000000,79600,"Worcester, MA-CT Metropolitan NECTA"
2202,MT2579600000000,79600,"Worcester, MA-CT Metropolitan NECTA"
2203,MT2579600000000,79600,"Worcester, MA-CT Metropolitan NECTA"
2204,MT2579600000000,79600,"Worcester, MA-CT Metropolitan NECTA"
2205,MT2579600000000,79600,"Worcester, MA-CT Metropolitan NECTA"
2206,MT2579600000000,79600,"Worcester, MA-CT Metropolitan NECTA"
2207,MT2579600000000,79600,"Worcester, MA-CT Metropolitan NECTA"
2208,MT2579600000000,79600,"Worcester, MA-CT Metropolitan NECTA"
2209,MT2579600000000,79600,"Worcester, MA-CT Metropolitan NECTA"
2210,MT2579600000000,79600,"Worcester, MA-CT Metropolitan NECTA"
2211,MT2579600000000,79600,"Worcester, MA-CT Metropolitan NECTA"
2212,MT2579600000000,79600,"Worcester, MA-CT Metropolitan NECTA"
2213,MT2579600000000,79600,"Worcester, MA-CT Metropolitan NECTA"
2214,MT2579600000000,79600,"Worcester, MA-CT Metropolitan NECTA"
2215,MT2579600000000,79600,"Worcester, MA-CT Metropolitan NECTA"
2216,MT2579600000000,79600,"Worcester, MA-CT Metropolitan NECTA"
2217,MT2579600000000,79600,"Worcester, MA-CT Metropolitan NECTA"
2218,MT2579600000000,79600,"Worcester, MA-CT Metropolitan NECTA"
2219,MT2579600000000,79600,"Worcester, MA-CT Metropolitan NECTA"
2220,MT2579600000000,79600,"Worcester, MA-CT Metropolitan NECTA"
2221,MT2579600000000,79600,"Worcester, MA-CT Metropolitan NECTA"
2222,MT2579600000000,79600,"Worcester, MA-CT Metropolitan NECTA"
2223,MT2579600000000,79600,"Worcester, MA-CT Metropolitan NECTA"
2224,MT2579600000000,79600,"Worcester, MA-CT Metropolitan NECTA"
2225,MT2579600000000,79600,"Worcester, MA-CT Metropolitan NECTA"
2226,MT2579600000000,79600,"Worcester, MA-CT Metropolitan NECTA"
2227,MT2579600000000,79600,"Worcester, MA-CT Metropolitan NECTA"
2228,MT2579600000000,79600,"Worcester, MA-CT Metropolitan NECTA"
2229,MT2579600000000,79600,"Worcester, MA-CT Metropolitan NECTA"
2230,MT2579600000000,79600,"Worcester, MA-CT Metropolitan NECTA"
2231,MT2579600000000,79600,"Worcester, MA-CT Metropolitan NECTA"
2232,MT2579600000000,79600,"Worcester, MA-CT Metropolitan NECTA"
2233,MT2579600000000,79600,"Worcester, MA-CT Metropolitan NECTA"
2234,MC2610300000000,10300,"Adrian, MI Micropolitan Statistical Area"
2235,CN2600100000000,001,"Alcona County, MI"
2236,CN2600300000000,003,"Alger County, MI"
2237,MC2610940000000,10940,"Alma, MI Micropolitan Statistical Area"
2238,MC2610980000000,10980,"Alpena, MI Micropolitan Statistical Area"
2239,MT2611460000000,11460,"Ann Arbor, MI Metropolitan Statistical Area"
2240,CN2600900000000,009,"Antrim County, MI"
2241,CN2601100000000,011,"Arenac County, MI"
2242,CN2601300000000,013,"Baraga County, MI"
2243,MT2612980000000,12980,"Battle Creek, MI Metropolitan Statistical Area"
2244,MT2613020000000,13020,"Bay City, MI Metropolitan Statistical Area"
2245,MC2613660000000,13660,"Big Rapids, MI Micropolitan Statistical Area"
2246,MC2615620000000,15620,"Cadillac, MI Micropolitan Statistical Area"
2247,MC2615620000000,15620,"Cadillac, MI Micropolitan Statistical Area"
2248,CN2602900000000,029,"Charlevoix County, MI"
2249,CN2603100000000,031,"Cheboygan County, MI"
2250,CN2603500000000,035,"Clare County, MI"
2251,MC2617740000000,17740,"Coldwater, MI Micropolitan Statistical Area"
2252,CN2603900000000,039,"Crawford County, MI"
2253,MT2619820000000,19820,"Detroit-Warren-Dearborn, MI Metropolitan Statistical Area"
2254,MT2619820000000,19820,"Detroit-Warren-Dearborn, MI Metropolitan Statistical Area"
2255,MT2619820000000,19820,"Detroit-Warren-Dearborn, MI Metropolitan Statistical Area"
2256,MT2619820000000,19820,"Detroit-Warren-Dearborn, MI Metropolitan Statistical Area"
2257,MT2619820000000,19820,"Detroit-Warren-Dearborn, MI Metropolitan Statistical Area"
2258,MT2619820000000,19820,"Detroit-Warren-Dearborn, MI Metropolitan Statistical Area"
2259,CN2604700000000,047,"Emmet County, MI"
2260,MC2621540000000,21540,"Escanaba, MI Micropolitan Statistical Area"
2261,MT2622420000000,22420,"Flint, MI Metropolitan Statistical Area"
2262,CN2605100000000,051,"Gladwin County, MI"
2263,SA2681060000000,81060,"Gogebic-Iron, MI-WI LMA"
2264,MT2624340000000,24340,"Grand Rapids-Wyoming, MI Metropolitan Statistical Area"
2265,MT2624340000000,24340,"Grand Rapids-Wyoming, MI Metropolitan Statistical Area"
2266,MT2624340000000,24340,"Grand Rapids-Wyoming, MI Metropolitan Statistical Area"
2267,MT2624340000000,24340,"Grand Rapids-Wyoming, MI Metropolitan Statistical Area"
2268,MC2625880000000,25880,"Hillsdale, MI Micropolitan Statistical Area"
2269,MC2626090000000,26090,"Holland, MI Micropolitan Statistical Area"
2270,MC2626340000000,26340,"Houghton, MI Micropolitan Statistical Area"
2271,MC2626340000000,26340,"Houghton, MI Micropolitan Statistical Area"
2272,CN2606300000000,063,"Huron County, MI"
2273,MC2626960000000,26960,"Ionia, MI Micropolitan Statistical Area"
2274,CN2606900000000,069,"Iosco County, MI"
2275,CN2607100000000,071,"Iron County, MI"
2276,MC2627020000000,27020,"Iron Mountain, MI-WI Micropolitan Statistical Area"
2277,MT2627100000000,27100,"Jackson, MI Metropolitan Statistical Area"
2278,MT2628020000000,28020,"Kalamazoo-Portage, MI Metropolitan Statistical Area"
2279,MT2628020000000,28020,"Kalamazoo-Portage, MI Metropolitan Statistical Area"
2280,CN2608500000000,085,"Lake County, MI"
2281,MT2629620000000,29620,"Lansing-East Lansing, MI Metropolitan Statistical Area"
2282,MT2629620000000,29620,"Lansing-East Lansing, MI Metropolitan Statistical Area"
2283,MT2629620000000,29620,"Lansing-East Lansing, MI Metropolitan Statistical Area"
2284,CN2609500000000,095,"Luce County, MI"
2285,MC2631220000000,31220,"Ludington, MI Micropolitan Statistical Area"
2286,CN2609700000000,097,"Mackinac County, MI"
2287,CN2610100000000,101,"Manistee County, MI"
2288,MC5531940000000,31940,"Marinette, WI-MI Micropolitan Statistical Area"
2289,MC2632100000000,32100,"Marquette, MI Micropolitan Statistical Area"
2290,MT2633220000000,33220,"Midland, MI Metropolitan Statistical Area"
2291,MT2633780000000,33780,"Monroe, MI Metropolitan Statistical Area"
2292,CN2611900000000,119,"Montmorency County, MI"
2293,MC2634380000000,34380,"Mount Pleasant, MI Micropolitan Statistical Area"
2294,MT2634740000000,34740,"Muskegon, MI Metropolitan Statistical Area"
2295,CN2612300000000,123,"Newaygo County, MI"
2296,MT2635660000000,35660,"Niles-Benton Harbor, MI Metropolitan Statistical Area"
2297,CN2612700000000,127,"Oceana County, MI"
2298,CN2612900000000,129,"Ogemaw County, MI"
2299,CN2613100000000,131,"Ontonagon County, MI"
2300,CN2613300000000,133,"Osceola County, MI"
2301,CN2613500000000,135,"Oscoda County, MI"
2302,CN2613700000000,137,"Otsego County, MI"
2303,MC2637020000000,37020,"Owosso, MI Micropolitan Statistical Area"
2304,CN2614100000000,141,"Presque Isle County, MI"
2305,CN2614300000000,143,"Roscommon County, MI"
2306,MT2640980000000,40980,"Saginaw, MI Metropolitan Statistical Area"
2307,CN2615100000000,151,"Sanilac County, MI"
2308,MC2642300000000,42300,"Sault Ste. Marie, MI Micropolitan Statistical Area"
2309,CN2615300000000,153,"Schoolcraft County, MI"
2310,MT1843780000000,43780,"South Bend-Mishawaka, IN-MI Metropolitan Statistical Area"
2311,MC2644780000000,44780,"Sturgis, MI Micropolitan Statistical Area"
2312,MC2645900000000,45900,"Traverse City, MI Micropolitan Statistical Area"
2313,MC2645900000000,45900,"Traverse City, MI Micropolitan Statistical Area"
2314,MC2645900000000,45900,"Traverse City, MI Micropolitan Statistical Area"
2315,MC2645900000000,45900,"Traverse City, MI Micropolitan Statistical Area"
2316,CN2615700000000,157,"Tuscola County, MI"
2317,CN2700100000000,001,"Aitkin County, MN"
2318,MC2710660000000,10660,"Albert Lea, MN Micropolitan Statistical Area"
2319,MC2710820000000,10820,"Alexandria, MN Micropolitan Statistical Area"
2320,MC2712380000000,12380,"Austin, MN Micropolitan Statistical Area"
2321,CN2700500000000,005,"Becker County, MN"
2322,MC2713420000000,13420,"Bemidji, MN Micropolitan Statistical Area"
2323,CN2701100000000,011,"Big Stone County, MN"
2324,MC2714660000000,14660,"Brainerd, MN Micropolitan Statistical Area"
2325,MC2714660000000,14660,"Brainerd, MN Micropolitan Statistical Area"
2326,CN2702300000000,023,"Chippewa County, MN"
2327,CN2702900000000,029,"Clearwater County, MN"
2328,CN2703100000000,031,"Cook County, MN"
2329,CN2703300000000,033,"Cottonwood County, MN"
2330,MT2720260000000,20260,"Duluth, MN-WI Metropolitan Statistical Area"
2331,MT2720260000000,20260,"Duluth, MN-WI Metropolitan Statistical Area"
2332,MC2721860000000,21860,"Fairmont, MN Micropolitan Statistical Area"
2333,MT3822020000000,22020,"Fargo, ND-MN Metropolitan Statistical Area"
2334,CN2704300000000,043,"Faribault County, MN"
2335,MC2722060000000,22060,"Faribault-Northfield, MN Micropolitan Statistical Area"
2336,MC2722260000000,22260,"Fergus Falls, MN Micropolitan Statistical Area"
2337,MT3824220000000,24220,"Grand Forks, ND-MN Metropolitan Statistical Area"
2338,MC2724330000000,24330,"Grand Rapids, MN Micropolitan Statistical Area"
2339,CN2705100000000,051,"Grant County, MN"
2340,CN2705700000000,057,"Hubbard County, MN"
2341,MC2726780000000,26780,"Hutchinson, MN Micropolitan Statistical Area"
2342,CN2706300000000,063,"Jackson County, MN"
2343,CN2706500000000,065,"Kanabec County, MN"
2344,CN2706900000000,069,"Kittson County, MN"
2345,CN2707100000000,071,"Koochiching County, MN"
2346,MT5529100000000,29100,"La Crosse-Onalaska, WI-MN Metropolitan Statistical Area"
2347,CN2707300000000,073,"Lac qui Parle County, MN"
2348,CN2707500000000,075,"Lake County, MN"
2349,CN2707700000000,077,"Lake of the Woods County, MN"
2350,CN2708100000000,081,"Lincoln County, MN"
2351,CN2708700000000,087,"Mahnomen County, MN"
2352,MT2731860000000,31860,"Mankato-North Mankato, MN Metropolitan Statistical Area"
2353,MT2731860000000,31860,"Mankato-North Mankato, MN Metropolitan Statistical Area"
2354,CN2708900000000,089,"Marshall County, MN"
2355,MC2732140000000,32140,"Marshall, MN Micropolitan Statistical Area"
2356,CN2709300000000,093,"Meeker County, MN"
2357,MT2733460000000,33460,"Minneapolis-St. Paul-Bloomington, MN-WI Metropolitan Statistical Area"
2358,MT2733460000000,33460,"Minneapolis-St. Paul-Bloomington, MN-WI Metropolitan Statistical Area"
2359,MT2733460000000,33460,"Minneapolis-St. Paul-Bloomington, MN-WI Metropolitan Statistical Area"
2360,MT2733460000000,33460,"Minneapolis-St. Paul-Bloomington, MN-WI Metropolitan Statistical Area"
2361,MT2733460000000,33460,"Minneapolis-St. Paul-Bloomington, MN-WI Metropolitan Statistical Area"
2362,MT2733460000000,33460,"Minneapolis-St. Paul-Bloomington, MN-WI Metropolitan Statistical Area"
2363,MT2733460000000,33460,"Minneapolis-St. Paul-Bloomington, MN-WI Metropolitan Statistical Area"
2364,MT2733460000000,33460,"Minneapolis-St. Paul-Bloomington, MN-WI Metropolitan Statistical Area"
2365,MT2733460000000,33460,"Minneapolis-St. Paul-Bloomington, MN-WI Metropolitan Statistical Area"
2366,MT2733460000000,33460,"Minneapolis-St. Paul-Bloomington, MN-WI Metropolitan Statistical Area"
2367,MT2733460000000,33460,"Minneapolis-St. Paul-Bloomington, MN-WI Metropolitan Statistical Area"
2368,MT2733460000000,33460,"Minneapolis-St. Paul-Bloomington, MN-WI Metropolitan Statistical Area"
2369,MT2733460000000,33460,"Minneapolis-St. Paul-Bloomington, MN-WI Metropolitan Statistical Area"
2370,MT2733460000000,33460,"Minneapolis-St. Paul-Bloomington, MN-WI Metropolitan Statistical Area"
2371,CN2709700000000,097,"Morrison County, MN"
2372,CN2710100000000,101,"Murray County, MN"
2373,MC2735580000000,35580,"New Ulm, MN Micropolitan Statistical Area"
2374,CN2710700000000,107,"Norman County, MN"
2375,MC2736940000000,36940,"Owatonna, MN Micropolitan Statistical Area"
2376,SA2782140000000,82140,"Pennington-Red Lake, MN LMA"
2377,SA2782140000000,82140,"Pennington-Red Lake, MN LMA"
2378,CN2711500000000,115,"Pine County, MN"
2379,CN2711700000000,117,"Pipestone County, MN"
2380,CN2712100000000,121,"Pope County, MN"
2381,MC2739860000000,39860,"Red Wing, MN Micropolitan Statistical Area"
2382,CN2712700000000,127,"Redwood County, MN"
2383,CN2712900000000,129,"Renville County, MN"
2384,MT2740340000000,40340,"Rochester, MN Metropolitan Statistical Area"
2385,MT2740340000000,40340,"Rochester, MN Metropolitan Statistical Area"
2386,MT2740340000000,40340,"Rochester, MN Metropolitan Statistical Area"
2387,MT2740340000000,40340,"Rochester, MN Metropolitan Statistical Area"
2388,CN2713300000000,133,"Rock County, MN"
2389,CN2713500000000,135,"Roseau County, MN"
2390,MT2741060000000,41060,"St. Cloud, MN Metropolitan Statistical Area"
2391,MT2741060000000,41060,"St. Cloud, MN Metropolitan Statistical Area"
2392,CN2714900000000,149,"Stevens County, MN"
2393,CN2715100000000,151,"Swift County, MN"
2394,CN2715300000000,153,"Todd County, MN"
2395,CN2715500000000,155,"Traverse County, MN"
2396,CN2715900000000,159,"Wadena County, MN"
2397,MC3847420000000,47420,"Wahpeton, ND-MN Micropolitan Statistical Area"
2398,CN2716100000000,161,"Waseca County, MN"
2399,CN2716500000000,165,"Watonwan County, MN"
2400,MC2748820000000,48820,"Willmar, MN Micropolitan Statistical Area"
2401,MC2749100000000,49100,"Winona, MN Micropolitan Statistical Area"
2402,MC2749380000000,49380,"Worthington, MN Micropolitan Statistical Area"
2403,CN2717300000000,173,"Yellow Medicine County, MN"
2404,CN2800700000000,007,"Attala County, MS"
2405,MC2815020000000,15020,"Brookhaven, MS Micropolitan Statistical Area"
2406,CN2801300000000,013,"Calhoun County, MS"
2407,CN2801700000000,017,"Chickasaw County, MS"
2408,CN2801900000000,019,"Choctaw County, MS"
2409,MC2817260000000,17260,"Clarksdale, MS Micropolitan Statistical Area"
2410,MC2817380000000,17380,"Cleveland, MS Micropolitan Statistical Area"
2411,MC2818060000000,18060,"Columbus, MS Micropolitan Statistical Area"
2412,MC2818420000000,18420,"Corinth, MS Micropolitan Statistical Area"
2413,CN2803100000000,031,"Covington County, MS"
2414,CN2803700000000,037,"Franklin County, MS"
2415,CN2803900000000,039,"George County, MS"
2416,CN2804100000000,041,"Greene County, MS"
2417,MC2824740000000,24740,"Greenville, MS Micropolitan Statistical Area"
2418,MC2824900000000,24900,"Greenwood, MS Micropolitan Statistical Area"
2419,MC2824900000000,24900,"Greenwood, MS Micropolitan Statistical Area"
2420,MC2824980000000,24980,"Grenada, MS Micropolitan Statistical Area"
2421,MT2825060000000,25060,"Gulfport-Biloxi-Pascagoula, MS Metropolitan Statistical Area"
2422,MT2825060000000,25060,"Gulfport-Biloxi-Pascagoula, MS Metropolitan Statistical Area"
2423,MT2825060000000,25060,"Gulfport-Biloxi-Pascagoula, MS Metropolitan Statistical Area"
2424,MT2825620000000,25620,"Hattiesburg, MS Metropolitan Statistical Area"
2425,MT2825620000000,25620,"Hattiesburg, MS Metropolitan Statistical Area"
2426,MT2825620000000,25620,"Hattiesburg, MS Metropolitan Statistical Area"
2427,CN2805100000000,051,"Holmes County, MS"
2428,CN2805300000000,053,"Humphreys County, MS"
2429,MC2826940000000,26940,"Indianola, MS Micropolitan Statistical Area"
2430,CN2805500000000,055,"Issaquena County, MS"
2431,MT2827140000000,27140,"Jackson, MS Metropolitan Statistical Area"
2432,MT2827140000000,27140,"Jackson, MS Metropolitan Statistical Area"
2433,MT2827140000000,27140,"Jackson, MS Metropolitan Statistical Area"
2434,MT2827140000000,27140,"Jackson, MS Metropolitan Statistical Area"
2435,MT2827140000000,27140,"Jackson, MS Metropolitan Statistical Area"
2436,MT2827140000000,27140,"Jackson, MS Metropolitan Statistical Area"
2437,CN2806300000000,063,"Jefferson County, MS"
2438,CN2806500000000,065,"Jefferson Davis County, MS"
2439,MC2829860000000,29860,"Laurel, MS Micropolitan Statistical Area"
2440,MC2829860000000,29860,"Laurel, MS Micropolitan Statistical Area"
2441,CN2807700000000,077,"Lawrence County, MS"
2442,CN2807900000000,079,"Leake County, MS"
2443,CN2809100000000,091,"Marion County, MS"
2444,MC2832620000000,32620,"McComb, MS Micropolitan Statistical Area"
2445,MC2832620000000,32620,"McComb, MS Micropolitan Statistical Area"
2446,MT4732820000000,32820,"Memphis, TN-MS-AR Metropolitan Statistical Area"
2447,MT4732820000000,32820,"Memphis, TN-MS-AR Metropolitan Statistical Area"
2448,MT4732820000000,32820,"Memphis, TN-MS-AR Metropolitan Statistical Area"
2449,MT4732820000000,32820,"Memphis, TN-MS-AR Metropolitan Statistical Area"
2450,MT4732820000000,32820,"Memphis, TN-MS-AR Metropolitan Statistical Area"
2451,MC2832940000000,32940,"Meridian, MS Micropolitan Statistical Area"
2452,MC2832940000000,32940,"Meridian, MS Micropolitan Statistical Area"
2453,MC2832940000000,32940,"Meridian, MS Micropolitan Statistical Area"
2454,CN2809500000000,095,"Monroe County, MS"
2455,CN2809700000000,097,"Montgomery County, MS"
2456,MC2835020000000,35020,"Natchez, MS-LA Micropolitan Statistical Area"
2457,CN2809900000000,099,"Neshoba County, MS"
2458,CN2810100000000,101,"Newton County, MS"
2459,CN2810300000000,103,"Noxubee County, MS"
2460,MC2837060000000,37060,"Oxford, MS Micropolitan Statistical Area"
2461,CN2810700000000,107,"Panola County, MS"
2462,MC2838100000000,38100,"Picayune, MS Micropolitan Statistical Area"
2463,CN2811700000000,117,"Prentiss County, MS"
2464,CN2811900000000,119,"Quitman County, MS"
