,CBSA,MNAME_x,Year,TOT_POP,UBER_ARRIVAL,TNC_ARRIVAL_YEAR,TNC_FIRST_FULL_YEAR_OPERATION,TNC_FLAG,MNAME_y,TNC_CLUSTER,TNC_TRIPS_PER_PERSON,TOT_POP_CLUSTER,TOTAL_YEARLY_POPULATION,POP_SHARE,TNC_TRIPS_PER_CAPITA
251,48700,"Williamsport, PA Metro Area",2017,113841,11/1/16,2016,2017,1,"Williamsport, PA Metro Area",22,2.3,50630502,253371069,0.199827479,2.3
507,48900,"Wilmington, NC Metro Area",2015,277969,7/1/14,2014,2015,1,"Wilmington, NC Metro Area",22,2.3,22529422,213074972,0.105734718,4.346757737
104,48900,"Wilmington, NC Metro Area",2016,282573,7/1/14,2014,2015,1,"Wilmington, NC Metro Area",22,2.3,40213220,240308609,0.167339906,2.746524803
252,48900,"Wilmington, NC Metro Area",2017,288156,7/1/14,2014,2015,1,"Wilmington, NC Metro Area",22,2.3,50630502,253371069,0.199827479,2.3
253,49020,"Winchester, VA-WV Metro Area",2017,139223,9/1/16,2016,2017,1,"Winchester, VA-WV Metro Area",22,2.3,50630502,253371069,0.199827479,2.3
508,49180,"Winston-Salem, NC Metro Area",2015,659330,8/1/14,2014,2015,1,"Winston-Salem, NC Metro Area",22,2.3,22529422,213074972,0.105734718,4.346757737
105,49180,"Winston-Salem, NC Metro Area",2016,662079,8/1/14,2014,2015,1,"Winston-Salem, NC Metro Area",22,2.3,40213220,240308609,0.167339906,2.746524803
254,49180,"Winston-Salem, NC Metro Area",2017,667733,8/1/14,2014,2015,1,"Winston-Salem, NC Metro Area",22,2.3,50630502,253371069,0.199827479,2.3
255,49420,"Yakima, WA Metro Area",2017,250193,12/1/16,2016,2017,1,"Yakima, WA Metro Area",22,2.3,50630502,253371069,0.199827479,2.3
106,49620,"York-Hanover, PA Metro Area",2016,443744,7/1/15,2015,2016,1,"York-Hanover, PA Metro Area",22,2.3,40213220,240308609,0.167339906,2.746524803
256,49620,"York-Hanover, PA Metro Area",2017,446078,7/1/15,2015,2016,1,"York-Hanover, PA Metro Area",22,2.3,50630502,253371069,0.199827479,2.3
257,49660,"Youngstown-Warren-Boardman, OH-PA Metro Area",2017,541926,6/1/16,2016,2017,1,"Youngstown-Warren-Boardman, OH-PA Metro Area",22,2.3,50630502,253371069,0.199827479,2.3
258,49700,"Yuba City, CA Metro Area",2017,173679,4/1/16,2016,2017,1,"Yuba City, CA Metro Area",22,2.3,50630502,253371069,0.199827479,2.3
259,49740,"Yuma, AZ Metro Area",2017,207534,3/1/16,2016,2017,1,"Yuma, AZ Metro Area",22,2.3,50630502,253371069,0.199827479,2.3
640,,,2018,,,,,,,22,2.3,42594017,243525115.5,0.318736542,3.668634813
448,11540,"Appleton, WI Metro Area",2016,234079,9/1/15,2015,2016,1,,22,2.3,40213220,,,
453,11540,"Appleton, WI Metro Area",2017,236126,9/1/15,2015,2016,1,,22,2.3,50630502,,,
514,12540,"Bakersfield, CA Metro Area",2015,882176,6/1/14,2014,2015,1,,22,2.3,22529422,,,
449,12540,"Bakersfield, CA Metro Area",2016,884788,6/1/14,2014,2015,1,,22,2.3,40213220,,,
454,12540,"Bakersfield, CA Metro Area",2017,893119,6/1/14,2014,2015,1,,22,2.3,50630502,,,
455,15260,"Brunswick, GA Metro Area",2017,114473,3/1/16,2016,2017,1,,22,2.3,50630502,,,
456,15680,"California-Lexington Park, MD Metro Area",2017,112667,6/1/16,2016,2017,1,,22,2.3,50630502,,,
457,19300,"Daphne-Fairhope-Foley, AL Metro Area",2017,212628,10/1/16,2016,2017,1,,22,2.3,50630502,,,
450,20700,"East Stroudsburg, PA Metro Area",2016,166098,9/1/15,2015,2016,1,,22,2.3,40213220,,,
458,20700,"East Stroudsburg, PA Metro Area",2017,168046,9/1/15,2015,2016,1,,22,2.3,50630502,,,
451,25940,"Hilton Head Island-Bluffton-Beaufort, SC Metro Area",2016,211614,4/1/15,2015,2016,1,,22,2.3,40213220,,,
459,25940,"Hilton Head Island-Bluffton-Beaufort, SC Metro Area",2017,215302,4/1/15,2015,2016,1,,22,2.3,50630502,,,
452,27980,"Kahului-Wailuku-Lahaina, HI Metro Area",2016,165474,1/1/15,2015,2016,1,,22,2.3,40213220,,,
460,27980,"Kahului-Wailuku-Lahaina, HI Metro Area",2017,166348,1/1/15,2015,2016,1,,22,2.3,50630502,,,
461,29420,"Lake Havasu City-Kingman, AZ Metro Area",2017,207200,3/1/16,2016,2017,1,,22,2.3,50630502,,,
462,35100,"New Bern, NC Metro Area",2017,125786,3/1/16,2016,2017,1,,22,2.3,50630502,,,
463,39140,"Prescott, AZ Metro Area",2017,228168,4/1/16,2016,2017,1,,22,2.3,50630502,,,
