,CBSA,MNAME,Year,TOT_POP,UBER_ARRIVAL,TNC_ARRIVAL_YEAR,TNC_FIRST_FULL_YEAR_OPERATION,TNC_FLAG,TNC_CLUSTER,TNC_TRIPS_PER_PERSON,TOT_POP_CLUSTER,TOTAL_YEARLY_POPULATION,POP_SHARE,TNC_TRIPS_PER_CAPITA,TOT_TNC_TRIPS
112,16820,"Charlottesville, VA Metro Area",2016,229467,9/1/14,2014,2015,1,22,2.3,40213220,240308609,0.005706258,2.746524803,630236.807
113,16820,"Charlottesville, VA Metro Area",2017,232182,9/1/14,2014,2015,1,22,2.3,50630502,253371069,0.004585813,2.3,534018.6
114,16860,"Chattanooga, TN-GA Metro Area",2015,546351,11/1/14,2014,2015,1,22,2.3,22529422,213074972,0.024250556,4.346757737,2374855.436
115,16860,"Chattanooga, TN-GA Metro Area",2016,551200,11/1/14,2014,2015,1,22,2.3,40213220,240308609,0.013706935,2.746524803,1513884.471
116,16860,"Chattanooga, TN-GA Metro Area",2017,554876,11/1/14,2014,2015,1,22,2.3,50630502,253371069,0.010959323,2.3,1276214.8
123,17020,"Chico, CA Metro Area",2016,226864,10/1/15,2015,2016,1,22,2.3,40213220,240308609,0.005641528,2.746524803,623087.6029
124,17020,"Chico, CA Metro Area",2017,229294,10/1/15,2015,2016,1,22,2.3,50630502,253371069,0.004528772,2.3,527376.2
128,17300,"Clarksville, TN-KY Metro Area",2017,285602,3/1/16,2016,2017,1,22,2.3,50630502,253371069,0.005640908,2.3,656884.6
132,17660,"Coeur d'Alene, ID Metro Area",2017,157637,3/1/16,2016,2017,1,22,2.3,50630502,253371069,0.003113479,2.3,362565.1
133,17780,"College Station-Bryan, TX Metro Area",2015,250145,10/1/14,2014,2015,1,22,2.3,22529422,213074972,0.011103037,4.346757737,1087319.714
134,17780,"College Station-Bryan, TX Metro Area",2016,254716,10/1/14,2014,2015,1,22,2.3,40213220,240308609,0.006334136,2.746524803,699583.8117
135,17780,"College Station-Bryan, TX Metro Area",2017,258860,10/1/14,2014,2015,1,22,2.3,50630502,253371069,0.005112728,2.3,595378
136,17820,"Colorado Springs, CO Metro Area",2015,697856,5/1/14,2014,2015,1,22,2.3,22529422,213074972,0.030975318,4.346757737,3033410.967
137,17820,"Colorado Springs, CO Metro Area",2016,712327,5/1/14,2014,2015,1,22,2.3,40213220,240308609,0.017713752,2.746524803,1956423.773
138,17820,"Colorado Springs, CO Metro Area",2017,723878,5/1/14,2014,2015,1,22,2.3,50630502,253371069,0.014297271,2.3,1664919.4
139,17860,"Columbia, MO Metro Area",2016,176594,3/1/15,2015,2016,1,22,2.3,40213220,240308609,0.004391441,2.746524803,485019.8011
140,17860,"Columbia, MO Metro Area",2017,178271,3/1/15,2015,2016,1,22,2.3,50630502,253371069,0.00352102,2.3,410023.3
141,17900,"Columbia, SC Metro Area",2015,810574,7/1/14,2014,2015,1,22,2.3,22529422,213074972,0.035978464,4.346757737,3523368.806
142,17900,"Columbia, SC Metro Area",2016,816450,7/1/14,2014,2015,1,22,2.3,40213220,240308609,0.020303025,2.746524803,2242400.175
143,17900,"Columbia, SC Metro Area",2017,825004,7/1/14,2014,2015,1,22,2.3,50630502,253371069,0.016294604,2.3,1897509.2
144,17980,"Columbus, GA-AL Metro Area",2017,305911,9/1/16,2016,2017,1,22,2.3,50630502,253371069,0.00604203,2.3,703595.3
155,19340,"Davenport-Moline-Rock Island, IA-IL Metro Area",2016,383352,7/1/15,2015,2016,1,22,2.3,40213220,240308609,0.009532984,2.746524803,1052885.776
156,19340,"Davenport-Moline-Rock Island, IA-IL Metro Area",2017,382298,7/1/15,2015,2016,1,22,2.3,50630502,253371069,0.007550745,2.3,879285.4
168,19780,"Des Moines-West Des Moines, IA Metro Area",2015,622899,9/1/14,2014,2015,1,22,2.3,22529422,213074972,0.027648246,4.346757737,2707591.048
169,19780,"Des Moines-West Des Moines, IA Metro Area",2016,634725,9/1/14,2014,2015,1,22,2.3,40213220,240308609,0.015783988,2.746524803,1743287.956
170,19780,"Des Moines-West Des Moines, IA Metro Area",2017,645911,9/1/14,2014,2015,1,22,2.3,50630502,253371069,0.012757349,2.3,1485595.3
175,20100,"Dover, DE Metro Area",2016,174827,8/1/15,2015,2016,1,22,2.3,40213220,240308609,0.004347501,2.746524803,480166.6917
176,20100,"Dover, DE Metro Area",2017,176824,8/1/15,2015,2016,1,22,2.3,50630502,253371069,0.00349244,2.3,406695.2
182,20940,"El Centro, CA Metro Area",2017,182830,7/1/16,2016,2017,1,22,2.3,50630502,253371069,0.003611064,2.3,420509
183,21140,"Elkhart-Goshen, IN Metro Area",2017,205032,8/1/16,2016,2017,1,22,2.3,50630502,253371069,0.004049575,2.3,471573.6
187,21500,"Erie, PA Metro Area",2016,276207,4/1/15,2015,2016,1,22,2.3,40213220,240308609,0.006868562,2.746524803,758609.3763
188,21500,"Erie, PA Metro Area",2017,274541,4/1/15,2015,2016,1,22,2.3,50630502,253371069,0.005422443,2.3,631444.3
189,22020,"Fargo, ND-MN Metro Area",2016,238124,5/1/15,2015,2016,1,22,2.3,40213220,240308609,0.005921535,2.746524803,654013.4722
190,22020,"Fargo, ND-MN Metro Area",2017,241356,5/1/15,2015,2016,1,22,2.3,50630502,253371069,0.004767008,2.3,555118.8
191,22180,"Fayetteville, NC Metro Area",2015,376509,10/1/14,2014,2015,1,22,2.3,22529422,213074972,0.01671188,4.346757737,1636593.409
192,22180,"Fayetteville, NC Metro Area",2016,380389,10/1/14,2014,2015,1,22,2.3,40213220,240308609,0.009459302,2.746524803,1044747.823
193,22180,"Fayetteville, NC Metro Area",2017,386662,10/1/14,2014,2015,1,22,2.3,50630502,253371069,0.007636938,2.3,889322.6
194,22220,"Fayetteville-Springdale-Rogers, AR-MO Metro Area",2015,515403,11/1/14,2014,2015,1,22,2.3,22529422,213074972,0.022876885,4.346757737,2240331.978
195,22220,"Fayetteville-Springdale-Rogers, AR-MO Metro Area",2016,527153,11/1/14,2014,2015,1,22,2.3,40213220,240308609,0.013108948,2.746524803,1447838.789
196,22220,"Fayetteville-Springdale-Rogers, AR-MO Metro Area",2017,535557,11/1/14,2014,2015,1,22,2.3,50630502,253371069,0.010577754,2.3,1231781.1
197,22380,"Flagstaff, AZ Metro Area",2016,140908,1/1/15,2015,2016,1,22,2.3,40213220,240308609,0.003504022,2.746524803,387007.3169
198,22380,"Flagstaff, AZ Metro Area",2017,140776,1/1/15,2015,2016,1,22,2.3,50630502,253371069,0.002780458,2.3,323784.8
199,22420,"Flint, MI Metro Area",2016,408615,5/1/15,2015,2016,1,22,2.3,40213220,240308609,0.010161211,2.746524803,1122271.232
200,22420,"Flint, MI Metro Area",2017,407385,5/1/15,2015,2016,1,22,2.3,50630502,253371069,0.008046237,2.3,936985.5
201,22660,"Fort Collins, CO Metro Area",2015,333577,8/1/14,2014,2015,1,22,2.3,22529422,213074972,0.014806283,4.346757737,1449978.406
202,22660,"Fort Collins, CO Metro Area",2016,339993,8/1/14,2014,2015,1,22,2.3,40213220,240308609,0.008454757,2.746524803,933799.2073
203,22660,"Fort Collins, CO Metro Area",2017,343976,8/1/14,2014,2015,1,22,2.3,50630502,253371069,0.006793849,2.3,791144.8
204,22900,"Fort Smith, AR-OK Metro Area",2017,282086,5/1/16,2016,2017,1,22,2.3,50630502,253371069,0.005571464,2.3,648797.8
205,23020,"Crestview-Fort Walton Beach-Destin, FL Metro Area",2016,267059,5/1/15,2015,2016,1,22,2.3,40213220,240308609,0.006641075,2.746524803,733484.1674
206,23020,"Crestview-Fort Walton Beach-Destin, FL Metro Area",2017,271346,5/1/15,2015,2016,1,22,2.3,50630502,253371069,0.005359339,2.3,624095.8
207,23060,"Fort Wayne, IN Metro Area",2016,431802,5/1/15,2015,2016,1,22,2.3,40213220,240308609,0.010737812,2.746524803,1185954.903
208,23060,"Fort Wayne, IN Metro Area",2017,434617,5/1/15,2015,2016,1,22,2.3,50630502,253371069,0.008584094,2.3,999619.1
212,23540,"Gainesville, FL Metro Area",2015,276881,9/1/14,2014,2015,1,22,2.3,22529422,213074972,0.012289752,4.346757737,1203534.629
213,23540,"Gainesville, FL Metro Area",2016,281796,9/1/14,2014,2015,1,22,2.3,40213220,240308609,0.007007546,2.746524803,773959.7034
214,23540,"Gainesville, FL Metro Area",2017,285374,9/1/14,2014,2015,1,22,2.3,50630502,253371069,0.005636405,2.3,656360.2
215,23580,"Gainesville, GA Metro Area",2016,196637,12/1/15,2015,2016,1,22,2.3,40213220,240308609,0.00488986,2.746524803,540068.3977
216,23580,"Gainesville, GA Metro Area",2017,199335,12/1/15,2015,2016,1,22,2.3,50630502,253371069,0.003937054,2.3,458470.5
217,24300,"Grand Junction, CO Metro Area",2017,151616,3/1/16,2016,2017,1,22,2.3,50630502,253371069,0.002994558,2.3,348716.8
221,24540,"Greeley, CO Metro Area",2017,304633,4/1/16,2016,2017,1,22,2.3,50630502,253371069,0.006016788,2.3,700655.9
222,24580,"Green Bay, WI Metro Area",2016,318236,3/1/15,2015,2016,1,22,2.3,40213220,240308609,0.007913716,2.746524803,874043.0672
223,24580,"Green Bay, WI Metro Area",2017,320050,3/1/15,2015,2016,1,22,2.3,50630502,253371069,0.006321288,2.3,736115
224,24660,"Greensboro-High Point, NC Metro Area",2015,752157,7/1/14,2014,2015,1,22,2.3,22529422,213074972,0.033385544,4.346757737,3269444.259
225,24660,"Greensboro-High Point, NC Metro Area",2016,756139,7/1/14,2014,2015,1,22,2.3,40213220,240308609,0.018803244,2.746524803,2076754.518
226,24660,"Greensboro-High Point, NC Metro Area",2017,761184,7/1/14,2014,2015,1,22,2.3,50630502,253371069,0.015034099,2.3,1750723.2
227,24780,"Greenville, NC Metro Area",2016,177220,9/1/15,2015,2016,1,22,2.3,40213220,240308609,0.004407008,2.746524803,486739.1256
228,24780,"Greenville, NC Metro Area",2017,179042,9/1/15,2015,2016,1,22,2.3,50630502,253371069,0.003536248,2.3,411796.6
229,24860,"Greenville-Anderson-Mauldin, SC Metro Area",2015,874869,7/1/14,2014,2015,1,22,2.3,22529422,213074972,0.038832288,4.346757737,3802843.595
230,24860,"Greenville-Anderson-Mauldin, SC Metro Area",2016,884975,7/1/14,2014,2015,1,22,2.3,40213220,240308609,0.022007066,2.746524803,2430605.788
231,24860,"Greenville-Anderson-Mauldin, SC Metro Area",2017,895923,7/1/14,2014,2015,1,22,2.3,50630502,253371069,0.017695321,2.3,2060622.9
232,25060,"Gulfport-Biloxi-Pascagoula, MS Metro Area",2017,394232,7/1/16,2016,2017,1,22,2.3,50630502,253371069,0.007786453,2.3,906733.6
233,25180,"Hagerstown-Martinsburg, MD-WV Metro Area",2016,263817,10/1/15,2015,2016,1,22,2.3,40213220,240308609,0.006560454,2.746524803,724579.934
234,25180,"Hagerstown-Martinsburg, MD-WV Metro Area",2017,265498,10/1/15,2015,2016,1,22,2.3,50630502,253371069,0.005243835,2.3,610645.4
235,25260,"Hanford-Corcoran, CA Metro Area",2017,150101,10/1/16,2016,2017,1,22,2.3,50630502,253371069,0.002964636,2.3,345232.3
238,25500,"Harrisonburg, VA Metro Area",2016,132822,10/1/15,2015,2016,1,22,2.3,40213220,240308609,0.003302944,2.746524803,364798.9174
239,25500,"Harrisonburg, VA Metro Area",2017,134442,10/1/15,2015,2016,1,22,2.3,50630502,253371069,0.002655356,2.3,309216.6
243,25620,"Hattiesburg, MS Metro Area",2017,146530,7/1/16,2016,2017,1,22,2.3,50630502,253371069,0.002894105,2.3,337019
246,25980,"Hinesville, GA Metro Area",2017,81044,6/1/16,2016,2017,1,22,2.3,50630502,253371069,0.001600695,2.3,186401.2
250,26580,"Huntington-Ashland, WV-KY-OH Metro Area",2017,356474,8/1/16,2016,2017,1,22,2.3,50630502,253371069,0.007040697,2.3,819890.2
251,26620,"Huntsville, AL Metro Area",2017,455448,3/1/16,2016,2017,1,22,2.3,50630502,253371069,0.008995526,2.3,1047530.4
256,26980,"Iowa City, IA Metro Area",2017,171491,4/1/16,2016,2017,1,22,2.3,50630502,253371069,0.003387108,2.3,394429.3
257,27140,"Jackson, MS Metro Area",2015,578561,12/1/14,2014,2015,1,22,2.3,22529422,213074972,0.025680242,4.346757737,2514864.503
258,27140,"Jackson, MS Metro Area",2016,580178,12/1/14,2014,2015,1,22,2.3,40213220,240308609,0.014427544,2.746524803,1593473.267
259,27140,"Jackson, MS Metro Area",2017,578794,12/1/14,2014,2015,1,22,2.3,50630502,253371069,0.011431725,2.3,1331226.2
263,27340,"Jacksonville, NC Metro Area",2016,187136,10/1/15,2015,2016,1,22,2.3,40213220,240308609,0.004653594,2.746524803,513973.6655
264,27340,"Jacksonville, NC Metro Area",2017,193893,10/1/15,2015,2016,1,22,2.3,50630502,253371069,0.003829569,2.3,445953.9
265,27500,"Janesville-Beloit, WI Metro Area",2017,162309,12/1/16,2016,2017,1,22,2.3,50630502,253371069,0.003205755,2.3,373310.7
266,27740,"Johnson City, TN Metro Area",2017,203462,8/1/16,2016,2017,1,22,2.3,50630502,253371069,0.004018566,2.3,467962.6
269,28020,"Kalamazoo-Portage, MI Metro Area",2015,335340,10/1/14,2014,2015,1,22,2.3,22529422,213074972,0.014884536,4.346757737,1457641.74
270,28020,"Kalamazoo-Portage, MI Metro Area",2016,336877,10/1/14,2014,2015,1,22,2.3,40213220,240308609,0.00837727,2.746524803,925241.0361
271,28020,"Kalamazoo-Portage, MI Metro Area",2017,338338,10/1/14,2014,2015,1,22,2.3,50630502,253371069,0.006682493,2.3,778177.4
276,28660,"Killeen-Temple, TX Metro Area",2016,435887,7/1/15,2015,2016,1,22,2.3,40213220,240308609,0.010839396,2.746524803,1197174.457
277,28660,"Killeen-Temple, TX Metro Area",2017,442693,7/1/15,2015,2016,1,22,2.3,50630502,253371069,0.008743603,2.3,1018193.9
278,28700,"Kingsport-Bristol-Bristol, TN-VA Metro Area",2017,305914,9/1/16,2016,2017,1,22,2.3,50630502,253371069,0.006042089,2.3,703602.2
279,28940,"Knoxville, TN Metro Area",2015,861679,8/1/14,2014,2015,1,22,2.3,22529422,213074972,0.038246831,4.346757737,3745509.86
280,28940,"Knoxville, TN Metro Area",2016,869076,8/1/14,2014,2015,1,22,2.3,40213220,240308609,0.021611699,2.746524803,2386938.79
281,28940,"Knoxville, TN Metro Area",2017,877874,8/1/14,2014,2015,1,22,2.3,50630502,253371069,0.017338837,2.3,2019110.2
282,29140,"Lafayette-West Lafayette, IN Metro Area",2016,217439,7/1/15,2015,2016,1,22,2.3,40213220,240308609,0.005407152,2.746524803,597201.6066
283,29140,"Lafayette-West Lafayette, IN Metro Area",2017,218769,7/1/15,2015,2016,1,22,2.3,50630502,253371069,0.004320893,2.3,503168.7
284,29180,"Lafayette, LA Metro Area",2016,491528,2/1/15,2015,2016,1,22,2.3,40213220,240308609,0.012223045,2.746524803,1349993.843
285,29180,"Lafayette, LA Metro Area",2017,491558,2/1/15,2015,2016,1,22,2.3,50630502,253371069,0.009708732,2.3,1130583.4
287,29460,"Lakeland-Winter Haven, FL Metro Area",2016,666149,3/1/15,2015,2016,1,22,2.3,40213220,240308609,0.016565423,2.746524803,1829594.751
288,29460,"Lakeland-Winter Haven, FL Metro Area",2017,686483,3/1/15,2015,2016,1,22,2.3,50630502,253371069,0.013558684,2.3,1578910.9
294,29740,"Las Cruces, NM Metro Area",2016,214207,9/1/15,2015,2016,1,22,2.3,40213220,240308609,0.005326781,2.746524803,588324.8385
295,29740,"Las Cruces, NM Metro Area",2017,215579,9/1/15,2015,2016,1,22,2.3,50630502,253371069,0.004257888,2.3,495831.7
298,29940,"Lawrence, KS Metro Area",2016,119440,6/1/15,2015,2016,1,22,2.3,40213220,240308609,0.002970168,2.746524803,328044.9225
299,29940,"Lawrence, KS Metro Area",2017,120793,6/1/15,2015,2016,1,22,2.3,50630502,253371069,0.002385775,2.3,277823.9
300,30140,"Lebanon, PA Metro Area",2017,139754,6/1/16,2016,2017,1,22,2.3,50630502,253371069,0.002760273,2.3,321434.2
301,30460,"Lexington-Fayette, KY Metro Area",2015,500535,7/1/14,2014,2015,1,22,2.3,22529422,213074972,0.022216948,4.346757737,2175704.384
302,30460,"Lexington-Fayette, KY Metro Area",2016,506751,7/1/14,2014,2015,1,22,2.3,40213220,240308609,0.012601602,2.746524803,1391804.19
303,30460,"Lexington-Fayette, KY Metro Area",2017,512650,7/1/14,2014,2015,1,22,2.3,50630502,253371069,0.010125319,2.3,1179095
304,30700,"Lincoln, NE Metro Area",2016,326591,1/1/15,2015,2016,1,22,2.3,40213220,240308609,0.008121483,2.746524803,896990.2819
305,30700,"Lincoln, NE Metro Area",2017,331592,1/1/15,2015,2016,1,22,2.3,50630502,253371069,0.006549254,2.3,762661.6
306,30780,"Little Rock-North Little Rock-Conway, AR Metro Area",2015,730250,11/1/14,2014,2015,1,22,2.3,22529422,213074972,0.032413171,4.346757737,3174219.837
307,30780,"Little Rock-North Little Rock-Conway, AR Metro Area",2016,734381,11/1/14,2014,2015,1,22,2.3,40213220,240308609,0.018262178,2.746524803,2016995.631
308,30780,"Little Rock-North Little Rock-Conway, AR Metro Area",2017,738082,11/1/14,2014,2015,1,22,2.3,50630502,253371069,0.014577813,2.3,1697588.6
317,31180,"Lubbock, TX Metro Area",2015,312433,7/1/14,2014,2015,1,22,2.3,22529422,213074972,0.013867777,4.346757737,1358070.56
318,31180,"Lubbock, TX Metro Area",2016,313910,7/1/14,2014,2015,1,22,2.3,40213220,240308609,0.007806139,2.746524803,862161.6009
319,31180,"Lubbock, TX Metro Area",2017,318011,7/1/14,2014,2015,1,22,2.3,50630502,253371069,0.006281016,2.3,731425.3
320,31340,"Lynchburg, VA Metro Area",2016,261167,12/1/15,2015,2016,1,22,2.3,40213220,240308609,0.006494556,2.746524803,717301.6432
321,31340,"Lynchburg, VA Metro Area",2017,260116,12/1/15,2015,2016,1,22,2.3,50630502,253371069,0.005137535,2.3,598266.8
322,31420,"Macon-Bibb County, GA Metro Area",2017,229258,5/1/16,2016,2017,1,22,2.3,50630502,253371069,0.004528061,2.3,527293.4
326,31700,"Manchester-Nashua, NH Metro Area",2015,406678,10/1/14,2014,2015,1,22,2.3,22529422,213074972,0.018050974,4.346757737,1767730.743
327,31700,"Manchester-Nashua, NH Metro Area",2016,407761,10/1/14,2014,2015,1,22,2.3,40213220,240308609,0.010139974,2.746524803,1119925.7
328,31700,"Manchester-Nashua, NH Metro Area",2017,409697,10/1/14,2014,2015,1,22,2.3,50630502,253371069,0.008091901,2.3,942303.1
329,31740,"Manhattan, KS Metro Area",2016,97004,6/1/15,2015,2016,1,22,2.3,40213220,240308609,0.002412242,2.746524803,266423.892
330,31740,"Manhattan, KS Metro Area",2017,98080,6/1/15,2015,2016,1,22,2.3,50630502,253371069,0.001937172,2.3,225584
334,32900,"Merced, CA Metro Area",2016,268672,11/1/15,2015,2016,1,22,2.3,40213220,240308609,0.006681186,2.746524803,737914.3119
335,32900,"Merced, CA Metro Area",2017,272673,11/1/15,2015,2016,1,22,2.3,50630502,253371069,0.005385548,2.3,627147.9
339,33140,"Michigan City-La Porte, IN Metro Area",2017,110029,5/1/16,2016,2017,1,22,2.3,50630502,253371069,0.002173176,2.3,253066.7
340,33260,"Midland, TX Metro Area",2017,169643,6/1/16,2016,2017,1,22,2.3,50630502,253371069,0.003350609,2.3,390178.9
349,33540,"Missoula, MT Metro Area",2017,117441,8/1/16,2016,2017,1,22,2.3,50630502,253371069,0.00231957,2.3,270114.3
350,33660,"Mobile, AL Metro Area",2016,414836,6/1/15,2015,2016,1,22,2.3,40213220,240308609,0.010315911,2.746524803,1139357.363
351,33660,"Mobile, AL Metro Area",2017,413955,6/1/15,2015,2016,1,22,2.3,50630502,253371069,0.008176,2.3,952096.5
352,33700,"Modesto, CA Metro Area",2015,538388,5/1/14,2014,2015,1,22,2.3,22529422,213074972,0.023897107,4.346757737,2340242.205
353,33700,"Modesto, CA Metro Area",2016,541560,5/1/14,2014,2015,1,22,2.3,40213220,240308609,0.013467213,2.746524803,1487407.972
354,33700,"Modesto, CA Metro Area",2017,547899,5/1/14,2014,2015,1,22,2.3,50630502,253371069,0.01082152,2.3,1260167.7
355,33860,"Montgomery, AL Metro Area",2017,373889,2/1/16,2016,2017,1,22,2.3,50630502,253371069,0.007384659,2.3,859944.7
356,34060,"Morgantown, WV Metro Area",2017,138709,7/1/16,2016,2017,1,22,2.3,50630502,253371069,0.002739633,2.3,319030.7
357,34620,"Muncie, IN Metro Area",2017,115184,9/1/16,2016,2017,1,22,2.3,50630502,253371069,0.002274992,2.3,264923.2
358,34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC Metro Area",2015,431964,8/1/14,2014,2015,1,22,2.3,22529422,213074972,0.019173328,4.346757737,1877642.859
359,34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC Metro Area",2016,449295,8/1/14,2014,2015,1,22,2.3,40213220,240308609,0.011172818,2.746524803,1233999.861
360,34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC Metro Area",2017,464165,8/1/14,2014,2015,1,22,2.3,50630502,253371069,0.009167695,2.3,1067579.5
361,34900,"Napa, CA Metro Area",2015,142456,4/1/14,2014,2015,1,22,2.3,22529422,213074972,0.006323109,4.346757737,619221.7202
362,34900,"Napa, CA Metro Area",2016,142166,4/1/14,2014,2015,1,22,2.3,40213220,240308609,0.003535305,2.746524803,390462.4451
363,34900,"Napa, CA Metro Area",2017,140973,4/1/14,2014,2015,1,22,2.3,50630502,253371069,0.002784349,2.3,324237.9
364,34940,"Naples-Immokalee-Marco Island, FL Metro Area",2015,357305,12/1/14,2014,2015,1,22,2.3,22529422,213074972,0.015859484,4.346757737,1553118.273
365,34940,"Naples-Immokalee-Marco Island, FL Metro Area",2016,365136,12/1/14,2014,2015,1,22,2.3,40213220,240308609,0.009079999,2.746524803,1002855.08
366,34940,"Naples-Immokalee-Marco Island, FL Metro Area",2017,372880,12/1/14,2014,2015,1,22,2.3,50630502,253371069,0.00736473,2.3,857624
387,35980,"Norwich-New London, CT Metro Area",2016,269801,2/1/15,2015,2016,1,22,2.3,40213220,240308609,0.006709261,2.746524803,741015.1384
388,35980,"Norwich-New London, CT Metro Area",2017,269033,2/1/15,2015,2016,1,22,2.3,50630502,253371069,0.005313655,2.3,618775.9
389,36100,"Ocala, FL Metro Area",2016,349020,9/1/15,2015,2016,1,22,2.3,40213220,240308609,0.008679235,2.746524803,958592.0867
390,36100,"Ocala, FL Metro Area",2017,354353,9/1/15,2015,2016,1,22,2.3,50630502,253371069,0.006998805,2.3,815011.9
391,36140,"Ocean City, NJ Metro Area",2016,94430,5/1/15,2015,2016,1,22,2.3,40213220,240308609,0.002348233,2.746524803,259354.3371
392,36140,"Ocean City, NJ Metro Area",2017,93553,5/1/15,2015,2016,1,22,2.3,50630502,253371069,0.00184776,2.3,215171.9
393,36220,"Odessa, TX Metro Area",2016,157462,10/1/15,2015,2016,1,22,2.3,40213220,240308609,0.003915677,2.746524803,432473.2885
394,36220,"Odessa, TX Metro Area",2017,157087,10/1/15,2015,2016,1,22,2.3,50630502,253371069,0.003102616,2.3,361300.1
403,36540,"Omaha-Council Bluffs, NE-IA Metro Area",2015,915557,6/1/14,2014,2015,1,22,2.3,22529422,213074972,0.040638282,4.346757737,3979704.473
404,36540,"Omaha-Council Bluffs, NE-IA Metro Area",2016,924495,6/1/14,2014,2015,1,22,2.3,40213220,240308609,0.022989828,2.746524803,2539148.448
405,36540,"Omaha-Council Bluffs, NE-IA Metro Area",2017,934184,6/1/14,2014,2015,1,22,2.3,50630502,253371069,0.018451012,2.3,2148623.2
409,36780,"Oshkosh-Neenah, WI Metro Area",2016,169886,11/1/15,2015,2016,1,22,2.3,40213220,240308609,0.004224631,2.746524803,466596.1127
410,36780,"Oshkosh-Neenah, WI Metro Area",2017,170414,11/1/15,2015,2016,1,22,2.3,50630502,253371069,0.003365837,2.3,391952.2
414,37340,"Palm Bay-Melbourne-Titusville, FL Metro Area",2015,568088,12/1/14,2014,2015,1,22,2.3,22529422,213074972,0.025215383,4.346757737,2469340.909
415,37340,"Palm Bay-Melbourne-Titusville, FL Metro Area",2016,579130,12/1/14,2014,2015,1,22,2.3,40213220,240308609,0.014401483,2.746524803,1590594.909
416,37340,"Palm Bay-Melbourne-Titusville, FL Metro Area",2017,589162,12/1/14,2014,2015,1,22,2.3,50630502,253371069,0.011636503,2.3,1355072.6
417,37860,"Pensacola-Ferry Pass-Brent, FL Metro Area",2016,485684,1/1/15,2015,2016,1,22,2.3,40213220,240308609,0.01207772,2.746524803,1333943.152
418,37860,"Pensacola-Ferry Pass-Brent, FL Metro Area",2017,487784,1/1/15,2015,2016,1,22,2.3,50630502,253371069,0.009634192,2.3,1121903.2
419,37900,"Peoria, IL Metro Area",2016,376044,11/1/15,2015,2016,1,22,2.3,40213220,240308609,0.009351253,2.746524803,1032814.173
420,37900,"Peoria, IL Metro Area",2017,373637,11/1/15,2015,2016,1,22,2.3,50630502,253371069,0.007379682,2.3,859365.1
440,38940,"Port St. Lucie, FL Metro Area",2016,465208,3/1/15,2015,2016,1,22,2.3,40213220,240308609,0.011568534,2.746524803,1277705.311
441,38940,"Port St. Lucie, FL Metro Area",2017,473429,3/1/15,2015,2016,1,22,2.3,50630502,253371069,0.009350668,2.3,1088886.7
449,39380,"Pueblo, CO Metro Area",2017,166475,9/1/16,2016,2017,1,22,2.3,50630502,253371069,0.003288038,2.3,382892.5
450,39460,"Punta Gorda, FL Metro Area",2016,178465,10/1/15,2015,2016,1,22,2.3,40213220,240308609,0.004437968,2.746524803,490158.549
451,39460,"Punta Gorda, FL Metro Area",2017,182033,10/1/15,2015,2016,1,22,2.3,50630502,253371069,0.003595323,2.3,418675.9
452,39540,"Racine, WI Metro Area",2016,195140,11/1/15,2015,2016,1,22,2.3,40213220,240308609,0.004852633,2.746524803,535956.8501
453,39540,"Racine, WI Metro Area",2017,196071,11/1/15,2015,2016,1,22,2.3,50630502,253371069,0.003872587,2.3,450963.3
457,39740,"Reading, PA Metro Area",2016,414812,5/1/15,2015,2016,1,22,2.3,40213220,240308609,0.010315314,2.746524803,1139291.447
458,39740,"Reading, PA Metro Area",2017,417854,5/1/15,2015,2016,1,22,2.3,50630502,253371069,0.008253009,2.3,961064.2
459,39820,"Redding, CA Metro Area",2017,179921,3/1/16,2016,2017,1,22,2.3,50630502,253371069,0.003553609,2.3,413818.3
468,40220,"Roanoke, VA Metro Area",2015,311901,11/1/14,2014,2015,1,22,2.3,22529422,213074972,0.013844163,4.346757737,1355758.085
469,40220,"Roanoke, VA Metro Area",2016,312576,11/1/14,2014,2015,1,22,2.3,40213220,240308609,0.007772966,2.746524803,858497.7368
470,40220,"Roanoke, VA Metro Area",2017,312688,11/1/14,2014,2015,1,22,2.3,50630502,253371069,0.006175882,2.3,719182.4
471,40420,"Rockford, IL Metro Area",2016,339376,3/1/15,2015,2016,1,22,2.3,40213220,240308609,0.008439414,2.746524803,932104.6015
472,40420,"Rockford, IL Metro Area",2017,338291,3/1/15,2015,2016,1,22,2.3,50630502,253371069,0.006681565,2.3,778069.3
477,41100,"St. George, UT Metro Area",2017,165662,7/1/16,2016,2017,1,22,2.3,50630502,253371069,0.00327198,2.3,381022.6
484,41540,"Salisbury, MD-DE Metro Area",2016,400200,5/1/15,2015,2016,1,22,2.3,40213220,240308609,0.009951951,2.746524803,1099159.226
485,41540,"Salisbury, MD-DE Metro Area",2017,405853,5/1/15,2015,2016,1,22,2.3,50630502,253371069,0.008015978,2.3,933461.9
509,42020,"San Luis Obispo-Paso Robles-Arroyo Grande, CA Metro Area",2015,281401,7/1/14,2014,2015,1,22,2.3,22529422,213074972,0.012490378,4.346757737,1223181.974
