,ID,Year,BUS_FLAG,RAIL_FLAG,CBSA, UPT ,VRM,UPT_ADJ,VRM_ADJ,VRH_ADJ,FARE_TOTAL,FARE_per_UPT,AREALANDPT,Tot_Pop,Tot_Instate_Pop,Tot_Outstate_Pop,Tot_NonUSA_POP,Total_Median_Income_Individual,Native_Instate_Med_Inc_Indiv,Native_Outstate_Med_Inc_Indiv,Total_Pop_Poverty,Pop_Below100_Poverty,Pop_Below150_Poverty,Pop_Above150_Poverty,Age_under18,Age_18to64,Age_over64,Total_HH,HH_0Veh,HH_1Veh,HH_2Veh,HH_3Veh,HH_4+Veh,PCT_HH_NO_VEH,HH_MED_INC,HH_MEAN_INC,INC_U35,INC_35_100,INC_100P,TOT_UNEMP_MSA,TOT_EMP_MSA,TOT_LABOR_MSA,UNEMP_RATE_PCT,EMP_RATE_PCT,GasPrice,Area_acre,POP_CENSUSTRACT,AVG_SPEED,2018_Dollar_Multiplier,TNC_ARRIVAL,TNC_FLAG,YEARS_SINCE_TNC,FARE_TOTAL_2018,TOTAL_MED_INC_INDIV_2018,NATIVE_INSTATE_MED_INC_2018,NATIVE_OUTSTATE_MED_INC_2018,HH_MED_INC_2018,HH_MEAN_INC_2018,GAS_PRICE_2018,FARE_per_UPT_2018,dockCt,docklessCt,scooterCt,PBS_Start,PBS_End,PBS_Flag,walkscore,transit,bike,Bus_UPT_ADJ,Bus_VRM_ADJ,Bus_VRH_ADJ,Bus_FARE_TOTAL,Bus_FARE_per_UPT_2018,Bus_AVG_SPEED,Rail_UPT_ADJ,Rail_VRM_ADJ,Rail_VRH_ADJ,Rail_FARE_TOTAL,Rail_FARE_per_UPT_2018,Rail_AVG_SPEED,CLUSTER_APTA,CLUSTER_GT,CLUSTER_APTA_HML
7,"Albuquerque, NM Metro Area-Bus",2018,1,0,0," (3,321,786)",-33124,-3321786,-33124,3936,-1172567,-0.014051754,0,9220.5,25089.5,-6448.25,2048.5,2051.25,1453,1929.25,8478.75,-5.2,-2.32,7.53,-1.15,-1.17,2.33,7719.25,-3476.5,9585.75,-4321.25,3271.75,2659.5,-1.12,3793.25,3891.25,-3.15,-0.4,3.55,-7331.66,24031.91,16700.25,-1.95,1.95,-0.64,,-2617,-0.21,-0.06,0,0,4,-1415358.62,511.35,84.76,84.67,938.39,-17.03,-0.8332,-0.032784913,0,0,0,0,,1,87,58,89,-3321786,-33124,3936,-1172567,-0.032784913,-0.21,0,0,0,0,0,0,22,2,2
245,"Kansas City, MO-KS Metro Area-Bus",2018,1,0,0," (3,394,587)",106745,-3394587,106745,12945,-4582412.75,-0.154962494,0,77808,64598.25,3475.75,-42.75,4346.5,5459,3441.25,76484.25,-3.5,-0.37,3.78,-0.67,-0.95,1.63,39738.75,-4649.25,4113.75,20376,10612.75,9285.5,-0.84,8145,12720,-5.92,-0.32,6.25,-22982.7,65464.01,42481.31,-2.19,2.19,-0.64,,10845.5,-0.13,-0.06,0,0,4,-5326514.93,2532.52,3822.98,1383.91,4725.36,8133.36,-0.8416,-0.200436198,41,0,2,0,,0,84,40,45,-3394587,106745,12945,-4582412.75,-0.200436198,-0.13,0,0,0,0,0,0,24,2,2
528,"Virginia Beach-Norfolk-Newport News, VA-NC Metro Area-Bus",2018,1,0,0," (3,868,653)",487386,-3868653,487386,37119,-1577272.75,0.126862137,0,6485.75,20197.5,-23671,9009.75,1741,741.75,3200,7929.75,0.35,-2.05,1.63,-0.47,-1.25,1.73,5423.5,-4097.25,-20910.5,32879,-5821,3373.25,-0.7,7649.5,12027,-3.45,-2.2,5.65,-19523.32,27857.83,8334.51,-2.34,2.34,-0.7,,5118,0.01,-0.06,0,0,4,-2451380.11,-46.76,-782.43,1129.46,4117.24,7591.86,-0.9046,0.076118662,0,1,1,0,,1,78,45,69,-3868653,487386,37119,-1577272.75,0.076118662,0.01,0,0,0,0,0,0,22,2,2
444,"San Antonio-New Braunfels, TX Metro Area-Bus",2018,1,0,0," (4,332,472)",2514171,-4332472,2514171,192187,-4333597.25,-0.05348203,0,192528,140294.5,24123,16501,2879,2948.25,2899.25,187993.75,-2.47,-0.72,3.18,-0.67,-0.15,0.83,35979.5,5521.75,-9568.25,15384.25,13755.25,10886.5,0.36,4842.25,7094,-3.3,-0.62,3.93,-11020.18,104468.9,93448.72,-1.3,1.3,-0.64,,27111.5,-0.04,-0.06,0,0,4,-5681994.59,1355.9,1523.97,964.13,1680.91,2818.4,-0.8332,-0.085881831,64,0,3,0,,0,96,92,73,-4332472,2514171,192187,-4333597.25,-0.085881831,-0.04,0,0,0,0,0,0,23,2,2
428,"Sacramento--Arden-Arcade--Roseville, CA Metro Area-Bus",2018,1,0,0," (4,346,369)",1282967,-4346369,1282967,53755,998378.5,0.357111019,0,107392.5,70397,-22828,1047.75,4285.25,4408.5,5889.75,109827,-4.52,-1.05,5.75,-0.95,-0.65,1.6,43702.25,-5466,-13988,16900.25,29974.75,16281.25,-1.01,11084.25,12328.5,-6.62,0.1,6.53,-34110.03,72698.54,38588.51,-3.39,3.39,-0.31,,32405,0.65,-0.06,0,0,4,-500806.94,2588.87,2711.22,3772.05,7483.35,7437.36,-0.5326,0.286962537,0,1,0,,,0,94,69,99,-4346369,1282967,53755,998378.5,0.286962537,0.65,0,0,0,0,0,0,22,4,2
454,"San Jose-Sunnyvale-Santa Clara, CA Metro Area-Bus",2018,1,0,0," (4,750,052)",964945.87,-4750052.22,964945.87,106190.507,-5188073.75,-0.036649646,0,60821.25,19250,-19850.75,4026.5,8371,7909,14480.25,60971.25,-2.65,-1.85,4.5,-1.22,-0.17,1.4,10473.5,1988.25,-3430,323.5,-4033,15624.75,0.22,28583.5,33510,-4.37,-6.22,10.6,-25003.25,91869.57,66866.32,-2.62,2.62,-0.31,,81056,-0.21,-0.06,0,0,4,-6909727.73,6073.36,5921.08,11528.73,22794.64,25789.08,-0.5326,-0.089220668,0,1,2,0,,1,93,75,93,-4750052.22,964945.87,106190.507,-5188073.75,-0.089220668,-0.21,0,0,0,0,0,0,10,4,1
520,"Tucson, AZ Metro Area-Bus",2018,1,0,0," (4,933,478)",158878.521,-4933478.33,158878.521,34748.367,-979001.5,0.139708146,0,24720.5,10907.75,28077.75,3439.75,4471,4221.25,5069.5,21907.75,-3.6,-0.05,3.6,-0.75,-0.85,1.6,17102,-1373.75,-7212.25,9709,15302.5,676.5,-0.7,8583,11517.25,-6.27,-0.15,6.43,-6732.57,29043.99,22311.42,-1.67,1.67,-0.31,,245.75,-0.4,-0.06,0,0,4,-1696984.84,3031.9,3018.85,3365.68,5831.64,7669.09,-0.5326,0.102974299,36,0,0,0,,1,78,71,99,-4933478.33,158878.521,34748.367,-979001.5,0.102974299,-0.4,0,0,0,0,0,0,23,1,2
360,"Orlando-Kissimmee-Sanford, FL Metro Area-Bus",2018,1,0,0," (5,084,424)",994222.51,-5084424.07,994222.51,92243.529,-5722016.5,-0.039938708,0,253373.25,150953.5,-44721.5,39755,3489.75,5072,4193.5,251211,-3.12,-1.1,4.23,-0.47,-0.42,0.9,88820,-5330.25,3610,48728,29541.25,12271,-1.2,9174,13647.75,-6.57,-0.7,7.28,-29068.97,170156.9,141087.93,-2.79,2.79,-0.7,,22887.25,-0.22,-0.06,0,0,4,-7368852.64,2063.07,3754.1,2546.86,6277.8,9578.25,-0.9046,-0.09601881,37,0,0,0,,1,90,68,79,-5084424.07,994222.51,92243.529,-5722016.5,-0.09601881,-0.22,0,0,0,0,0,0,24,2,2
396,"Portland-Vancouver-Hillsboro, OR-WA Metro Area-Bus",2018,1,0,0," (5,243,455)",2588211.16,-5243454.61,2588211.16,345306.466,-3359544.25,0.035917931,0,132879.5,55435.25,56712,6827,7446.75,5755,8645,131479.5,-3.02,-2.27,5.33,-1.07,-0.7,1.78,58067,-1387.75,1049,21212.25,10629.5,26564,-0.64,15330.75,16535.25,-7.02,-3.02,10.05,-23764.48,144645.15,120880.67,-2.37,2.37,-0.31,,48076.75,-0.69,-0.06,0,0,4,-7753926.85,5675.07,4075.78,6723.92,11715.87,11772.75,-0.5326,-0.028435229,145,0,1,0,,1,74,87,87,-5243454.61,2588211.16,345306.466,-3359544.25,-0.028435229,-0.69,0,0,0,0,0,0,10,4,1
23,"Athens-Clarke County, GA Metro Area-Bus",2018,1,0,0," (5,374,203)",235317.493,-5374202.59,235317.493,-8975.5165,618709.5,0.598031336,0,11238.5,-1351.5,7347.5,3787.25,2809.5,2786.25,607,11448.75,-9.37,1.95,7.38,-0.37,-1.35,1.73,3885.5,-308.25,-3684.75,3196.5,2134.75,2547.25,-0.75,8407.5,14931.25,-9.1,-1.42,10.53,-2331.17,13582.09,11250.92,-2.94,2.94,-0.7,,-156.75,1.88,-0.06,0,0,4,94555.68,1573.92,1735.29,-900.92,5901.84,11479.39,-0.9046,0.556518612,0,0,0,0,,1,46,0,39,-5374202.59,235317.493,-8975.5165,618709.5,0.556518612,1.88,0,0,0,0,0,0,33,3,3
138,"Denver-Aurora-Broomfield, CO Metro Area-Bus",2018,1,0,0," (6,113,686)",398147.96,-6113685.59,398147.96,161282.173,-4999533.5,0.018972005,0,170018.25,49909.75,105736.25,2141.75,5750.75,2470,7110.25,166272.75,-3.02,-2.55,5.48,-1.45,0.08,1.38,65940.25,-4449,-7611.5,38213.25,9608.5,30179,-0.77,13721.5,15675.5,-6.9,-2.17,9.08,-23273.92,175579.72,152305.8,-1.88,1.88,-0.51,,68224.75,-0.62,-0.06,0,0,4,-9764169.14,3714.59,659.86,4671.91,9709.3,10305.62,-0.714,-0.043219864,87,0,4,0,,0,93,91,96,-6113685.59,398147.96,161282.173,-4999533.5,-0.043219864,-0.62,0,0,0,0,0,0,10,4,1
510,"Tampa-St. Petersburg-Clearwater, FL Metro Area-Bus",2018,1,0,0," (6,457,633)",20565,-6457633,20565,48442,-8743338.25,-0.094895969,0,234474.5,82785.5,44055,23595.75,2620.5,4015,3820,234942.25,-2.25,-1.47,3.73,-0.55,-0.62,1.18,79424.75,-4702.75,6703.75,44305.5,21534.75,11583.5,-0.85,6709.75,11749.5,-5.6,0.63,4.98,-33705.13,137479.3,103774.17,-2.6,2.6,-0.7,,28073.75,-0.45,-0.06,0,0,4,-10573362.19,1079.64,2633.68,2160.52,3897.19,7810.74,-0.9046,-0.154965677,99,0,0,0,,0,85,68,69,-6457633,20565,48442,-8743338.25,-0.154965677,-0.45,0,0,0,0,0,0,24,2,2
416,"Riverside-San Bernardino-Ontario, CA Metro Area-Bus",2018,1,0,0," (6,509,876)",4537263,-6509876,4537263,280891,-4024527.75,0.075468439,0,188074.25,235727.25,3114.25,6131.5,3137.25,4047.5,983,175307.5,-6.07,-2,8,-1.07,-0.15,1.23,26035,-9902.75,-38861.25,-19849.75,53090.5,41558.25,-0.84,10763.75,14784.75,-6.27,-2.05,8.33,-69364.98,195839.49,126474.51,-3.89,3.89,-0.31,,37420,0.28,-0.06,0,0,4,-5685357.93,1693.95,2675.78,-748.66,7488.59,10520.73,-0.5326,0.021498371,0,0,0,,,0,86,54,69,-6509876,4537263,280891,-4024527.75,0.021498371,0.28,0,0,0,0,0,0,22,4,2
380,"Phoenix-Mesa-Glendale, AZ Metro Area-Bus",2018,1,0,0," (6,819,175)",6618090,-6819175,6618090,413400,-14338212.25,-0.167242603,0,326712.25,183126,109323.25,9548.5,3891.5,4992.75,5699.5,323202.75,-5.47,-0.57,6.08,-1.25,-0.17,1.43,113271,-22766,17886.75,30335,49510,38305.25,-1.78,11346.25,14433,-7.37,0.45,6.93,-26698.72,290622.17,263923.47,-1.78,1.78,-0.31,,95011.75,0.56,-0.06,0,0,4,-17271814.93,2185.34,3585.63,3787.96,8144.35,10060.98,-0.5326,-0.217443603,112,5,5,0,,0,85,65,57,-6819175,6618090,413400,-14338212.25,-0.217443603,0.56,0,0,0,0,0,0,10,4,1
494,"St. Louis, MO-IL Metro Area-Bus",2018,1,0,0," (7,550,863)",583492,-7550863,583492,71121,-7977735.25,-0.002952681,0,-283.25,-17102.5,-6221,3458.5,3236.25,3711.25,4780.75,-6062.75,-1.45,-1.27,2.73,-0.57,-1.17,1.75,28964.5,-7916.5,4414.25,8681.25,10828.75,12956.75,-0.92,8203.5,9188,-4.05,-0.57,4.63,-41759.62,52935.92,11176.3,-2.85,2.85,-0.64,,-2013,-0.26,-0.06,0,0,4,-10038956.65,1487.79,2043.31,2869.09,4871.4,4674.62,-0.8416,-0.065751724,0,1,3,0,0,0,87,74,60,-7550863,583492,71121,-7977735.25,-0.065751724,-0.26,0,0,0,0,0,0,23,2,2
89,"Charlotte-Gastonia-Rock Hill, NC-SC Metro Area-Bus",2018,1,0,0," (7,841,450)",141881.88,-7841450.45,141881.88,12629.5125,3849451,0.927939878,0,195222,55866.75,85350.5,6449.25,4767,4051.5,6000.25,195241.25,-3.7,-1.35,4.95,-0.67,-0.62,1.3,83803.25,-4006.25,21343.25,34747,17135.75,14583.5,-0.9,9775.5,13699,-5.2,-2.05,7.25,-19456.42,131714.13,112257.71,-2.39,2.39,-0.7,,7255.25,-0.04,-0.06,0,0,4,2564489.32,3137.94,2677.56,4028.53,6562.56,9142.42,-0.9046,0.865932957,34,3,3,0,,0,94,0,50,-7841450.45,141881.88,12629.5125,3849451,0.865932957,-0.04,0,0,0,0,0,0,24,2,2
450,"San Francisco-Oakland-Fremont, CA Metro Area-Bus",2018,1,0,0," (7,846,899)",3925142,-7846899,3925142,798392,-12512948.7,-0.01860331,0,175198.75,82001.5,-30392.25,8952,7140.75,6659.75,13509.75,177534.25,-2.75,-1.45,4.08,-0.65,-0.72,1.38,30841.25,-11284,4702.25,-9473.5,24231.25,22665.25,-0.89,24309.5,31489.5,-4.67,-6.32,11,-57504.37,197644.33,140139.96,-2.51,2.51,-0.31,,149396.25,-0.67,-0.06,0,0,4,-27768206,4916.97,4486.49,10439.31,19316.18,24461.46,-0.5326,-0.08012571,426,7,6,0,,1,99,100,99,-7846899,3925142,798392,-12512948.7,-0.08012571,-0.67,0,0,0,0,0,0,10,5,1
126,"Dallas-Fort Worth-Arlington, TX Metro Area-Bus",2018,1,0,0," (8,124,051)",2467581,-8124051,2467581,175629,-7532037.5,-0.015708863,0,604994.5,239756.5,156983,18453.75,4910.75,4831.5,5353,605512.25,-4.72,-1.12,5.93,-0.85,-0.57,1.43,169483,-12378.75,-10534.5,82083.25,67576.75,42736.25,-0.82,11071.5,12226,-6.62,0.63,6,-41258.5,402984.97,361726.47,-1.54,1.54,-0.64,,88148.75,0.09,-0.06,0,0,4,-9969909.68,3113.69,3182.76,3063.22,7499.7,7221.52,-0.8332,-0.066736272,46,3,4,0,,0,90,86,74,-8124051,2467581,175629,-7532037.5,-0.066736272,0.09,0,0,0,0,0,0,10,4,1
446,"San Diego-Carlsbad-San Marcos, CA Metro Area-Bus",2018,1,0,0," (10,060,723)",1127440,-10060723,1127440,123872,-8264920.5,0.028527747,0,93763,107824.75,-24473.75,6154.25,3837.5,5670.75,1630,93691.5,-3.65,-2.62,6.28,-0.52,-0.52,1.05,36688.75,-4953.25,-27326.75,12628.5,22018,34322.25,-0.62,14928.25,20612,-6.17,-2.77,8.95,-46576.65,94179.94,47603.31,-3.12,3.12,-0.31,,57639.75,-0.11,-0.06,0,0,4,-12024118.02,2028.26,4000.05,-774.92,10956.73,15263.78,-0.5326,-0.029981764,100,4,5,0,,1,99,83,84,-10060723,1127440,123872,-8264920.5,-0.029981764,-0.11,0,0,0,0,0,0,10,4,1
25,"Atlanta-Sandy Springs-Marietta, GA Metro Area-Bus",2018,1,0,0," (11,155,713)",7341442.9,-11155712.93,7341442.9,592289.41,-11083895.5,0.035696277,0,359920.75,198377.25,64393.75,-3280.25,4006,3778.25,4996,355767.75,-4.52,-0.1,4.63,-0.97,-0.47,1.45,158731.5,-20532.25,702,76256.25,60374.25,41931.25,-1.45,11889.5,16224,-6.52,-0.47,7,-74623.4,359020.68,284397.28,-3.04,3.04,-0.7,,31828,-0.23,-0.06,0,0,4,-15706463.62,2284.18,2334.05,2884.54,8519.54,11478.9,-0.9046,-0.034431004,129,0,4,0,,1,92,83,49,-11155712.93,7341442.9,592289.41,-11083895.5,-0.034431004,-0.23,0,0,0,0,0,0,10,4,1
35,"Baltimore-Towson, MD Metro Area-Bus",2018,1,0,0," (11,870,720)",2840544.02,-11870720.43,2840544.02,304957.95,-2324701.25,0.124172733,0,29637.5,-20931.75,4732,7048.5,4221.5,2676.25,7888,34012.25,-1.1,-0.65,1.75,-0.37,-0.65,1.03,28878.25,1664.5,178.75,2745.25,16063,8226.75,-0.13,7414.5,10305,-2.1,-3.42,5.53,-24402.03,70442.01,46039.98,-1.81,1.81,-0.62,,5785,-0.54,-0.06,0,0,4,-6775192.07,2137.28,858.49,5194.3,3124.44,4728.9,-0.8324,0.069128045,0,1,2,0,,1,98,91,86,-11870720.43,2840544.02,304957.95,-2324701.25,0.069128045,-0.54,0,0,0,0,0,0,10,1,1
106,"Cleveland-Elyria-Mentor, OH Metro Area-Bus",2018,1,0,0," (12,138,290)",-1032436.26,-12138290.3,-1032436.26,-91347.531,-7506724.5,0.232360288,0,-3629.5,6841.25,-15074.25,1801.25,3531,3826.75,3079.25,-5461.75,-0.95,-1.2,2.05,-0.8,-1.35,2.15,22722.75,-11179.75,7885.5,24037.25,-1924.25,3904,-1.57,3139,7104.5,-1.97,-1.4,3.38,-9947.33,8884.05,-1063.28,-0.95,0.95,-0.64,,-7735,0.03,-0.06,0,0,4,-10004018.82,1928.76,2207.95,1499.45,145.66,3009.38,-0.8416,0.165983455,36,0,0,0,,1,95,84,62,-12138290.3,-1032436.26,-91347.531,-7506724.5,0.165983455,0.03,0,0,0,0,0,0,21,1,2
61,"Boston-Cambridge-Quincy, MA-NH Metro Area-Bus",2018,1,0,0," (12,335,144)",-1923100.18,-12335144.1,-1923100.18,126459.424,17767176.8,0.242205089,0,140964.5,-39899.25,55533.5,15469.5,6768,6795,8134,137952.25,-1.15,-1,2.2,-0.97,-0.72,1.7,65194.25,-4032,12340,25106.25,10207,21573,-0.68,13402.25,16964.75,-2.87,-4.05,6.93,-45831.49,224478.09,178646.6,-2.02,2.02,-0.7,,-301,-1.12,-0.06,0,0,4,10621299.1,4672.26,4815.66,5508.64,8862.23,10685.33,-0.913,0.187960483,321,14,10,0,,0,97,100,86,-12335144.1,-1923100.18,126459.424,17767176.8,0.187960483,-1.12,0,0,0,0,0,0,10,5,1
314,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area-Bus",2018,1,0,0," (14,211,112)",578967,-14211112,578967,56269,-9420707.25,0.090724873,0,149241.75,44627,41321.75,3593,5370.5,4867.5,4665,150381.25,-2.85,-0.97,3.83,-0.5,-1.15,1.65,51381.75,-10017.25,7736.75,23806.75,21971.5,7884,-1.01,11019.5,15122,-5.47,-1.32,6.8,-21505.56,120399.16,98893.6,-1.28,1.28,-0.64,,38446.25,-0.05,-0.06,0,0,4,-14596264.77,3317.48,2811.18,2314.86,6872.84,9647.24,-0.8416,0.025840017,171,0,2,0,,0,96,96,86,-14211112,578967,56269,-9420707.25,0.025840017,-0.05,0,0,0,0,0,0,10,1,1
534,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area-Bus",2018,1,0,0," (25,689,218)",721610.76,-25689217.7,721610.76,219470.347,-32643145.5,-0.025503138,0,255151.75,92458.75,55639.5,10834.25,6773.5,3000.75,5266.25,259805.75,-1.15,-0.82,1.98,-0.4,-1.15,1.55,63377.25,-7695.5,2898,45048.25,9580,13546.5,-0.63,11982.75,15765,-2.62,-3.25,5.88,-49145.75,202189.78,153044.03,-1.68,1.68,-0.7,,139064.5,-0.26,-0.06,0,0,4,-45505147.3,4269.22,1208.97,1954.13,6511.17,8739.9,-0.9046,-0.091701793,585,4,7,0,,0,98,100,92,-25689217.7,721610.76,219470.347,-32643145.5,-0.091701793,-0.26,0,0,0,0,0,0,10,5,1
376,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area-Bus",2018,1,0,0," (27,839,415)",2202953.01,-27839414.6,2202953.01,232041.413,-12607280.7,0.097119213,0,64321.25,-33784,27341.5,4806.5,5110.25,3547.5,5055,63182.25,-0.72,-1.37,2.2,-0.7,-0.72,1.43,85272.75,32691.75,1184,13379.75,29339,8678.25,0.93,8551.25,12285.5,-1.17,-4.52,5.7,-56430.97,123970.6,67539.64,-1.96,1.96,-0.62,,33722.25,-0.06,-0.06,0,0,4,-24193917.1,3265.79,1767.78,2838.18,4820.99,7087.4,-0.8324,0.036057303,133,0,0,0,,1,85,66,75,-27839414.6,2202953.01,232041.413,-12607280.7,0.036057303,-0.06,0,0,0,0,0,0,10,5,1
97,"Chicago-Joliet-Naperville, IL-IN-WI Metro Area-Bus",2018,1,0,0," (38,213,118)",3242947,-38213118,3242947,375671,-39246919,0.006227063,0,-13504.75,-52635,-25138.25,7011.25,3806.75,3713,4594.75,-3429.75,-2.77,-1.07,4.03,-0.97,-1,1.98,48806.25,8912.25,-7231.5,5531,32282.75,9311.75,0.09,9309,12774.75,-4.1,-1.4,5.5,-143833.65,147858.17,4024.52,-2.95,2.95,-0.64,,28415.5,-0.08,-0.06,0,0,4,-59186207.7,1980.71,1872.98,2424.37,5613.12,7644.33,-0.8416,-0.0580553,611,0,0,0,,0,99,100,81,-38213118,3242947,375671,-39246919,-0.0580553,-0.08,0,0,0,0,0,0,10,5,1
308,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area-Bus",2018,1,0,0," (40,523,014)",-3994793.45,-40523014.41,-3994793.45,-374264.858,-38283862.25,0.04724106,0,311846.75,98347.5,-60387,3131,3305.75,4243.25,5647,314942.5,-4,-1.92,5.95,-0.57,-0.65,1.23,69278,-6133.5,-27104,46027.5,36793.25,19694.75,-0.56,8247.75,12071.25,-6.65,1.73,4.93,-69905.64,229371.6,159465.97,-2.54,2.54,-0.7,,187256,0.21,-0.06,0,0,4,-46412299.15,1884.77,2897.39,3742.9,5340.27,7730.31,-0.9046,-0.015649554,196,7,11,0,,0,96,88,77,-40523014.41,-3994793.45,-374264.858,-38283862.25,-0.015649554,0.21,0,0,0,0,0,0,10,5,1
312,"Milwaukee-Waukesha-West Allis, WI Metro Area-Bus",2018,1,0,0," (40,914,776)",-15360978.26,-40914775.76,-15360978.26,-1250630.263,-7782353.5,28.5407751,0,5990.25,10146.5,-8813.25,-3828.75,4071.5,2921.75,6393.5,4085.75,-2.57,0.13,2.5,-0.87,-1.12,2,-1756.25,-7607.25,-11827.75,13206.25,1382.5,3090,-1.19,7793.75,8907.5,-4.52,-0.32,4.85,-21655.77,32173.57,10517.8,-2.68,2.68,-0.64,,3330.75,4.97,-0.06,0,0,4,-10276572.4,2341.04,1116.05,4695.86,4603.91,4473.86,-0.8416,28.48147225,86,0,0,0,,0,97,69,85,-40914775.76,-15360978.26,-1250630.263,-7782353.5,28.48147225,4.97,0,0,0,0,0,0,21,1,2
344,"New York-Northern New Jersey-Long Island, NY-NJ-PA Metro Area-Bus",2018,1,0,0," (85,183,266)",-8589735.3,-85183266,-8589735.3,-213409.31,9351050,0.132110434,0,346256.75,112019,38914.75,23830,5121.5,3313,8524.75,345481.75,-2.47,-1.05,3.53,-0.75,-0.7,1.45,115361.75,20729,-10879,-6669.75,61472.5,50709,-0.19,11693.75,17107.75,-4.05,-2.55,6.6,-229202.75,350832.01,121629.26,-2.43,2.43,-0.62,,410084,-0.24,-0.06,0,0,4,-105700374,3220.7,1283.44,5847.07,7669.79,11200.69,-0.8324,0.035643203,922,1,2,,,,0,0,0,-85183266,-8589735.3,-213409.31,9351050,0.035643204,-0.24,0,0,0,0,0,0,10,6,1
288,"Los Angeles-Long Beach-Santa Ana, CA Metro Area-Bus",2018,1,0,0," (114,423,935)",-4022331.4,-114423935.3,-4022331.4,-26137.52,-91272403.2,0.001160759,0,116876.75,189671.75,-44703.5,34005.25,6280.25,5667,5523.25,124315,-4.05,-2.17,6.45,-1.17,-0.27,1.45,74163.5,-25464.5,-40037,22650.25,50622.5,66392.25,-0.72,13361,15280.25,-6.05,-1.1,7.15,-214212.99,409117.83,194904.84,-3.38,3.38,-0.31,,,-0.3,-0.06,0,0,4,-115921323.5,4725.11,4061.58,3106.09,9730.16,9994.37,-0.5326,-0.046941618,0,0,0,,,,0,0,0,-114423935.3,-4022331.4,-26137.52,-91272403.2,-0.046941618,-0.3,0,0,0,0,0,0,,5,1
472,"Seattle-Tacoma-Bellevue, WA Metro Area-Rail",2018,0,1,0," 15,552,840 ",3492048.854,15552840.38,3492048.854,176159.6019,68560834.3,0.845426765,0,263006.5,69170.25,53964,11410.5,7063.5,6665.25,6471.75,265562.25,-2.9,-2.02,5.1,-0.67,-0.4,1.08,110054.75,-3849,37462,28282.5,12387.25,35772,-0.86,14321,21084.25,-5.5,-4.1,9.6,-20293.1,192774.17,172481.07,-1.39,1.39,-0.31,,86657,0.09,-0.06,0,0,4,65757196.3,4950.12,4744.11,4045.83,10044.62,15480.91,-0.5326,0.690789734,0,2,1,0,,0,98,100,63,0,0,0,0,0,0,15552840.38,3492048.854,176159.6019,68560834.3,0.690789734,0.09,10,5,1
316,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area-Rail",2018,0,1,0," 9,021,738 ",1331513,9021738,1331513,96331,10020071.5,0.017105369,0,149241.75,44627,41321.75,3593,5370.5,4867.5,4665,150381.25,-2.85,-0.97,3.83,-0.5,-1.15,1.65,51381.75,-10017.25,7736.75,23806.75,21971.5,7884,-1.01,11019.5,15122,-5.47,-1.32,6.8,-21505.56,120399.16,98893.6,-1.28,1.28,-0.64,,38446.25,0.15,-0.06,0,0,4,8954747.14,3317.48,2811.18,2314.86,6872.84,9647.24,-0.8416,-0.046605607,171,0,2,0,,0,96,96,86,0,0,0,0,0,0,9021738,1331513,96331,10020071.5,-0.046605607,0.15,10,1,1
140,"Denver-Aurora-Broomfield, CO Metro Area-Rail",2018,0,1,0," 6,574,647 ",3160938.3,6574646.84,3160938.3,139587.1974,31332838.5,0.672821351,0,170018.25,49909.75,105736.25,2141.75,5750.75,2470,7110.25,166272.75,-3.02,-2.55,5.48,-1.45,0.08,1.38,65940.25,-4449,-7611.5,38213.25,9608.5,30179,-0.77,13721.5,15675.5,-6.9,-2.17,9.08,-23273.92,175579.72,152305.8,-1.88,1.88,-0.51,,68224.75,0.98,-0.06,0,0,4,29125011.54,3714.59,659.86,4671.91,9709.3,10305.62,-0.714,0.589024059,87,0,4,0,,0,93,91,96,0,0,0,0,0,0,6574646.84,3160938.3,139587.1974,31332838.5,0.589024059,0.98,10,4,1
215,"Houston-Sugar Land-Baytown, TX Metro Area-Rail",2018,0,1,0," 5,505,803 ",1783607,5505803,1783607,162433,1659475.25,-0.015990236,0,521095.75,281422,35055.5,39452.75,2214.75,2057.75,2389.5,515463.75,-2.02,-0.25,2.23,-0.42,-0.82,1.25,102436.5,-10732,-41100.75,78307,50847.5,25114.75,-0.71,5361.25,8363.75,-3.95,0.18,3.78,-13115.92,177188.65,164072.73,-0.62,0.62,-0.64,,120573.5,-0.9,-0.06,0,0,4,1375357.01,409.41,326.99,-7.98,1756.93,3185.99,-0.8332,-0.037351625,88,0,0,0,,0,79,94,78,0,0,0,0,0,0,5505803,1783607,162433,1659475.25,-0.037351625,-0.9,10,4,1
