COUNTY,Year,LABOR_FORCE,EMPLOYED,UNEMPLOYED
"Acadia Parish, LA",2016,"24,508","22,701","1,807"
"Allen Parish, LA",2016,"8,898","8,328",570
"Ascension Parish, LA",2016,"61,985","58,960","3,025"
"Assumption Parish, LA",2016,"9,206","8,435",771
"Avoyelles Parish, LA",2016,"15,683","14,577","1,106"
"Beauregard Parish, LA",2016,"15,063","14,154",909
"Bienville Parish, LA",2016,"5,664","5,234",430
"Bossier Parish, LA",2016,"57,582","54,526","3,056"
"Caddo Parish, LA",2016,"107,033","99,969","7,064"
"Calcasieu Parish, LA",2016,"102,880","97,972","4,908"
"Caldwell Parish, LA",2016,"3,983","3,679",304
"Cameron Parish, LA",2016,"3,818","3,651",167
"Catahoula Parish, LA",2016,"3,423","3,105",318
"Claiborne Parish, LA",2016,"5,950","5,554",396
"Concordia Parish, LA",2016,"7,250","6,652",598
"De Soto Parish, LA",2016,"10,889","10,090",799
"East Baton Rouge Parish, LA",2016,"232,123","220,186","11,937"
"East Carroll Parish, LA",2016,"2,139","1,892",247
"East Feliciana Parish, LA",2016,"8,103","7,637",466
"Evangeline Parish, LA",2016,"12,671","11,734",937
"Franklin Parish, LA",2016,"7,278","6,620",658
"Grant Parish, LA",2016,"8,325","7,744",581
"Iberia Parish, LA",2016,"30,109","27,287","2,822"
"Iberville Parish, LA",2016,"14,108","13,144",964
"Jackson Parish, LA",2016,"7,083","6,689",394
"Jefferson Parish, LA",2016,"216,487","205,085","11,402"
"Jefferson Davis Parish, LA",2016,"13,575","12,760",815
"Lafayette Parish, LA",2016,"114,348","107,348","7,000"
"Lafourche Parish, LA",2016,"43,292","40,577","2,715"
"LaSalle Parish, LA",2016,"6,270","5,856",414
"Lincoln Parish, LA",2016,"21,464","20,133","1,331"
"Livingston Parish, LA",2016,"68,676","65,206","3,470"
"Madison Parish, LA",2016,"3,834","3,491",343
"Morehouse Parish, LA",2016,"10,620","9,593","1,027"
"Natchitoches Parish, LA",2016,"16,711","15,590","1,121"
"Orleans Parish, LA",2016,"179,964","169,433","10,531"
"Ouachita Parish, LA",2016,"71,554","67,212","4,342"
"Plaquemines Parish, LA",2016,"10,184","9,641",543
"Pointe Coupee Parish, LA",2016,"9,959","9,315",644
"Rapides Parish, LA",2016,"57,274","53,751","3,523"
"Red River Parish, LA",2016,"3,809","3,580",229
"Richland Parish, LA",2016,"8,445","7,819",626
"Sabine Parish, LA",2016,"9,138","8,507",631
"St. Bernard Parish, LA",2016,"19,546","18,360","1,186"
"St. Charles Parish, LA",2016,"25,323","23,980","1,343"
"St. Helena Parish, LA",2016,"4,390","4,055",335
"St. James Parish, LA",2016,"9,606","8,889",717
"St. John the Baptist Parish, LA",2016,"20,055","18,687","1,368"
"St. Landry Parish, LA",2016,"32,807","30,164","2,643"
"St. Martin Parish, LA",2016,"22,962","21,186","1,776"
"St. Mary Parish, LA",2016,"21,937","19,883","2,054"
"St. Tammany Parish, LA",2016,"117,490","111,662","5,828"
"Tangipahoa Parish, LA",2016,"54,160","50,516","3,644"
"Tensas Parish, LA",2016,"1,626","1,467",159
"Terrebonne Parish, LA",2016,"48,950","45,547","3,403"
"Union Parish, LA",2016,"9,242","8,638",604
"Vermilion Parish, LA",2016,"24,701","22,825","1,876"
"Vernon Parish, LA",2016,"16,928","15,705","1,223"
"Washington Parish, LA",2016,"16,944","15,757","1,187"
"Webster Parish, LA",2016,"15,198","13,905","1,293"
"West Baton Rouge Parish, LA",2016,"13,241","12,537",704
"West Carroll Parish, LA",2016,"4,103","3,614",489
"West Feliciana Parish, LA",2016,"5,328","5,053",275
"Winn Parish, LA",2016,"5,184","4,783",401
"Androscoggin County, ME",2016,"55,265","53,284","1,981"
"Aroostook County, ME",2016,"31,428","29,723","1,705"
"Cumberland County, ME",2016,"161,752","157,049","4,703"
"Franklin County, ME",2016,"14,427","13,783",644
"Hancock County, ME",2016,"29,139","27,826","1,313"
"Kennebec County, ME",2016,"62,216","59,952","2,264"
"Knox County, ME",2016,"20,683","19,956",727
"Lincoln County, ME",2016,"16,992","16,364",628
"Oxford County, ME",2016,"26,532","25,306","1,226"
"Penobscot County, ME",2016,"76,882","73,553","3,329"
"Piscataquis County, ME",2016,"7,466","7,095",371
"Sagadahoc County, ME",2016,"19,165","18,598",567
"Somerset County, ME",2016,"23,453","22,136","1,317"
"Waldo County, ME",2016,"20,836","19,962",874
"Washington County, ME",2016,"13,989","13,214",775
"York County, ME",2016,"111,002","107,258","3,744"
"Allegany County, MD",2016,"32,431","30,399","2,032"
"Anne Arundel County, MD",2016,"303,551","291,922","11,629"
"Baltimore County, MD",2016,"445,314","424,500","20,814"
"Calvert County, MD",2016,"48,799","46,903","1,896"
"Caroline County, MD",2016,"17,669","16,821",848
"Carroll County, MD",2016,"93,109","89,703","3,406"
"Cecil County, MD",2016,"52,648","49,884","2,764"
"Charles County, MD",2016,"83,915","80,334","3,581"
"Dorchester County, MD",2016,"15,896","14,903",993
"Frederick County, MD",2016,"128,673","123,623","5,050"
"Garrett County, MD",2016,"15,511","14,627",884
"Harford County, MD",2016,"136,366","130,580","5,786"
"Howard County, MD",2016,"179,270","173,325","5,945"
"Kent County, MD",2016,"10,246","9,745",501
"Montgomery County, MD",2016,"545,139","526,217","18,922"
"Prince George's County, MD",2016,"500,516","478,131","22,385"
"Queen Anne's County, MD",2016,"26,594","25,549","1,045"
"St. Mary's County, MD",2016,"54,797","52,456","2,341"
"Somerset County, MD",2016,"9,242","8,568",674
"Talbot County, MD",2016,"19,541","18,717",824
"Washington County, MD",2016,"75,424","71,535","3,889"
"Wicomico County, MD",2016,"50,465","47,306","3,159"
"Worcester County, MD",2016,"25,244","22,888","2,356"
"Baltimore city, MD",2016,"289,714","270,515","19,199"
"Barnstable County, MA",2016,"111,689","106,206","5,483"
"Berkshire County, MA",2016,"64,454","61,553","2,901"
"Bristol County, MA",2016,"290,092","275,783","14,309"
"Dukes County, MA",2016,"9,357","8,873",484
"Essex County, MA",2016,"410,886","394,525","16,361"
"Franklin County, MA",2016,"39,568","38,181","1,387"
"Hampden County, MA",2016,"222,185","210,509","11,676"
"Hampshire County, MA",2016,"88,113","84,914","3,199"
"Middlesex County, MA",2016,"874,454","846,752","27,702"
"Nantucket County/town, MA",2016,"7,053","6,740",313
"Norfolk County, MA",2016,"372,849","360,254","12,595"
"Plymouth County, MA",2016,"271,026","259,990","11,036"
"Suffolk County, MA",2016,"427,583","412,442","15,141"
"Worcester County, MA",2016,"430,379","412,716","17,663"
"Alcona County, MI",2016,"3,829","3,537",292
"Alger County, MI",2016,"3,264","2,996",268
"Allegan County, MI",2016,"61,308","58,928","2,380"
"Alpena County, MI",2016,"13,653","12,845",808
"Antrim County, MI",2016,"10,071","9,362",709
"Arenac County, MI",2016,"6,122","5,617",505
"Baraga County, MI",2016,"3,221","2,957",264
"Barry County, MI",2016,"30,760","29,532","1,228"
"Bay County, MI",2016,"51,898","49,081","2,817"
"Benzie County, MI",2016,"8,840","8,261",579
"Berrien County, MI",2016,"73,829","70,173","3,656"
"Branch County, MI",2016,"19,110","18,192",918
"Calhoun County, MI",2016,"64,433","61,344","3,089"
"Cass County, MI",2016,"24,350","23,213","1,137"
"Charlevoix County, MI",2016,"13,057","12,340",717
"Cheboygan County, MI",2016,"10,817","9,803","1,014"
"Chippewa County, MI",2016,"16,393","15,139","1,254"
"Clare County, MI",2016,"11,958","11,086",872
"Clinton County, MI",2016,"40,517","39,025","1,492"
"Crawford County, MI",2016,"5,368","4,963",405
"Delta County, MI",2016,"17,124","16,005","1,119"
"Dickinson County, MI",2016,"12,508","11,861",647
"Eaton County, MI",2016,"56,913","54,574","2,339"
"Emmet County, MI",2016,"17,600","16,459","1,141"
"Genesee County, MI",2016,"182,592","172,324","10,268"
"Gladwin County, MI",2016,"9,889","9,200",689
"Gogebic County, MI",2016,"6,337","5,950",387
"Grand Traverse County, MI",2016,"49,398","47,286","2,112"
"Gratiot County, MI",2016,"18,175","17,236",939
"Hillsdale County, MI",2016,"21,183","20,114","1,069"
"Houghton County, MI",2016,"16,570","15,558","1,012"
"Huron County, MI",2016,"16,002","15,177",825
"Ingham County, MI",2016,"148,976","142,603","6,373"
"Ionia County, MI",2016,"29,666","28,418","1,248"
"Iosco County, MI",2016,"10,112","9,378",734
"Iron County, MI",2016,"5,217","4,882",335
"Isabella County, MI",2016,"35,364","33,709","1,655"
"Jackson County, MI",2016,"74,432","70,838","3,594"
"Kalamazoo County, MI",2016,"132,066","126,724","5,342"
"Kalkaska County, MI",2016,"7,722","7,169",553
"Kent County, MI",2016,"350,491","338,188","12,303"
"Keweenaw County, MI",2016,942,861,81
"Lake County, MI",2016,"3,754","3,473",281
"Lapeer County, MI",2016,"40,747","38,113","2,634"
"Leelanau County, MI",2016,"10,577","10,065",512
"Lenawee County, MI",2016,"47,366","45,198","2,168"
"Livingston County, MI",2016,"100,082","95,969","4,113"
"Luce County, MI",2016,"2,403","2,241",162
"Mackinac County, MI",2016,"5,191","4,680",511
"Macomb County, MI",2016,"436,145","413,316","22,829"
"Manistee County, MI",2016,"10,536","9,848",688
"Marquette County, MI",2016,"33,331","31,434","1,897"
"Mason County, MI",2016,"14,280","13,451",829
"Mecosta County, MI",2016,"19,110","18,039","1,071"
"Menominee County, MI",2016,"11,253","10,674",579
"Midland County, MI",2016,"41,039","39,110","1,929"
"Missaukee County, MI",2016,"7,027","6,610",417
"Monroe County, MI",2016,"76,438","73,147","3,291"
"Montcalm County, MI",2016,"27,926","26,454","1,472"
"Montmorency County, MI",2016,"3,060","2,750",310
"Muskegon County, MI",2016,"77,463","73,253","4,210"
"Newaygo County, MI",2016,"23,332","22,199","1,133"
"Oakland County, MI",2016,"653,406","626,153","27,253"
"Oceana County, MI",2016,"12,326","11,425",901
"Ogemaw County, MI",2016,"8,238","7,598",640
"Ontonagon County, MI",2016,"2,203","2,015",188
"Osceola County, MI",2016,"10,436","9,842",594
"Oscoda County, MI",2016,"2,907","2,695",212
"Otsego County, MI",2016,"11,690","10,997",693
"Ottawa County, MI",2016,"155,450","150,226","5,224"
"Presque Isle County, MI",2016,"5,288","4,784",504
"Roscommon County, MI",2016,"7,871","7,206",665
"Saginaw County, MI",2016,"88,627","83,913","4,714"
"St. Clair County, MI",2016,"74,741","70,164","4,577"
"St. Joseph County, MI",2016,"29,134","27,935","1,199"
"Sanilac County, MI",2016,"19,418","18,214","1,204"
"Schoolcraft County, MI",2016,"3,389","3,081",308
"Shiawassee County, MI",2016,"33,499","31,740","1,759"
"Tuscola County, MI",2016,"24,228","22,712","1,516"
"Van Buren County, MI",2016,"35,477","33,443","2,034"
"Washtenaw County, MI",2016,"191,582","184,589","6,993"
"Wayne County, MI",2016,"780,340","731,188","49,152"
"Wexford County, MI",2016,"14,703","13,843",860
"Aitkin County, MN",2016,"7,047","6,553",494
"Anoka County, MN",2016,"192,442","185,277","7,165"
"Becker County, MN",2016,"18,610","17,760",850
"Beltrami County, MN",2016,"23,742","22,504","1,238"
"Benton County, MN",2016,"21,838","20,875",963
"Big Stone County, MN",2016,"2,711","2,581",130
"Blue Earth County, MN",2016,"39,730","38,456","1,274"
"Brown County, MN",2016,"14,561","13,951",610
"Carlton County, MN",2016,"17,790","16,849",941
"Carver County, MN",2016,"56,485","54,623","1,862"
"Cass County, MN",2016,"14,195","13,229",966
"Chippewa County, MN",2016,"6,985","6,671",314
"Chisago County, MN",2016,"29,227","27,965","1,262"
"Clay County, MN",2016,"35,713","34,487","1,226"
"Clearwater County, MN",2016,"4,728","4,275",453
"Cook County, MN",2016,"3,102","2,962",140
"Cottonwood County, MN",2016,"5,548","5,151",397
"Crow Wing County, MN",2016,"31,924","30,302","1,622"
"Dakota County, MN",2016,"235,749","227,759","7,990"
"Dodge County, MN",2016,"11,589","11,159",430
"Douglas County, MN",2016,"20,287","19,581",706
"Faribault County, MN",2016,"7,341","7,019",322
"Fillmore County, MN",2016,"11,530","11,066",464
"Freeborn County, MN",2016,"16,331","15,708",623
"Goodhue County, MN",2016,"26,922","25,922","1,000"
"Grant County, MN",2016,"3,296","3,142",154
"Hennepin County, MN",2016,"687,472","664,578","22,894"
"Houston County, MN",2016,"10,629","10,214",415
"Hubbard County, MN",2016,"9,821","9,185",636
"Isanti County, MN",2016,"20,731","19,765",966
"Itasca County, MN",2016,"22,086","20,201","1,885"
"Jackson County, MN",2016,"6,115","5,839",276
"Kanabec County, MN",2016,"9,016","8,431",585
"Kandiyohi County, MN",2016,"24,256","23,336",920
"Kittson County, MN",2016,"2,411","2,301",110
"Koochiching County, MN",2016,"6,180","5,656",524
"Lac qui Parle County, MN",2016,"3,629","3,474",155
"Lake County, MN",2016,"5,432","5,087",345
"Lake of the Woods County, MN",2016,"2,389","2,274",115
"Le Sueur County, MN",2016,"15,602","14,841",761
"Lincoln County, MN",2016,"3,393","3,269",124
"Lyon County, MN",2016,"15,229","14,688",541
"McLeod County, MN",2016,"19,831","18,957",874
"Mahnomen County, MN",2016,"2,395","2,257",138
"Marshall County, MN",2016,"5,632","5,221",411
"Martin County, MN",2016,"10,491","10,060",431
"Meeker County, MN",2016,"13,298","12,702",596
"Mille Lacs County, MN",2016,"12,758","11,999",759
"Morrison County, MN",2016,"17,914","16,911","1,003"
"Mower County, MN",2016,"20,576","19,926",650
"Murray County, MN",2016,"4,970","4,735",235
"Nicollet County, MN",2016,"20,413","19,835",578
"Nobles County, MN",2016,"11,488","11,055",433
"Norman County, MN",2016,"3,452","3,287",165
"Olmsted County, MN",2016,"85,455","82,912","2,543"
"Otter Tail County, MN",2016,"31,381","30,017","1,364"
"Pennington County, MN",2016,"9,068","8,547",521
"Pine County, MN",2016,"14,878","14,011",867
"Pipestone County, MN",2016,"4,915","4,728",187
"Polk County, MN",2016,"17,194","16,448",746
"Pope County, MN",2016,"6,320","6,096",224
"Ramsey County, MN",2016,"283,182","272,995","10,187"
"Red Lake County, MN",2016,"2,296","2,128",168
"Redwood County, MN",2016,"8,343","8,001",342
"Renville County, MN",2016,"8,439","7,996",443
"Rice County, MN",2016,"36,206","34,938","1,268"
"Rock County, MN",2016,"5,927","5,790",137
"Roseau County, MN",2016,"8,272","7,849",423
"St. Louis County, MN",2016,"102,893","97,020","5,873"
"Scott County, MN",2016,"80,937","78,337","2,600"
"Sherburne County, MN",2016,"50,837","48,770","2,067"
"Sibley County, MN",2016,"8,517","8,153",364
"Stearns County, MN",2016,"89,193","85,836","3,357"
"Steele County, MN",2016,"21,250","20,493",757
"Stevens County, MN",2016,"5,667","5,497",170
"Swift County, MN",2016,"5,060","4,789",271
"Todd County, MN",2016,"12,943","12,334",609
"Traverse County, MN",2016,"1,712","1,645",67
"Wabasha County, MN",2016,"12,048","11,604",444
"Wadena County, MN",2016,"6,266","5,895",371
"Waseca County, MN",2016,"9,494","9,087",407
"Washington County, MN",2016,"139,211","134,566","4,645"
"Watonwan County, MN",2016,"6,596","6,275",321
"Wilkin County, MN",2016,"3,730","3,609",121
"Winona County, MN",2016,"29,347","28,309","1,038"
"Wright County, MN",2016,"73,309","70,485","2,824"
"Yellow Medicine County, MN",2016,"5,493","5,283",210
"Adams County, MS",2016,"11,266","10,338",928
"Alcorn County, MS",2016,"15,843","15,022",821
"Amite County, MS",2016,"4,514","4,184",330
"Attala County, MS",2016,"7,024","6,555",469
"Benton County, MS",2016,"3,053","2,848",205
"Bolivar County, MS",2016,"13,420","12,452",968
"Calhoun County, MS",2016,"6,194","5,863",331
"Carroll County, MS",2016,"3,569","3,310",259
"Chickasaw County, MS",2016,"7,103","6,637",466
"Choctaw County, MS",2016,"3,732","3,522",210
"Claiborne County, MS",2016,"3,096","2,745",351
"Clarke County, MS",2016,"6,085","5,674",411
"Clay County, MS",2016,"8,030","7,380",650
"Coahoma County, MS",2016,"9,230","8,430",800
"Copiah County, MS",2016,"11,295","10,560",735
"Covington County, MS",2016,"8,167","7,724",443
"DeSoto County, MS",2016,"87,410","83,736","3,674"
"Forrest County, MS",2016,"33,432","31,522","1,910"
"Franklin County, MS",2016,"2,857","2,653",204
"George County, MS",2016,"8,825","8,174",651
"Greene County, MS",2016,"4,292","3,980",312
"Grenada County, MS",2016,"9,622","9,131",491
"Hancock County, MS",2016,"18,899","17,752","1,147"
"Harrison County, MS",2016,"86,859","82,078","4,781"
"Hinds County, MS",2016,"110,150","104,176","5,974"
"Holmes County, MS",2016,"5,985","5,329",656
"Humphreys County, MS",2016,"2,377","2,107",270
"Issaquena County, MS",2016,401,345,56
"Itawamba County, MS",2016,"10,417","9,891",526
"Jackson County, MS",2016,"59,189","55,308","3,881"
"Jasper County, MS",2016,"6,201","5,727",474
"Jefferson County, MS",2016,"2,229","1,898",331
"Jefferson Davis County, MS",2016,"4,187","3,843",344
"Jones County, MS",2016,"25,830","24,255","1,575"
"Kemper County, MS",2016,"3,558","3,249",309
"Lafayette County, MS",2016,"26,028","24,763","1,265"
"Lamar County, MS",2016,"29,650","28,308","1,342"
"Lauderdale County, MS",2016,"31,827","29,963","1,864"
"Lawrence County, MS",2016,"4,682","4,350",332
"Leake County, MS",2016,"7,765","7,296",469
"Lee County, MS",2016,"40,869","38,887","1,982"
"Leflore County, MS",2016,"10,350","9,413",937
"Lincoln County, MS",2016,"14,444","13,625",819
"Lowndes County, MS",2016,"25,555","23,992","1,563"
"Madison County, MS",2016,"53,442","51,148","2,294"
"Marion County, MS",2016,"10,279","9,608",671
"Marshall County, MS",2016,"14,577","13,701",876
"Monroe County, MS",2016,"15,659","14,676",983
"Montgomery County, MS",2016,"4,243","3,973",270
"Neshoba County, MS",2016,"10,716","10,102",614
"Newton County, MS",2016,"8,653","8,145",508
"Noxubee County, MS",2016,"3,970","3,643",327
"Oktibbeha County, MS",2016,"23,087","21,838","1,249"
"Panola County, MS",2016,"13,202","12,234",968
"Pearl River County, MS",2016,"23,252","21,868","1,384"
"Perry County, MS",2016,"4,363","4,053",310
"Pike County, MS",2016,"14,692","13,698",994
"Pontotoc County, MS",2016,"14,456","13,775",681
"Prentiss County, MS",2016,"11,079","10,475",604
"Quitman County, MS",2016,"2,621","2,366",255
"Rankin County, MS",2016,"75,055","72,093","2,962"
"Scott County, MS",2016,"13,281","12,673",608
"Sharkey County, MS",2016,"1,716","1,566",150
"Simpson County, MS",2016,"10,946","10,354",592
"Smith County, MS",2016,"6,747","6,393",354
"Stone County, MS",2016,"6,502","6,066",436
"Sunflower County, MS",2016,"8,351","7,577",774
"Tallahatchie County, MS",2016,"5,743","5,355",388
"Tate County, MS",2016,"12,099","11,393",706
"Tippah County, MS",2016,"9,410","8,889",521
"Tishomingo County, MS",2016,"8,267","7,815",452
"Tunica County, MS",2016,"4,616","4,288",328
"Union County, MS",2016,"13,679","13,076",603
"Walthall County, MS",2016,"5,042","4,655",387
"Warren County, MS",2016,"20,836","19,522","1,314"
"Washington County, MS",2016,"17,783","16,188","1,595"
"Wayne County, MS",2016,"7,545","6,995",550
"Webster County, MS",2016,"3,910","3,667",243
"Wilkinson County, MS",2016,"2,839","2,551",288
"Winston County, MS",2016,"7,115","6,612",503
"Yalobusha County, MS",2016,"4,894","4,588",306
"Yazoo County, MS",2016,"9,259","8,578",681
"Adair County, MO",2016,"10,387","9,796",591
"Andrew County, MO",2016,"10,046","9,671",375
"Atchison County, MO",2016,"2,845","2,715",130
"Audrain County, MO",2016,"11,151","10,674",477
"Barry County, MO",2016,"15,214","14,529",685
"Barton County, MO",2016,"5,327","5,048",279
"Bates County, MO",2016,"8,168","7,730",438
"Benton County, MO",2016,"7,267","6,826",441
"Bollinger County, MO",2016,"5,468","5,181",287
"Boone County, MO",2016,"98,295","95,049","3,246"
"Buchanan County, MO",2016,"46,761","44,845","1,916"
"Butler County, MO",2016,"18,823","17,743","1,080"
"Caldwell County, MO",2016,"4,480","4,269",211
"Callaway County, MO",2016,"21,855","20,956",899
"Camden County, MO",2016,"18,747","17,659","1,088"
"Cape Girardeau County, MO",2016,"40,818","39,043","1,775"
"Carroll County, MO",2016,"4,775","4,518",257
"Carter County, MO",2016,"2,546","2,365",181
"Cass County, MO",2016,"54,589","52,318","2,271"
"Cedar County, MO",2016,"5,804","5,514",290
"Chariton County, MO",2016,"3,861","3,693",168
"Christian County, MO",2016,"43,419","41,711","1,708"
"Clark County, MO",2016,"3,376","3,127",249
"Clay County, MO",2016,"134,195","128,947","5,248"
"Clinton County, MO",2016,"11,027","10,560",467
"Cole County, MO",2016,"39,481","38,071","1,410"
"Cooper County, MO",2016,"7,492","7,123",369
"Crawford County, MO",2016,"10,844","10,263",581
"Dade County, MO",2016,"3,591","3,431",160
"Dallas County, MO",2016,"6,966","6,583",383
"Daviess County, MO",2016,"4,122","3,962",160
"DeKalb County, MO",2016,"5,091","4,868",223
"Dent County, MO",2016,"6,212","5,876",336
"Douglas County, MO",2016,"5,090","4,779",311
"Dunklin County, MO",2016,"12,856","11,795","1,061"
"Franklin County, MO",2016,"52,747","50,440","2,307"
"Gasconade County, MO",2016,"7,711","7,378",333
"Gentry County, MO",2016,"3,593","3,459",134
"Greene County, MO",2016,"148,797","143,137","5,660"
"Grundy County, MO",2016,"4,910","4,685",225
"Harrison County, MO",2016,"3,978","3,810",168
"Henry County, MO",2016,"9,906","9,410",496
"Hickory County, MO",2016,"3,701","3,492",209
"Holt County, MO",2016,"2,689","2,601",88
"Howard County, MO",2016,"5,038","4,814",224
"Howell County, MO",2016,"16,140","15,114","1,026"
"Iron County, MO",2016,"3,720","3,453",267
"Jackson County, MO",2016,"364,728","346,001","18,727"
"Jasper County, MO",2016,"57,819","55,408","2,411"
"Jefferson County, MO",2016,"117,804","112,724","5,080"
"Johnson County, MO",2016,"23,218","22,076","1,142"
"Knox County, MO",2016,"1,986","1,914",72
"Laclede County, MO",2016,"16,183","15,299",884
"Lafayette County, MO",2016,"17,217","16,472",745
"Lawrence County, MO",2016,"17,813","17,032",781
"Lewis County, MO",2016,"5,145","4,912",233
"Lincoln County, MO",2016,"27,268","26,041","1,227"
"Linn County, MO",2016,"5,280","4,925",355
"Livingston County, MO",2016,"7,360","7,072",288
"McDonald County, MO",2016,"10,490","10,033",457
"Macon County, MO",2016,"7,625","7,260",365
"Madison County, MO",2016,"5,486","5,184",302
"Maries County, MO",2016,"3,916","3,718",198
"Marion County, MO",2016,"14,594","13,968",626
"Mercer County, MO",2016,"1,932","1,843",89
"Miller County, MO",2016,"11,900","11,283",617
"Mississippi County, MO",2016,"6,224","5,810",414
"Moniteau County, MO",2016,"7,483","7,157",326
"Monroe County, MO",2016,"4,168","3,966",202
"Montgomery County, MO",2016,"5,757","5,493",264
"Morgan County, MO",2016,"7,978","7,509",469
"New Madrid County, MO",2016,"8,255","7,486",769
"Newton County, MO",2016,"28,261","27,024","1,237"
"Nodaway County, MO",2016,"10,868","10,359",509
"Oregon County, MO",2016,"4,121","3,873",248
"Osage County, MO",2016,"7,237","6,990",247
"Ozark County, MO",2016,"3,636","3,371",265
"Pemiscot County, MO",2016,"7,043","6,416",627
"Perry County, MO",2016,"10,094","9,733",361
"Pettis County, MO",2016,"20,656","19,634","1,022"
"Phelps County, MO",2016,"19,536","18,605",931
"Pike County, MO",2016,"8,077","7,712",365
"Platte County, MO",2016,"56,790","54,728","2,062"
"Polk County, MO",2016,"14,244","13,548",696
"Pulaski County, MO",2016,"14,499","13,710",789
"Putnam County, MO",2016,"2,457","2,345",112
"Ralls County, MO",2016,"5,635","5,408",227
"Randolph County, MO",2016,"10,509","9,956",553
"Ray County, MO",2016,"11,163","10,612",551
"Reynolds County, MO",2016,"2,688","2,513",175
"Ripley County, MO",2016,"5,344","4,966",378
"St. Charles County, MO",2016,"221,460","213,663","7,797"
"St. Clair County, MO",2016,"3,923","3,676",247
"Ste. Genevieve County, MO",2016,"9,003","8,583",420
"St. Francois County, MO",2016,"26,280","24,828","1,452"
"St. Louis County, MO",2016,"532,450","509,958","22,492"
"Saline County, MO",2016,"10,755","10,252",503
"Schuyler County, MO",2016,"1,910","1,788",122
"Scotland County, MO",2016,"2,459","2,357",102
"Scott County, MO",2016,"20,003","18,855","1,148"
"Shannon County, MO",2016,"3,331","3,086",245
"Shelby County, MO",2016,"3,075","2,946",129
"Stoddard County, MO",2016,"13,320","12,465",855
"Stone County, MO",2016,"13,448","12,506",942
"Sullivan County, MO",2016,"2,776","2,615",161
"Taney County, MO",2016,"26,367","24,415","1,952"
"Texas County, MO",2016,"9,337","8,751",586
"Vernon County, MO",2016,"9,621","9,154",467
"Warren County, MO",2016,"17,524","16,789",735
"Washington County, MO",2016,"10,357","9,699",658
"Wayne County, MO",2016,"5,668","5,364",304
"Webster County, MO",2016,"16,926","16,092",834
"Worth County, MO",2016,"1,213","1,177",36
"Wright County, MO",2016,"7,616","7,164",452
"St. Louis city, MO",2016,"157,634","149,016","8,618"
"Beaverhead County, MT",2016,"5,074","4,906",168
"Big Horn County, MT",2016,"5,536","5,135",401
"Blaine County, MT",2016,"2,371","2,263",108
"Broadwater County, MT",2016,"2,552","2,427",125
"Carbon County, MT",2016,"5,421","5,208",213
"Carter County, MT",2016,697,678,19
"Cascade County, MT",2016,"37,812","36,313","1,499"
"Chouteau County, MT",2016,"2,515","2,421",94
"Custer County, MT",2016,"6,242","6,022",220
"Daniels County, MT",2016,936,912,24
"Dawson County, MT",2016,"4,605","4,429",176
"Deer Lodge County, MT",2016,"5,301","5,100",201
"Fallon County, MT",2016,"1,813","1,747",66
"Fergus County, MT",2016,"5,768","5,542",226
"Flathead County, MT",2016,"45,973","43,409","2,564"
"Gallatin County, MT",2016,"62,146","60,399","1,747"
"Garfield County, MT",2016,764,742,22
"Glacier County, MT",2016,"5,820","5,323",497
"Golden Valley County, MT",2016,379,362,17
"Granite County, MT",2016,"1,632","1,536",96
"Hill County, MT",2016,"7,802","7,466",336
"Jefferson County, MT",2016,"5,673","5,412",261
"Judith Basin County, MT",2016,933,901,32
"Lake County, MT",2016,"13,085","12,466",619
"Lewis and Clark County, MT",2016,"35,206","34,045","1,161"
"Liberty County, MT",2016,989,958,31
"Lincoln County, MT",2016,"7,931","7,218",713
"McCone County, MT",2016,"1,043","1,023",20
"Madison County, MT",2016,"4,415","4,249",166
"Meagher County, MT",2016,916,879,37
"Mineral County, MT",2016,"1,688","1,560",128
"Missoula County, MT",2016,"61,420","59,118","2,302"
"Musselshell County, MT",2016,"2,294","2,177",117
"Park County, MT",2016,"8,412","8,052",360
"Petroleum County, MT",2016,277,264,13
"Phillips County, MT",2016,"1,936","1,834",102
"Pondera County, MT",2016,"2,865","2,745",120
"Powder River County, MT",2016,"1,068","1,043",25
"Powell County, MT",2016,"2,869","2,725",144
"Prairie County, MT",2016,527,509,18
"Ravalli County, MT",2016,"19,580","18,641",939
"Richland County, MT",2016,"6,215","5,907",308
"Roosevelt County, MT",2016,"4,688","4,439",249
"Rosebud County, MT",2016,"4,109","3,884",225
"Sanders County, MT",2016,"4,756","4,388",368
"Sheridan County, MT",2016,"1,961","1,897",64
"Silver Bow County, MT",2016,"17,197","16,462",735
"Stillwater County, MT",2016,"4,812","4,621",191
"Sweet Grass County, MT",2016,"1,797","1,742",55
"Teton County, MT",2016,"2,830","2,728",102
"Toole County, MT",2016,"2,227","2,150",77
"Treasure County, MT",2016,353,338,15
"Valley County, MT",2016,"4,406","4,257",149
"Wheatland County, MT",2016,797,757,40
"Wibaux County, MT",2016,513,493,20
"Yellowstone County, MT",2016,"81,210","78,293","2,917"
"Adams County, NE",2016,"16,640","16,120",520
"Antelope County, NE",2016,"3,589","3,496",93
"Arthur County, NE",2016,227,214,13
"Banner County, NE",2016,416,402,14
"Blaine County, NE",2016,265,253,12
"Boone County, NE",2016,"3,000","2,922",78
"Box Butte County, NE",2016,"5,638","5,436",202
"Boyd County, NE",2016,"1,098","1,065",33
