Last Report Year,5 Digit NTDID,4 Digit NTDID,Agency Name,Agency Status,Reporter Type,City,State,Census Year,Primary UZA Name,UZA,UZA Area SQ Miles,UZA Population,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
2016,40244,,"Spartanburg Regional Health Services, Inc.",Active,Full Reporter,Spartanburg,SC,2010,"Spartanburg, SC",192,190,"180,786",,,,,,,,,,,,,,"$521,642","$456,112"
2016,40245,,"Clay County Council on Aging, Inc., dba Clay Transit",Active,Full Reporter,Green Cove Springs,FL,2010,"Jacksonville, FL",40,530,"1,065,219",,,,,,,,,,,,,,"$74,095","$64,118"
2016,40246,,"Center for Pan Asian Community Services, Inc.(CPACS)",Active,Reduced Reporter,Chamblee,GA,2010,"Atlanta, GA",9,"2,645","4,515,419",,,,,,,,,,,,,,,"$4,035"
2016,40247,,Shelby County Government(MAR),Active,Reduced Reporter,Memphis,TN,2010,"Memphis, TN-MS-AR",41,497,"1,060,061",,,,,,,,,,,,,,,"$215,431"
2016,40248,,Town of Hillsboro Beach,Active,Reduced Reporter,Hillsboro Beach,FL,2010,"Miami, FL",4,"1,239","5,502,379",,,,,,,,,,,,,,,$0
2016,40249,,City of Hallandale Beach(COHB),Active,Reduced Reporter,Hallandale Beach,FL,2010,"Miami, FL",4,"1,239","5,502,379",,,,,,,,,,,,,,,$0
2016,40250,,City of Lauderdale Lakes,Active,Reduced Reporter,Lauderdale Lakes,FL,2010,"Miami, FL",4,"1,239","5,502,379",,,,,,,,,,,,,,,$0
2016,40251,,City of Pembroke Pines,Active,Reduced Reporter,Pembrokes Pines,FL,2010,"Miami, FL",4,"1,239","5,502,379",,,,,,,,,,,,,,,$0
2016,40252,,Link Transit - Burlington,Active,Reduced Reporter,Burlington,NC,2010,"Burlington, NC",261,90,"119,911",,,,,,,,,,,,,,,$0
2016,40253,,City of Coral Springs,Active,Reduced Reporter,Coral Springs,FL,2010,"Miami, FL",4,"1,239","5,502,379",,,,,,,,,,,,,,,"$34,712"
2016,40254,,City of Lauderhill,Active,Reduced Reporter,Lauderhill,FL,2010,"Miami, FL",4,"1,239","5,502,379",,,,,,,,,,,,,,,$0
2016,40255,,City of Hollywood,Active,Reduced Reporter,Hollywood,FL,2010,"Miami, FL",4,"1,239","5,502,379",,,,,,,,,,,,,,,"$40,846"
2016,40256,,City of Margate,Active,Reduced Reporter,Margate,FL,2010,"Miami, FL",4,"1,239","5,502,379",,,,,,,,,,,,,,,"$13,457"
2016,40257,,City of Pompano Beach,Active,Reduced Reporter,Pompano Beach,FL,2010,"Miami, FL",4,"1,239","5,502,379",,,,,,,,,,,,,,,$0
2016,40258,,"The Looper Group, Inc.",Active,Full Reporter,St. Petersburg,FL,2010,"Tampa-St. Petersburg, FL",17,957,"2,441,770",,,,,,,,,,,,,,,"$13,630"
2016,40259,,"Jolley Trolley Transportation of Clearwater, Inc.(PSTA)",Active,Full Reporter,Clearwater,FL,2010,"Tampa-St. Petersburg, FL",17,957,"2,441,770",,,,,,,,,,,,,,,"$130,854"
2016,40260,,Town of Lauderdale-By-The-Sea,Active,Reduced Reporter,Lauderdale-By-The-Sea,FL,2010,"Miami, FL",4,"1,239","5,502,379",,,,,,,,,,,,,,,$0
2016,40261,,City of Dania Beach,Active,Reduced Reporter,Dania Beach,FL,2010,"Miami, FL",4,"1,239","5,502,379",,,,,,,,,,,,,,,$0
2016,40262,,Town of Davie,Active,Reduced Reporter,Davie,FL,2010,"Miami, FL",4,"1,239","5,502,379",,,,,,,,,,,,,,,$0
2016,40263,,City of West Park,Active,Reduced Reporter,West Park,FL,2010,"Miami, FL",4,"1,239","5,502,379",,,,,,,,,,,,,,,$0
1993,40901,4901,Government of Puerto Rico,Inactive,Full Reporter,Santurce,PR,1990,"San Juan, PR",400,198,"1,221,086",,,,,,,,,,,,,,,
2016,40928,4R01-005,Baldwin County Commission(BRATS),Active,Full Reporter,Bay Minette ,AL,2010,"Daphne-Fairhope, AL",458,55,"57,383",,,,,,,,,,,,,,,"$510,017"
2016,41068,4R02-028,Flagler Co. Public Transportation,Active,Full Reporter,Bunnell,FL,2010,"Palm Coast-Daytona Beach-Port Orange, FL",109,179,"349,064",,,,,,,,,,,,,,"$194,765","$183,879"
2016,41105,4R04-020,"Audubon Area Community Services, Inc.(AACS)",Active,Full Reporter,Owensboro,KY,2010,"Owensboro, KY",391,34,"70,543",,,,,,,,,,,,,,,"$195,041"
2016,41157,4R02-035,Citrus County Transit,Active,Reduced Reporter,Lecanto,FL,2010,"Homosassa Springs-Beverly Hills-Citrus Springs, FL",355,90,"80,962",,,,,,,,,,,,,,,"$112,330"
2016,44929,,City of Fort Lauderdale,Active,Full Reporter,Fort Lauderdale,FL,2010,"Miami, FL",4,"1,239","5,502,379",,,,,,,,,,,,,$0,"$16,960","$140,292"
2016,44932,,City of Tamarac,Active,Reduced Reporter,Taramac,FL,2010,"Miami, FL",4,"1,239","5,502,379",,,,,,,,,,,,,,"$19,953","$19,784"
2016,50001,5001,City of Appleton - Valley Transit,Active,Full Reporter,Appleton,WI,2010,"Appleton, WI",165,104,"216,154","$675,896","$793,258","$818,352","$887,183","$1,025,555","$1,080,486","$1,191,587","$1,390,774","$1,306,135","$1,436,478","$1,410,901","$1,472,857","$1,496,009","$1,486,916","$1,519,605"
2016,50002,5002,Green Bay Metro(GBM),Active,Full Reporter,Green Bay,WI,2010,"Green Bay, WI",176,105,"206,520","$862,883","$961,003","$1,013,262","$1,053,873","$1,090,125","$1,101,965","$1,191,944","$1,224,196","$1,240,573","$1,181,763","$1,194,254","$1,101,306","$1,191,195","$1,048,675","$1,040,845"
2016,50003,5003,Kenosha Transit(KT),Active,Full Reporter,Kenosha,WI,2010,"Kenosha, WI-IL",256,51,"124,064","$505,351","$505,941","$489,111","$529,998","$527,557","$585,846","$589,253","$649,484","$642,464","$718,650","$756,119","$846,263","$820,055","$780,213","$745,731"
2016,50004,5004,LaCrosse Municipal Transit Utility(La Crosse MTU),Active,Full Reporter,La Crosse,WI,2010,"La Crosse, WI-MN",298,51,"100,868","$770,797","$835,759","$933,512","$829,844","$929,996","$1,354,088","$1,483,226","$1,295,532","$1,336,462","$1,379,747","$1,379,634","$1,235,791","$986,039","$944,134","$967,319"
2016,50005,5005,Metro Transit System(Metro),Active,Full Reporter,Madison,WI,2010,"Madison, WI",92,151,"401,661","$6,419,101","$6,153,561","$6,602,074","$7,660,837","$8,223,346","$9,047,943","$9,348,676","$10,318,578","$11,073,511","$12,032,459","$12,280,593","$12,900,033","$13,318,991","$13,265,240","$13,109,257"
2016,50006,5006,Belle Urban System - Racine(The Bus),Active,Full Reporter,Racine,WI,2010,"Racine, WI",239,49,"133,700","$941,710","$994,578","$938,220","$885,105","$942,522","$1,117,316","$1,126,692","$1,113,796","$1,227,922","$1,227,835","$1,617,924","$1,476,785","$1,473,294","$1,453,272","$1,341,058"
2016,50008,5008,Milwaukee County Transit System(MCTS),Active,Full Reporter,Milwaukee,WI,2010,"Milwaukee, WI",35,546,"1,376,476","$38,687,619","$37,994,255","$41,127,081","$43,358,365","$47,365,879","$47,163,519","$48,927,796","$45,548,726","$45,332,844","$45,965,243","$43,892,563","$42,808,381","$41,643,549","$37,033,632","$33,728,606"
2016,50009,5009,GO Transit,Active,Full Reporter,Oshkosh,WI,2010,"Oshkosh, WI",376,31,"74,495","$467,931","$465,251","$467,146","$488,948","$530,525","$567,693","$629,216","$772,525","$907,597","$1,108,280","$1,026,944","$931,758","$950,273","$947,563","$895,961"
2016,50010,5010,METRO Regional Transit Authority(METRO),Active,Full Reporter,Akron,OH,2010,"Akron, OH",71,325,"569,499","$3,472,799","$3,399,434","$3,054,449","$3,588,370","$3,532,108","$3,755,867","$3,940,194","$3,832,667","$4,081,504","$4,289,995","$4,874,787","$4,998,875","$4,941,683","$4,428,054","$4,100,559"
2016,50011,5011,Stark Area Regional Transit Authority(SARTA),Active,Full Reporter,Canton,OH,2010,"Canton, OH",135,166,"279,245","$967,841","$903,041","$932,968","$1,035,394","$1,116,224","$1,408,112","$1,664,625","$1,544,234","$1,580,734","$1,753,935","$1,664,303","$1,795,782","$2,173,230","$2,338,654","$2,224,726"
2016,50012,5012,Southwest Ohio Regional Transit Authority(SORTA / Metro),Active,Full Reporter,Cincinnati,OH,2010,"Cincinnati, OH-KY-IN",30,788,"1,624,827","$18,718,589","$19,576,222","$19,768,134","$23,205,605","$24,509,712","$25,177,700","$30,465,924","$29,850,137","$31,250,481","$30,706,490","$31,292,564","$30,636,710","$30,339,174","$29,172,660","$28,853,793"
2016,50015,5015,The Greater Cleveland Regional Transit Authority(GCRTA),Active,Full Reporter,Cleveland,OH,2010,"Cleveland, OH",25,772,"1,780,673","$38,185,308","$38,411,831","$37,580,309","$38,506,168","$41,003,041","$43,314,247","$47,773,724","$50,332,127","$47,152,334","$49,928,892","$50,160,075","$51,178,808","$50,610,561","$47,561,770","$47,130,757"
2016,50016,5016,Central Ohio Transit Authority(COTA),Active,Full Reporter,Columbus,OH,2010,"Columbus, OH",36,510,"1,368,035","$13,165,114","$12,497,957","$11,779,221","$11,756,470","$13,205,864","$13,071,440","$13,984,507","$13,817,908","$16,066,595","$17,911,227","$20,121,363","$20,431,357","$21,052,095","$20,033,741","$19,525,395"
2016,50017,5017,Greater Dayton Regional Transit Authority(GDRTA),Active,Full Reporter,Dayton,OH,2010,"Dayton, OH",59,351,"724,091","$6,366,090","$5,997,994","$6,354,968","$7,785,596","$8,494,387","$8,784,609","$10,169,774","$8,888,647","$8,813,545","$9,487,149","$9,680,478","$10,082,999","$10,024,080","$9,000,803","$8,520,462"
1995,50018,5018,Hamilton City Lines,Inactive,Full Reporter,Hamilton,OH,1990,"Hamilton, OH",193,53,"118,315",,,,,,,,,,,,,,,
2016,50019,5019,City of Middletown - Middletown Transit System(MTS),Active,Reduced Reporter,Middletown,OH,2010,"Middletown, OH",308,56,"97,503","$84,627","$85,618","$87,397","$105,786","$123,652","$127,805","$161,143","$158,292","$175,208","$174,059","$164,280","$126,208","$123,737","$126,298","$119,980"
2016,50020,5020,Springfield City Area Transit(SCAT),Active,Reduced Reporter,Springfield,OH,2010,"Springfield, OH",337,49,"85,256","$201,085","$198,877","$202,912","$179,904","$174,571","$184,065","$209,760","$251,206","$213,830","$172,045","$200,893","$185,641","$155,658","$159,259","$168,795"
2016,50021,5021,Portage Area Regional Transportation Authority(PARTA),Active,Full Reporter,Kent,OH,2010,"Akron, OH",71,325,"569,499","$91,651","$105,967","$206,223","$149,558","$169,338","$185,277","$226,426","$230,105","$242,575","$243,882","$2,418,781","$3,014,543","$2,929,367","$2,856,213","$2,792,869"
2016,50022,5022,Toledo Area Regional Transit Authority(TARTA),Active,Full Reporter,Toledo,OH,2010,"Toledo, OH-MI",80,240,"507,643","$4,704,155","$4,808,754","$4,984,961","$5,201,515","$5,728,465","$5,677,874","$6,086,216","$6,178,034","$5,839,409","$5,291,282","$4,920,903","$4,817,089","$4,885,388","$6,497,759","$6,234,723"
2016,50024,5024,Western Reserve Transit Authority(WRTA),Active,Full Reporter,Youngstown,OH,2010,"Youngstown, OH-PA",97,241,"387,550","$703,764","$754,341","$794,572","$832,367","$979,642","$846,049","$664,561","$713,416","$795,013","$888,353","$961,615","$1,028,229","$1,045,981","$1,017,547","$995,812"
2016,50025,5025,Duluth Transit Authority(DTA),Active,Full Reporter,Duluth,MN,2010,"Duluth, MN-WI",260,70,"120,378","$1,417,702","$1,437,220","$1,600,349","$1,704,749","$1,943,472","$1,987,059","$2,106,055","$2,065,616","$1,992,398","$2,404,633","$2,503,917","$2,508,232","$2,669,879","$2,814,672","$2,545,379"
2016,50026,5026,"City of Moorhead, DBA: Metropolitan Area Transit(MATBUS)",Active,Full Reporter,Moorhead,MN,2010,"Fargo, ND-MN",194,70,"176,676","$131,877","$139,197","$146,863","$181,879","$209,218","$227,136",,"$286,399","$272,935","$302,443","$330,651","$348,324","$362,891","$357,717","$361,350"
2016,50027,5027,Metro Transit,Active,Full Reporter,Minneapolis,MN,2010,"Minneapolis-St. Paul, MN-WI",16,"1,022","2,650,890","$62,250,719","$60,109,577","$51,353,689","$64,376,835","$72,808,478","$75,381,469","$82,228,494","$84,222,319","$87,402,808","$89,919,538","$91,428,299","$91,569,795","$93,601,192","$94,965,642","$93,893,342"
2016,50028,5028,St. Cloud Metropolitan Transit Commission(Metro Bus),Active,Full Reporter,St. Cloud,MN,2010,"St. Cloud, MN",281,50,"110,621","$777,549","$784,085","$802,127","$927,396","$1,011,922","$1,140,735","$1,243,068","$1,379,530","$1,459,131","$1,586,659","$1,689,747","$1,762,444","$1,799,661","$1,757,361","$1,707,757"
2016,50029,5029,Bay Metropolitan Transit Authority(Bay Metro),Active,Full Reporter,Bay City,MI,2010,"Bay City, MI",390,40,"70,585","$574,125","$627,252","$606,225","$624,043","$670,393","$669,466","$697,402","$708,506","$776,188","$724,854","$801,260","$844,106","$752,229","$694,797","$831,868"
2016,50030,5030,Battle Creek Transit(BCT),Active,Reduced Reporter,Battle Creek,MI,2010,"Battle Creek, MI",363,53,"78,393","$305,751","$318,114","$325,310","$332,877","$333,568","$294,639","$328,149","$372,271","$356,468","$359,439","$389,682","$380,441","$390,151","$390,812","$374,382"
2016,50031,5031,Suburban Mobility Authority for Regional Transportation(SMART),Active,Full Reporter,Detroit,MI,2010,"Detroit, MI",11,"1,337","3,734,090","$9,282,515","$8,982,419","$9,467,456","$9,905,317","$11,161,896","$11,610,611","$12,333,058","$12,900,979","$13,796,796","$15,282,154","$15,163,001","$13,442,507","$13,071,349","$13,200,178","$12,643,568"
2016,50032,5032,Mass Transportation Authority(MTA),Active,Full Reporter,Flint,MI,2010,"Flint, MI",106,236,"356,218","$4,378,662","$2,063,228","$2,282,366","$2,502,400","$2,679,729","$3,420,097","$4,053,696","$4,453,999","$4,482,562","$5,038,701","$5,647,424","$5,507,448","$5,655,228","$5,692,913","$5,709,887"
2016,50033,5033,Interurban Transit Partnership(The Rapid),Active,Full Reporter,Grand Rapids,MI,2010,"Grand Rapids, MI",70,281,"569,935","$3,306,629","$3,439,046","$3,588,717","$3,575,574","$4,057,323","$4,394,197","$5,008,670","$5,343,687","$5,326,290","$6,049,360","$6,496,370","$6,887,809","$10,112,800","$10,037,715","$10,533,402"
2016,50034,5034,City of Jackson Transportation Authority(JTA),Active,Full Reporter,Jackson,MI,2010,"Jackson, MI",324,58,"90,057","$412,067","$417,702","$410,303","$400,700","$425,954","$528,421","$511,875","$518,109","$486,499","$474,987","$466,988","$452,692","$475,308","$468,823","$427,839"
2016,50035,5035,Kalamazoo Metro Transit System(Metro Transit),Active,Full Reporter,Kalamazoo,MI,2010,"Kalamazoo, MI",173,132,"209,703","$900,935","$983,132","$1,179,175","$1,657,968","$2,032,069","$2,140,595","$2,248,544","$2,209,552","$2,773,986","$2,950,030","$3,016,108","$2,958,153","$2,990,082","$2,994,283","$2,403,177"
2016,50036,5036,Capital Area Transportation Authority(CATA),Active,Full Reporter,Lansing,MI,2010,"Lansing, MI",118,158,"313,532","$3,130,312","$3,229,577","$3,058,538","$3,763,007","$3,995,406","$4,148,008","$7,371,492","$7,606,346","$7,561,038","$7,432,934","$8,077,306","$7,498,390","$8,986,378","$7,858,400","$7,264,219"
2016,50037,5037,Muskegon Area Transit System(MATS),Active,Reduced Reporter,Muskegon Heights,MI,2010,"Muskegon, MI",207,112,"161,280","$208,900","$218,466","$212,739","$237,860","$264,708","$296,351","$371,345","$524,491","$508,442","$597,200","$583,529","$553,198","$509,291","$495,018","$432,999"
2016,50038,5038,Niles Dial-A-Ride(DART),Active,Reduced Reporter,Niles,MI,2010,"South Bend, IN-MI",136,161,"278,165","$73,157","$76,461","$155,172","$118,783","$96,250","$89,053",,,,"$61,095","$60,336",$0,$0,"$73,263",$0
2016,50039,5039,Saginaw Transit Authority Regional Service(STARS),Active,Full Reporter,Saginaw,MI,2010,"Saginaw, MI",253,71,"126,265","$489,221","$779,752","$587,632","$509,216","$536,494","$607,752","$732,504","$911,131","$892,976","$834,146","$862,163","$668,409","$897,848","$800,375","$576,088"
2016,50040,5040,Ann Arbor Area Transportation Authority(AAATA),Active,Full Reporter,Ann Arbor,MI,2010,"Ann Arbor, MI",125,160,"306,022","$2,746,078","$3,175,036","$3,193,589","$2,838,238","$3,327,994","$3,306,589","$3,277,985","$3,650,594","$4,256,054","$5,017,214","$5,693,761","$6,176,072","$5,919,854","$6,348,412","$6,608,427"
2016,50041,5041,City of Anderson Transportation System(CATS),Active,Reduced Reporter,Anderson,IN,2010,"Anderson, IN",330,66,"88,133","$113,327",,"$121,845","$155,093","$169,854","$147,750","$169,997","$161,019","$156,533","$178,412","$181,302","$171,882","$189,325","$195,731","$163,118"
2016,50042,5042,East Chicago Transit(ECT),Active,Full Reporter,East Chicago,IN,2010,"Chicago, IL-IN",3,"2,443","8,608,208",$0,$0,$0,,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0
2016,50043,5043,Metropolitan Evansville Transit System(METS),Active,Full Reporter,Evansville,IN,2010,"Evansville, IN-KY",159,119,"229,351","$901,730","$872,286","$805,395","$883,771","$1,044,728","$1,095,527","$1,125,083","$1,314,295","$1,334,464","$1,560,278","$1,640,485","$1,740,420","$1,600,971","$1,874,870","$1,786,362"
2016,50044,5044,Fort Wayne Public Transportation Corporation(Citilink),Active,Full Reporter,Fort Wayne,IN,2010,"Fort Wayne, IN",119,172,"313,492","$826,323","$861,811","$920,311","$1,006,114","$1,055,860","$1,086,984","$1,333,545","$1,249,327","$1,226,459","$1,337,506","$1,595,667","$1,818,249","$1,783,853","$1,715,926","$1,657,650"
2016,50045,5045,Gary Public Transportation Corporation(GPTC),Active,Full Reporter,Gary,IN,2010,"Chicago, IL-IN",3,"2,443","8,608,208","$932,143","$960,192","$998,388","$1,001,452","$972,270","$888,896","$958,823","$902,161","$780,770","$729,388","$770,267","$772,355","$747,981","$785,605","$748,135"
2016,50047,5047,Bloomington-Normal Public Transit System(Connect Transit),Active,Full Reporter,Normal,IL,2010,"Bloomington-Normal, IL",243,49,"132,600","$346,420","$341,633","$431,805","$685,109","$832,419","$908,888","$983,281","$973,472","$975,866","$1,034,832","$1,186,308","$1,356,584","$1,371,604","$1,433,467","$1,413,685"
2009,50048,5048,Northwest Indiana Community Action Corporation(NWICA),Inactive,Full Reporter,Crown Point,IN,2000,"Chicago, IL-IN",3,"2,123","8,307,904","$101,541","$519,555","$702,602","$611,846","$411,392","$439,344","$245,862","$3,253",,,,,,,
2000,50049,5049,Tradewinds Rehabilitation Ctr. Inc.,Inactive,Full Reporter,Gary,IN,1990,"Chicago, IL--Northwestern IN",3,"1,585","6,792,087",,,,,,,,,,,,,,,
2016,50050,5050,Indianapolis and Marion County Public Transportation(IndyGo),Active,Full Reporter,Indianapolis,IN,2010,"Indianapolis, IN",33,706,"1,487,483","$7,016,306","$6,675,422","$7,748,255","$7,705,539","$8,336,827","$8,911,670","$10,286,990","$10,220,995","$9,862,597","$10,401,922","$11,291,418","$11,354,576","$11,381,924","$11,232,693","$11,051,807"
2016,50051,5051,Greater Lafayette Public Transportation Corporation(CityBus),Active,Full Reporter,Lafayette,IN,2010,"Lafayette, IN",223,64,"147,725","$1,385,142","$1,564,218","$1,537,990","$1,652,039","$1,754,458","$1,956,500","$2,063,538","$2,215,611","$2,294,550","$2,411,450","$2,654,474","$2,826,519","$2,782,806","$2,957,301","$2,961,195"
2016,50052,5052,South Bend Public Transportation Corporation(Transpo),Active,Full Reporter,South Bend,IN,2010,"South Bend, IN-MI",136,161,"278,165","$1,140,475","$1,155,592","$1,081,845","$1,196,199","$1,364,853","$1,347,746","$1,521,203","$1,210,020","$1,390,352","$1,401,657","$1,427,740","$1,432,236","$1,418,049","$1,408,767","$1,361,096"
2016,50053,5053,Terre Haute Transit Utility(THTU),Active,Full Reporter,Terre Haute,IN,2010,"Terre Haute, IN",316,53,"92,742","$100,649","$101,908","$102,664","$106,011","$129,587","$154,428","$185,185","$188,597","$179,129","$184,486","$190,973","$200,000","$235,771","$235,130","$194,976"
2016,50054,5054,Muncie Indiana Transit System(MITS),Active,Full Reporter,Muncie,IN,2010,"Muncie, IN",322,47,"90,580","$314,523","$235,272","$223,276","$220,497","$237,937","$238,024","$239,840","$210,250","$198,647","$203,820","$210,435","$228,839","$238,334","$247,225","$246,454"
2000,50055,5055,City of Loves Park Transit System,Inactive,Full Reporter,Loves Park,IL,1990,"Rockford, IL",123,91,"207,826",,,,,,,,,,,,,,,
2016,50056,5056,Greater Peoria Mass Transit District(CityLink),Active,Full Reporter,Peoria,IL,2010,"Peoria, IL",139,144,"266,921","$1,240,907","$1,258,357","$1,396,385","$1,596,804","$1,699,448","$1,892,051","$2,129,982","$2,359,341","$2,143,715","$2,184,488","$2,769,390","$2,725,023","$1,881,052","$1,935,655","$1,995,170"
2016,50057,5057,Rock Island County Metropolitan Mass Transit District(MetroLink),Active,Full Reporter,Moline ,IL,2010,"Davenport, IA-IL",134,138,"280,051","$1,055,991","$1,087,163","$1,105,931","$1,169,679","$1,076,430","$971,563","$1,073,573","$1,183,859","$1,201,177","$1,228,813","$1,315,586","$1,354,600","$1,168,339","$1,211,412","$1,286,087"
2016,50058,5058,Rockford Mass Transit District(RMTD),Active,Full Reporter,Rockford,IL,2010,"Rockford, IL",127,153,"296,863","$967,500","$1,015,545","$968,196","$949,511","$1,010,180","$1,075,471","$1,179,871","$1,206,723","$1,454,316","$1,390,414","$1,440,030","$1,498,813","$1,496,210","$1,415,920","$1,386,676"
2016,50059,5059,Springfield Mass Transit District(SMTD),Active,Full Reporter,Springfield,IL,2010,"Springfield, IL",206,92,"161,316","$720,045","$691,297","$661,180","$670,266","$696,709","$811,124","$922,948","$943,245","$879,785","$897,809","$1,078,844","$1,137,333","$1,237,559","$1,298,476","$1,234,255"
2016,50060,5060,Champaign-Urbana Mass Transit District(C-U MTD),Active,Full Reporter,Urbana,IL,2010,"Champaign, IL",224,47,"145,361","$3,697,833","$4,106,479","$4,293,230","$4,108,400","$4,565,620","$4,620,534","$5,180,690","$5,286,595","$5,860,089","$5,880,114","$6,574,516","$6,714,476","$7,060,858","$7,480,758","$7,571,613"
2016,50061,5061,Decatur Public Transit System(DPTS),Active,Full Reporter,Decatur,IL,2010,"Decatur, IL",313,59,"93,863","$312,324","$399,135","$458,823","$440,967","$460,707","$475,022","$494,598","$445,506","$438,113","$509,508","$554,317","$544,212","$628,179","$602,963","$573,443"
2008,50065,5065,Pekin Municipal Bus Service(COP),Inactive,Reduced Reporter,Pekin,IL,2000,"Peoria, IL",127,123,"247,172",,,,,,,,,,,,,,,
2016,50066,5066,Chicago Transit Authority(CTA),Active,Full Reporter,Chicago,IL,2010,"Chicago, IL-IN",3,"2,443","8,608,208","$384,809,987","$368,935,158","$403,915,340","$418,618,556","$463,296,324","$459,670,179","$473,821,143","$508,113,062","$510,992,491","$529,762,698","$551,162,509","$577,008,021","$587,162,631","$591,366,583","$581,187,668"
2016,50088,5088,Shoreline Metro,Active,Full Reporter,Sheboygan,WI,2010,"Sheboygan, WI",388,33,"71,313","$569,830","$494,931","$463,859","$490,035","$595,834","$609,257","$609,215","$582,242","$710,188","$678,097","$826,803","$757,695","$728,001","$730,625","$699,253"
2016,50090,5090,Richland County Transit(RCT),Active,Reduced Reporter,Mansfield,OH,2010,"Mansfield, OH",372,50,"75,250","$280,849","$241,290","$219,146","$212,414","$198,722","$189,145","$203,176","$204,823","$232,107","$252,694","$269,556","$282,778","$319,489","$334,118","$322,999"
2016,50091,5091,Wausau Area Transit System(Metro Ride),Active,Reduced Reporter,Wausau,WI,2010,"Wausau, WI",375,47,"74,632","$357,958","$364,986","$372,298","$448,421","$500,907","$580,549","$635,294","$581,095","$587,092","$451,154","$421,101","$455,278","$453,230","$435,648","$411,828"
2016,50092,5092,City of Rochester Public Transportation(RPT),Active,Full Reporter,Rochester,MN,2010,"Rochester, MN",288,51,"107,677","$1,203,035","$1,375,609","$1,448,240","$1,551,476","$1,722,343","$1,723,453","$1,987,527","$1,997,080","$1,913,138","$2,046,394","$2,118,319","$2,104,488","$2,097,466","$2,268,077","$2,520,680"
2016,50093,5093,Lima Allen County Regional Transit Authority(LACRTA),Active,Reduced Reporter,Lima,OH,2010,"Lima, OH",381,52,"72,852",,,,,,,,,,"$373,581","$155,860","$147,730","$167,954","$456,304","$203,690"
2002,50094,5094,WAUKESHA COUNTY TRANSIT SYSTEM,Inactive,Full Reporter,Waukesha,WI,2000,"Milwaukee, WI",32,487,"1,308,913","$871,534",,,,,,,,,,,,,,
2016,50095,5095,Lorain County Transit(LCT),Active,Reduced Reporter,Elyria,OH,2010,"Lorain-Elyria, OH",191,100,"180,956","$410,722","$553,541","$597,770","$575,636","$739,468","$659,851","$586,284","$468,329","$157,368","$173,778","$185,251","$134,577","$113,556","$104,506","$83,490"
2016,50096,5096,City of Waukesha Transit Commission(Waukesha Metro Transit),Active,Full Reporter,Waukesha,WI,2010,"Milwaukee, WI",35,546,"1,376,476","$536,666","$1,428,248","$1,389,600","$1,411,509","$1,601,136","$1,686,075","$1,404,089","$1,753,571","$1,711,337","$1,838,278","$1,773,286","$1,596,884","$880,159","$1,466,128","$1,420,860"
2004,50097,5097,Campus Bus Service(CBS),Inactive,Full Reporter,Kent,OH,2000,"Akron, OH",60,308,"570,215","$37,367","$35,425","$26,840",,,,,,,,,,,,
2016,50098,5098,Michigan City Transit(MC Transit),Active,Reduced Reporter,Michigan City,IN,2010,"Michigan City-La Porte, IN-MI",418,39,"66,025",,,,,,,,,,,"$91,831","$95,299","$101,486","$97,086","$105,730"
2016,50099,5099,Eau Claire Transit(ECT),Active,Full Reporter,Eau Claire,WI,2010,"Eau Claire, WI",297,69,"102,852","$569,685","$584,029","$604,428","$641,832","$675,192","$698,092","$835,067","$905,893","$958,727","$948,618","$917,619","$926,899","$952,757","$989,553","$1,089,030"
2009,50102,5102,Hammond Transit System(HTS),Inactive,Full Reporter,Hammond,IN,2000,"Chicago, IL-IN",3,"2,123","8,307,904","$325,210","$343,202","$372,950","$411,386","$374,914","$323,180","$258,492","$136,197",,,,,,,
2016,50103,5103,North Township of Lake County Dial-A-Ride,Active,Full Reporter,Hammond,IN,2010,"Chicago, IL-IN",3,"2,443","8,608,208",,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0
2016,50104,5104,Northern Indiana Commuter Transportation District(NICTD),Active,Full Reporter,Chesterton,IN,2010,"Chicago, IL-IN",3,"2,443","8,608,208","$13,591,808","$13,944,737","$14,622,077","$15,739,769","$17,926,713","$18,735,287","$19,052,691","$17,718,766","$17,676,916","$18,183,926","$19,556,464","$19,341,085","$19,370,692","$20,698,317","$21,357,753"
1997,50105,5105,Portage Township Transportation,Inactive,Full Reporter,Portage,IN,1990,"Chicago, IL--Northwestern IN",3,"1,585","6,792,087",,,,,,,,,,,,,,,
2016,50107,5107,Henderson Area Rapid Transit(HART),Active,Reduced Reporter,Henderson,KY,2010,"Evansville, IN-KY",159,119,"229,351",,,,,,,,,,$0,"$39,871","$32,943","$38,636","$37,453","$35,939"
2016,50108,5108,Janesville Transit System(JTS),Active,Reduced Reporter,Janesville,WI,2010,"Janesville, WI",396,31,"69,658","$322,244","$327,220","$332,553","$351,794","$364,453","$418,170","$427,765","$405,241","$431,516","$459,129","$527,777","$609,479","$640,561","$623,625","$528,189"
2016,50109,5109,City of Beloit Transit System(BTS),Active,Reduced Reporter,Beloit,WI,2010,"Beloit, WI-IL",432,34,"63,835","$145,738","$156,699","$158,752","$156,151","$184,924","$212,756","$217,786","$203,860","$268,880","$194,872","$219,561","$217,522","$209,191","$190,742","$166,283"
