NTD ID,Legacy NTD ID,Agency Name,Reporter Type,Reporting Module,Mode,TOS,Expense Type,Fares
4R07-40974,4R07-027,Bamberg County Office On Aging,Rural Reporter,Rural,DR,DO,Funds Expended on Operations,"$39,307"
4R07-40988,4R07-004,Edgefield County Senior Citizens Council,Rural Reporter,Rural,DR,DO,Funds Expended on Capital,
4R07-40988,4R07-004,Edgefield County Senior Citizens Council,Rural Reporter,Rural,DR,DO,Funds Expended on Operations,"$7,468"
4R07-41002,4R07-006,Generations Unlimited,Rural Reporter,Rural,DR,DO,Funds Expended on Capital,$0
4R07-41002,4R07-006,Generations Unlimited,Rural Reporter,Rural,DR,DO,Funds Expended on Operations,"$48,754"
4R07-41003,4R07-005,Fairfield County Transit System,Rural Reporter,Rural,DR,DO,Funds Expended on Capital,$0
4R07-41003,4R07-005,Fairfield County Transit System,Rural Reporter,Rural,DR,DO,Funds Expended on Operations,"$9,218"
4R07-41022,4R07-008,Newberry County Council on Aging,Rural Reporter,Rural,CB,DO,Funds Expended on Capital,$0
4R07-41022,4R07-008,Newberry County Council on Aging,Rural Reporter,Rural,CB,DO,Funds Expended on Operations,"$25,170"
4R07-41022,4R07-008,Newberry County Council on Aging,Rural Reporter,Rural,DR,DO,Funds Expended on Capital,$0
4R07-41022,4R07-008,Newberry County Council on Aging,Rural Reporter,Rural,DR,DO,Funds Expended on Operations,"$9,202"
4R07-41042,4R07-018,McCormick County Senior Center,Rural Reporter,Rural,DR,DO,Funds Expended on Capital,$0
4R07-41042,4R07-018,McCormick County Senior Center,Rural Reporter,Rural,DR,DO,Funds Expended on Operations,"$17,813"
4R07-41092,4R07-007,Lowcountry Regional Transportation Authority,Rural Reporter,Rural,CB,DO,Funds Expended on Capital,$0
4R07-41092,4R07-007,Lowcountry Regional Transportation Authority,Rural Reporter,Rural,CB,DO,Funds Expended on Operations,"$411,200"
4R07-41092,4R07-007,Lowcountry Regional Transportation Authority,Rural Reporter,Rural,DR,DO,Funds Expended on Capital,$0
4R07-41092,4R07-007,Lowcountry Regional Transportation Authority,Rural Reporter,Rural,DR,DO,Funds Expended on Operations,"$53,128"
4R07-41146,4R07-016,Senior Services Incorporated of Chester County,Rural Reporter,Rural,DR,DO,Funds Expended on Capital,$0
4R07-41146,4R07-016,Senior Services Incorporated of Chester County,Rural Reporter,Rural,DR,DO,Funds Expended on Operations,"$34,444"
4R08-40954,4R08-007,South Central Tennessee Development District,Rural Reporter,Rural,DR,DO,Funds Expended on Capital,
4R08-40954,4R08-007,South Central Tennessee Development District,Rural Reporter,Rural,DR,DO,Funds Expended on Operations,"$276,763"
4R08-40954,4R08-007,South Central Tennessee Development District,Rural Reporter,Rural,MB,DO,Funds Expended on Capital,
4R08-40954,4R08-007,South Central Tennessee Development District,Rural Reporter,Rural,MB,DO,Funds Expended on Operations,"$47,393"
4R08-40978,4R08-005,Upper-Cumberland Human Resource Agency ,Rural Reporter,Rural,DR,DO,Funds Expended on Capital,
4R08-40978,4R08-005,Upper-Cumberland Human Resource Agency ,Rural Reporter,Rural,DR,DO,Funds Expended on Operations,"$133,045"
4R08-40978,4R08-005,Upper-Cumberland Human Resource Agency ,Rural Reporter,Rural,MB,DO,Funds Expended on Capital,
4R08-40978,4R08-005,Upper-Cumberland Human Resource Agency ,Rural Reporter,Rural,MB,DO,Funds Expended on Operations,"$21,658"
4R08-40989,4R08-004,Southeast Tennessee Human Resource Agency-Rural Division,Rural Reporter,Rural,DR,DO,Funds Expended on Capital,
4R08-40989,4R08-004,Southeast Tennessee Human Resource Agency-Rural Division,Rural Reporter,Rural,DR,DO,Funds Expended on Operations,"$143,456"
4R08-41020,4R08-010,Delta Human Resource Agency,Rural Reporter,Rural,DR,DO,Funds Expended on Capital,
4R08-41020,4R08-010,Delta Human Resource Agency,Rural Reporter,Rural,DR,DO,Funds Expended on Operations,"$65,436"
4R08-41102,4R08-011,City of Gatlinburg,Rural Reporter,Rural,MB,DO,Funds Expended on Capital,
4R08-41102,4R08-011,City of Gatlinburg,Rural Reporter,Rural,MB,DO,Funds Expended on Operations,"$412,694"
4R08-41106,4R08-009,Northwest Tennessee Human Resource Agency,Rural Reporter,Rural,DR,DO,Funds Expended on Capital,$0
4R08-41106,4R08-009,Northwest Tennessee Human Resource Agency,Rural Reporter,Rural,DR,DO,Funds Expended on Operations,"$159,169"
4R08-41136,4R08-012,Pigeon Forge Fun Time Trolleys,Rural Reporter,Rural,DR,DO,Funds Expended on Capital,
4R08-41136,4R08-012,Pigeon Forge Fun Time Trolleys,Rural Reporter,Rural,DR,DO,Funds Expended on Operations,$22
4R08-41136,4R08-012,Pigeon Forge Fun Time Trolleys,Rural Reporter,Rural,MB,DO,Funds Expended on Capital,
4R08-41136,4R08-012,Pigeon Forge Fun Time Trolleys,Rural Reporter,Rural,MB,DO,Funds Expended on Operations,"$435,822"
4R08-41151,4R08-008,Southwest  Human Resource Agency,Rural Reporter,Rural,DR,DO,Funds Expended on Capital,
4R08-41151,4R08-008,Southwest  Human Resource Agency,Rural Reporter,Rural,DR,DO,Funds Expended on Operations,"$105,947"
4R09-40958,1R05-005,Orocovis,Rural Reporter,Rural,MB,DO,Funds Expended on Capital,
4R09-40958,1R05-005,Orocovis,Rural Reporter,Rural,MB,DO,Funds Expended on Operations,
4R09-40991,1R05-006,Utuado,Rural Reporter,Rural,MB,DO,Funds Expended on Capital,$0
4R09-40991,1R05-006,Utuado,Rural Reporter,Rural,MB,DO,Funds Expended on Operations,$0
4R09-41182,1R05-003,Comerio,Rural Reporter,Rural,DR,DO,Funds Expended on Capital,$0
4R09-41182,1R05-003,Comerio,Rural Reporter,Rural,DR,DO,Funds Expended on Operations,$0
4R09-41182,1R05-003,Comerio,Rural Reporter,Rural,MB,DO,Funds Expended on Capital,$0
4R09-41182,1R05-003,Comerio,Rural Reporter,Rural,MB,DO,Funds Expended on Operations,$0
50001.00,5001,City of Appleton - Valley Transit,Full Reporter,Urban,DR,PT,Funds Earned During Period,"$781,655"
50001.00,5001,City of Appleton - Valley Transit,Full Reporter,Urban,MB,DO,Funds Earned During Period,"$788,481"
50001.00,5001,City of Appleton - Valley Transit,Full Reporter,Urban,MB,PT,Funds Earned During Period,$0
50002.00,5002,Green Bay Metro,Full Reporter,Urban,DR,PT,Funds Earned During Period,"$130,241"
50002.00,5002,Green Bay Metro,Full Reporter,Urban,MB,DO,Funds Earned During Period,"$709,595"
50003.00,5003,Kenosha Transit,Full Reporter,Urban,DR,PT,Funds Earned During Period,"$98,232"
50003.00,5003,Kenosha Transit,Full Reporter,Urban,MB,DO,Funds Earned During Period,"$692,799"
50003.00,5003,Kenosha Transit,Full Reporter,Urban,SR,DO,Funds Earned During Period,"$25,446"
50004.00,5004,LaCrosse Municipal Transit Utility,Full Reporter,Urban,DR,PT,Funds Earned During Period,"$294,666"
50004.00,5004,LaCrosse Municipal Transit Utility,Full Reporter,Urban,MB,DO,Funds Earned During Period,"$610,973"
50005.00,5005,Metro Transit System,Full Reporter,Urban,DR,DO,Funds Earned During Period,"$93,019"
50005.00,5005,Metro Transit System,Full Reporter,Urban,DR,PT,Funds Earned During Period,"$221,071"
50005.00,5005,Metro Transit System,Full Reporter,Urban,MB,DO,Funds Earned During Period,"$12,847,443"
50006.00,5006,Belle Urban System - Racine,Full Reporter,Urban,CB,PT,Funds Earned During Period,"$159,478"
50006.00,5006,Belle Urban System - Racine,Full Reporter,Urban,DR,DO,Funds Earned During Period,"$94,522"
50006.00,5006,Belle Urban System - Racine,Full Reporter,Urban,MB,DO,Funds Earned During Period,"$1,024,246"
50007.00,5T07,Bay Mills Indian Community,Reduced Reporter,Tribe,MB,DO,Funds Expended on Capital,$0
50007.00,5T07,Bay Mills Indian Community,Reduced Reporter,Tribe,MB,DO,Funds Expended on Operations,"$5,397"
50008.00,5008,Milwaukee County Transit System,Full Reporter,Urban,CB,PT,Funds Earned During Period,"$257,864"
50008.00,5008,Milwaukee County Transit System,Full Reporter,Urban,DR,PT,Funds Earned During Period,"$1,441,150"
50008.00,5008,Milwaukee County Transit System,Full Reporter,Urban,MB,DO,Funds Earned During Period,"$32,183,979"
50008.00,5008,Milwaukee County Transit System,Full Reporter,Urban,MB,PT,Funds Earned During Period,"$265,238"
50009.00,5009,GO Transit,Full Reporter,Urban,DT,PT,Funds Earned During Period,"$405,159"
50009.00,5009,GO Transit,Full Reporter,Urban,MB,DO,Funds Earned During Period,"$462,296"
50009.00,5009,GO Transit,Full Reporter,Urban,MB,PT,Funds Earned During Period,"$13,709"
50010.00,5010,METRO Regional Transit Authority ,Full Reporter,Urban,DR,DO,Funds Earned During Period,"$605,280"
50010.00,5010,METRO Regional Transit Authority ,Full Reporter,Urban,MB,DO,Funds Earned During Period,"$3,537,154"
50011.00,5011,Stark Area Regional Transit Authority,Full Reporter,Urban,DR,DO,Funds Earned During Period,"$643,743"
50011.00,5011,Stark Area Regional Transit Authority,Full Reporter,Urban,MB,DO,Funds Earned During Period,"$1,483,114"
50012.00,5012,Southwest Ohio Regional Transit Authority,Full Reporter,Urban,DR,PT,Funds Earned During Period,"$981,780"
50012.00,5012,Southwest Ohio Regional Transit Authority,Full Reporter,Urban,MB,DO,Funds Earned During Period,"$26,621,620"
50012.00,5012,Southwest Ohio Regional Transit Authority,Full Reporter,Urban,SR,PT,Funds Earned During Period,"$455,323"
50013.00,5T13,Red Cliff Band of Lake Superior Chippewa,Reduced Reporter,Tribe,DR,DO,Funds Expended on Capital,$0
50013.00,5T13,Red Cliff Band of Lake Superior Chippewa,Reduced Reporter,Tribe,DR,DO,Funds Expended on Operations,"$2,843"
50015.00,5015,The Greater Cleveland Regional Transit Authority,Full Reporter,Urban,DR,DO,Funds Earned During Period,"$1,119,889"
50015.00,5015,The Greater Cleveland Regional Transit Authority,Full Reporter,Urban,DR,PT,Funds Earned During Period,"$417,338"
50015.00,5015,The Greater Cleveland Regional Transit Authority,Full Reporter,Urban,HR,DO,Funds Earned During Period,"$7,313,086"
50015.00,5015,The Greater Cleveland Regional Transit Authority,Full Reporter,Urban,LR,DO,Funds Earned During Period,"$2,967,087"
50015.00,5015,The Greater Cleveland Regional Transit Authority,Full Reporter,Urban,MB,DO,Funds Earned During Period,"$30,403,791"
50015.00,5015,The Greater Cleveland Regional Transit Authority,Full Reporter,Urban,RB,DO,Funds Earned During Period,"$4,510,518"
50015.00,5015,The Greater Cleveland Regional Transit Authority,Full Reporter,Urban,VP,PT,Funds Earned During Period,"$62,451"
50016.00,5016,Central Ohio Transit Authority,Full Reporter,Urban,DR,PT,Funds Earned During Period,"$871,821"
50016.00,5016,Central Ohio Transit Authority,Full Reporter,Urban,MB,DO,Funds Earned During Period,"$18,816,434"
50017.00,5017,Greater Dayton Regional Transit Authority,Full Reporter,Urban,DR,DO,Funds Earned During Period,"$791,268"
50017.00,5017,Greater Dayton Regional Transit Authority,Full Reporter,Urban,MB,DO,Funds Earned During Period,"$5,994,070"
50017.00,5017,Greater Dayton Regional Transit Authority,Full Reporter,Urban,TB,DO,Funds Earned During Period,"$917,571"
50019.00,5019,City of Middletown - Middletown Transit System,Reduced Reporter,Urban,DR,DO,Funds Expended on Capital,$0
50019.00,5019,City of Middletown - Middletown Transit System,Reduced Reporter,Urban,DR,DO,Funds Expended on Operations,"$8,946"
50019.00,5019,City of Middletown - Middletown Transit System,Reduced Reporter,Urban,MB,DO,Funds Expended on Capital,$0
50019.00,5019,City of Middletown - Middletown Transit System,Reduced Reporter,Urban,MB,DO,Funds Expended on Operations,"$111,977"
50020.00,5020,Springfield City Area Transit,Reduced Reporter,Urban,DR,PT,Funds Expended on Capital,$0
50020.00,5020,Springfield City Area Transit,Reduced Reporter,Urban,DR,PT,Funds Expended on Operations,"$22,118"
50020.00,5020,Springfield City Area Transit,Reduced Reporter,Urban,MB,PT,Funds Expended on Capital,$0
50020.00,5020,Springfield City Area Transit,Reduced Reporter,Urban,MB,PT,Funds Expended on Operations,"$142,938"
50021.00,5021,Portage Area Regional Transportation Authority,Full Reporter,Urban,DR,DO,Funds Earned During Period,"$282,197"
50021.00,5021,Portage Area Regional Transportation Authority,Full Reporter,Urban,MB,DO,Funds Earned During Period,"$2,402,502"
50022.00,5022,Toledo Area Regional Transit Authority,Full Reporter,Urban,DR,DO,Funds Earned During Period,"$647,535"
50022.00,5022,Toledo Area Regional Transit Authority,Full Reporter,Urban,DR,PT,Funds Earned During Period,"$115,199"
50022.00,5022,Toledo Area Regional Transit Authority,Full Reporter,Urban,MB,DO,Funds Earned During Period,"$4,611,934"
50024.00,5024,Western Reserve Transit Authority,Full Reporter,Urban,DR,DO,Funds Earned During Period,"$92,644"
50024.00,5024,Western Reserve Transit Authority,Full Reporter,Urban,MB,DO,Funds Earned During Period,"$893,034"
50025.00,5025,Duluth Transit Authority,Full Reporter,Urban,DR,PT,Funds Earned During Period,"$66,927"
50025.00,5025,Duluth Transit Authority,Full Reporter,Urban,MB,DO,Funds Earned During Period,"$2,433,944"
50026.00,5026,"City of Moorhead, DBA: Metropolitan Area Transit",Full Reporter,Urban,DR,PT,Funds Earned During Period,"$61,242"
50026.00,5026,"City of Moorhead, DBA: Metropolitan Area Transit",Full Reporter,Urban,MB,PT,Funds Earned During Period,"$312,938"
50027.00,5027,Metro Transit ,Full Reporter,Urban,CR,PT,Funds Earned During Period,"$2,516,900"
50027.00,5027,Metro Transit ,Full Reporter,Urban,LR,DO,Funds Earned During Period,"$24,144,349"
50027.00,5027,Metro Transit ,Full Reporter,Urban,MB,DO,Funds Earned During Period,"$66,307,058"
50028.00,5028,St. Cloud Metropolitan Transit Commission,Full Reporter,Urban,CB,DO,Funds Earned During Period,"$83,563"
50028.00,5028,St. Cloud Metropolitan Transit Commission,Full Reporter,Urban,DR,DO,Funds Earned During Period,"$380,355"
50028.00,5028,St. Cloud Metropolitan Transit Commission,Full Reporter,Urban,MB,DO,Funds Earned During Period,"$1,076,494"
50029.00,5029,Bay Metropolitan Transit Authority,Full Reporter,Urban,DR,DO,Funds Earned During Period,"$77,025"
50029.00,5029,Bay Metropolitan Transit Authority,Full Reporter,Urban,MB,DO,Funds Earned During Period,"$638,933"
50030.00,5030,Battle Creek Transit,Reduced Reporter,Urban,DR,DO,Funds Expended on Capital,
50030.00,5030,Battle Creek Transit,Reduced Reporter,Urban,DR,DO,Funds Expended on Operations,"$39,777"
50030.00,5030,Battle Creek Transit,Reduced Reporter,Urban,MB,DO,Funds Expended on Capital,
50030.00,5030,Battle Creek Transit,Reduced Reporter,Urban,MB,DO,Funds Expended on Operations,"$309,144"
50031.00,5031,Suburban Mobility Authority for Regional Transportation,Full Reporter,Urban,DR,DO,Funds Earned During Period,"$541,707"
50031.00,5031,Suburban Mobility Authority for Regional Transportation,Full Reporter,Urban,DR,PT,Funds Earned During Period,"$330,535"
50031.00,5031,Suburban Mobility Authority for Regional Transportation,Full Reporter,Urban,MB,DO,Funds Earned During Period,"$11,148,687"
50031.00,5031,Suburban Mobility Authority for Regional Transportation,Full Reporter,Urban,MB,PT,Funds Earned During Period,"$189,949"
50032.00,5032,Mass Transportation Authority ,Full Reporter,Urban,DR,DO,Funds Earned During Period,"$805,127"
50032.00,5032,Mass Transportation Authority ,Full Reporter,Urban,DR,PT,Funds Earned During Period,"$8,562"
50032.00,5032,Mass Transportation Authority ,Full Reporter,Urban,MB,DO,Funds Earned During Period,"$5,151,778"
50033.00,5033,Interurban Transit Partnership,Full Reporter,Urban,DR,PT,Funds Earned During Period,"$1,037,657"
50033.00,5033,Interurban Transit Partnership,Full Reporter,Urban,MB,DO,Funds Earned During Period,"$8,403,906"
50033.00,5033,Interurban Transit Partnership,Full Reporter,Urban,RB,DO,Funds Earned During Period,"$856,900"
50033.00,5033,Interurban Transit Partnership,Full Reporter,Urban,VP,DO,Funds Earned During Period,"$147,301"
50034.00,5034,City of Jackson Transportation Authority,Full Reporter,Urban,DR,DO,Funds Earned During Period,"$74,450"
50034.00,5034,City of Jackson Transportation Authority,Full Reporter,Urban,MB,DO,Funds Earned During Period,"$348,274"
50035.00,5035,Central County Transportation Authority,Full Reporter,Urban,DR,PT,Funds Earned During Period,"$581,514"
50035.00,5035,Central County Transportation Authority,Full Reporter,Urban,MB,DO,Funds Earned During Period,"$2,630,545"
50036.00,5036,Capital Area Transportation Authority,Full Reporter,Urban,DR,DO,Funds Earned During Period,"$867,290"
50036.00,5036,Capital Area Transportation Authority,Full Reporter,Urban,DR,PT,Funds Earned During Period,"$239,112"
50036.00,5036,Capital Area Transportation Authority,Full Reporter,Urban,MB,DO,Funds Earned During Period,"$5,802,218"
50037.00,5037,Muskegon Area Transit System,Reduced Reporter,Urban,DR,DO,Funds Expended on Capital,$0
50037.00,5037,Muskegon Area Transit System,Reduced Reporter,Urban,DR,DO,Funds Expended on Operations,"$66,902"
50037.00,5037,Muskegon Area Transit System,Reduced Reporter,Urban,MB,DO,Funds Expended on Capital,$0
50037.00,5037,Muskegon Area Transit System,Reduced Reporter,Urban,MB,DO,Funds Expended on Operations,"$328,255"
50038.00,5038,City of Niles ,Reduced Reporter,Urban,DR,DO,Funds Expended on Capital,
50038.00,5038,City of Niles ,Reduced Reporter,Urban,DR,DO,Funds Expended on Operations,
50038.00,5038,City of Niles ,Reduced Reporter,Urban,MB,DO,Funds Expended on Capital,
50038.00,5038,City of Niles ,Reduced Reporter,Urban,MB,DO,Funds Expended on Operations,
50039.00,5039,Saginaw Transit Authority Regional Service,Full Reporter,Urban,DR,DO,Funds Earned During Period,"$88,983"
50039.00,5039,Saginaw Transit Authority Regional Service,Full Reporter,Urban,MB,DO,Funds Earned During Period,"$630,342"
50040.00,5040,Ann Arbor Area Transportation Authority,Full Reporter,Urban,CB,DO,Funds Earned During Period,"$115,970"
50040.00,5040,Ann Arbor Area Transportation Authority,Full Reporter,Urban,CB,PT,Funds Earned During Period,"$1,015,255"
50040.00,5040,Ann Arbor Area Transportation Authority,Full Reporter,Urban,DR,PT,Funds Earned During Period,"$622,419"
50040.00,5040,Ann Arbor Area Transportation Authority,Full Reporter,Urban,DT,PT,Funds Earned During Period,"$129,055"
50040.00,5040,Ann Arbor Area Transportation Authority,Full Reporter,Urban,MB,DO,Funds Earned During Period,"$4,879,796"
50040.00,5040,Ann Arbor Area Transportation Authority,Full Reporter,Urban,VP,PT,Funds Earned During Period,
50041.00,5041,City of Anderson Transportation System,Reduced Reporter,Urban,DR,DO,Funds Expended on Capital,"$46,495"
50041.00,5041,City of Anderson Transportation System,Reduced Reporter,Urban,DR,DO,Funds Expended on Operations,$0
50041.00,5041,City of Anderson Transportation System,Reduced Reporter,Urban,MB,DO,Funds Expended on Capital,$0
50041.00,5041,City of Anderson Transportation System,Reduced Reporter,Urban,MB,DO,Funds Expended on Operations,"$108,663"
50042.00,5042,East Chicago Transit,Full Reporter,Urban,DR,DO,Funds Earned During Period,
50042.00,5042,East Chicago Transit,Full Reporter,Urban,MB,DO,Funds Earned During Period,
50043.00,5043,Metropolitan Evansville Transit System,Full Reporter,Urban,DR,DO,Funds Earned During Period,"$405,087"
50043.00,5043,Metropolitan Evansville Transit System,Full Reporter,Urban,MB,DO,Funds Earned During Period,"$1,341,736"
50044.00,5044,Fort Wayne Public Transportation Corporation,Full Reporter,Urban,DR,DO,Funds Earned During Period,"$186,736"
50044.00,5044,Fort Wayne Public Transportation Corporation,Full Reporter,Urban,MB,DO,Funds Earned During Period,"$1,521,133"
50045.00,5045,Gary Public Transportation Corporation,Full Reporter,Urban,DR,DO,Funds Earned During Period,"$45,068"
50045.00,5045,Gary Public Transportation Corporation,Full Reporter,Urban,MB,DO,Funds Earned During Period,"$605,982"
50047.00,5047,Bloomington-Normal Public Transit System,Full Reporter,Urban,DR,DO,Funds Earned During Period,"$123,656"
50047.00,5047,Bloomington-Normal Public Transit System,Full Reporter,Urban,MB,DO,Funds Earned During Period,"$1,127,929"
50050.00,5050,Indianapolis and Marion County Public Transportation,Full Reporter,Urban,DR,PT,Funds Earned During Period,"$1,058,855"
50050.00,5050,Indianapolis and Marion County Public Transportation,Full Reporter,Urban,MB,DO,Funds Earned During Period,"$8,998,862"
50051.00,5051,Greater Lafayette Public Transportation Corporation,Full Reporter,Urban,DR,DO,Funds Earned During Period,"$119,984"
50051.00,5051,Greater Lafayette Public Transportation Corporation,Full Reporter,Urban,MB,DO,Funds Earned During Period,"$2,996,171"
50052.00,5052,South Bend Public Transportation Corporation,Full Reporter,Urban,DR,DO,Funds Earned During Period,"$134,758"
50052.00,5052,South Bend Public Transportation Corporation,Full Reporter,Urban,MB,DO,Funds Earned During Period,"$1,206,516"
50053.00,5053,Terre Haute Transit Utility,Full Reporter,Urban,DR,DO,Funds Earned During Period,"$40,709"
50053.00,5053,Terre Haute Transit Utility,Full Reporter,Urban,MB,DO,Funds Earned During Period,"$130,589"
50054.00,5054,Muncie Indiana Transit System,Full Reporter,Urban,DR,DO,Funds Earned During Period,"$44,701"
50054.00,5054,Muncie Indiana Transit System,Full Reporter,Urban,MB,DO,Funds Earned During Period,"$184,133"
50056.00,5056,Greater Peoria Mass Transit District,Full Reporter,Urban,DR,PT,Funds Earned During Period,"$284,036"
50056.00,5056,Greater Peoria Mass Transit District,Full Reporter,Urban,MB,DO,Funds Earned During Period,"$1,582,189"
50057.00,5057,Rock Island County Metropolitan Mass Transit District,Full Reporter,Urban,DR,DO,Funds Earned During Period,"$165,228"
50057.00,5057,Rock Island County Metropolitan Mass Transit District,Full Reporter,Urban,DR,PT,Funds Earned During Period,"$39,012"
50057.00,5057,Rock Island County Metropolitan Mass Transit District,Full Reporter,Urban,FB,PT,Funds Earned During Period,"$198,630"
50057.00,5057,Rock Island County Metropolitan Mass Transit District,Full Reporter,Urban,MB,DO,Funds Earned During Period,"$826,791"
50057.00,5057,Rock Island County Metropolitan Mass Transit District,Full Reporter,Urban,MB,PT,Funds Earned During Period,"$3,736"
50058.00,5058,Rockford Mass Transit District,Full Reporter,Urban,DR,DO,Funds Earned During Period,"$241,777"
50058.00,5058,Rockford Mass Transit District,Full Reporter,Urban,DR,PT,Funds Earned During Period,"$21,457"
50058.00,5058,Rockford Mass Transit District,Full Reporter,Urban,MB,DO,Funds Earned During Period,"$1,037,931"
50059.00,5059,Springfield Mass Transit District,Full Reporter,Urban,DR,DO,Funds Earned During Period,"$228,586"
50059.00,5059,Springfield Mass Transit District,Full Reporter,Urban,MB,DO,Funds Earned During Period,"$916,647"
50060.00,5060,Champaign-Urbana Mass Transit District,Full Reporter,Urban,DR,DO,Funds Earned During Period,"$41,340"
50060.00,5060,Champaign-Urbana Mass Transit District,Full Reporter,Urban,DR,PT,Funds Earned During Period,"$235,470"
50060.00,5060,Champaign-Urbana Mass Transit District,Full Reporter,Urban,MB,DO,Funds Earned During Period,"$7,377,733"
50061.00,5061,Decatur Public Transit System,Full Reporter,Urban,DR,DO,Funds Earned During Period,"$36,573"
50061.00,5061,Decatur Public Transit System,Full Reporter,Urban,DT,PT,Funds Earned During Period,"$12,746"
50061.00,5061,Decatur Public Transit System,Full Reporter,Urban,MB,DO,Funds Earned During Period,"$483,781"
50066.00,5066,Chicago Transit Authority,Full Reporter,Urban,HR,DO,Funds Earned During Period,"$294,492,127"
50066.00,5066,Chicago Transit Authority,Full Reporter,Urban,MB,DO,Funds Earned During Period,"$270,336,920"
50088.00,5088,Shoreline Metro,Reduced Reporter,Urban,DR,DO,Funds Expended on Capital,$0
50088.00,5088,Shoreline Metro,Reduced Reporter,Urban,DR,DO,Funds Expended on Operations,"$276,786"
50088.00,5088,Shoreline Metro,Reduced Reporter,Urban,MB,DO,Funds Expended on Capital,$0
50088.00,5088,Shoreline Metro,Reduced Reporter,Urban,MB,DO,Funds Expended on Operations,"$463,324"
50090.00,5090,Richland County Transit,Reduced Reporter,Urban,DR,PT,Funds Expended on Capital,
50090.00,5090,Richland County Transit,Reduced Reporter,Urban,DR,PT,Funds Expended on Operations,"$71,566"
50090.00,5090,Richland County Transit,Reduced Reporter,Urban,MB,PT,Funds Expended on Capital,
50090.00,5090,Richland County Transit,Reduced Reporter,Urban,MB,PT,Funds Expended on Operations,"$220,722"
50091.00,5091,Wausau Area Transit System,Reduced Reporter,Urban,DR,DO,Funds Expended on Capital,
50091.00,5091,Wausau Area Transit System,Reduced Reporter,Urban,DR,DO,Funds Expended on Operations,"$8,223"
50091.00,5091,Wausau Area Transit System,Reduced Reporter,Urban,MB,DO,Funds Expended on Capital,
50091.00,5091,Wausau Area Transit System,Reduced Reporter,Urban,MB,DO,Funds Expended on Operations,"$391,313"
50092.00,5092,City of Rochester Public Transportation,Full Reporter,Urban,DR,PT,Funds Earned During Period,"$121,299"
50092.00,5092,City of Rochester Public Transportation,Full Reporter,Urban,DT,PT,Funds Earned During Period,"$48,528"
50092.00,5092,City of Rochester Public Transportation,Full Reporter,Urban,MB,PT,Funds Earned During Period,"$2,505,786"
50093.00,5093,Lima Allen County Regional Transit Authority,Reduced Reporter,Urban,DR,DO,Funds Expended on Capital,
50093.00,5093,Lima Allen County Regional Transit Authority,Reduced Reporter,Urban,DR,DO,Funds Expended on Operations,"$19,492"
50093.00,5093,Lima Allen County Regional Transit Authority,Reduced Reporter,Urban,MB,DO,Funds Expended on Capital,
50093.00,5093,Lima Allen County Regional Transit Authority,Reduced Reporter,Urban,MB,DO,Funds Expended on Operations,"$182,591"
50095.00,5095,Lorain County Transit,Reduced Reporter,Urban,DR,PT,Funds Expended on Capital,$0
50095.00,5095,Lorain County Transit,Reduced Reporter,Urban,DR,PT,Funds Expended on Operations,"$29,389"
50095.00,5095,Lorain County Transit,Reduced Reporter,Urban,MB,PT,Funds Expended on Capital,$0
50095.00,5095,Lorain County Transit,Reduced Reporter,Urban,MB,PT,Funds Expended on Operations,"$61,482"
50096.00,5096,City of Waukesha Transit Commission,Full Reporter,Urban,CB,PT,Funds Earned During Period,"$411,960"
50096.00,5096,City of Waukesha Transit Commission,Full Reporter,Urban,DR,DO,Funds Earned During Period,"$32,518"
50096.00,5096,City of Waukesha Transit Commission,Full Reporter,Urban,DR,PT,Funds Earned During Period,"$26,904"
50096.00,5096,City of Waukesha Transit Commission,Full Reporter,Urban,MB,DO,Funds Earned During Period,"$800,811"
50098.00,5098,Michigan City Transit,Reduced Reporter,Urban,CB,DO,Funds Expended on Capital,
50098.00,5098,Michigan City Transit,Reduced Reporter,Urban,CB,DO,Funds Expended on Operations,"$7,984"
50098.00,5098,Michigan City Transit,Reduced Reporter,Urban,DR,DO,Funds Expended on Capital,
50098.00,5098,Michigan City Transit,Reduced Reporter,Urban,DR,DO,Funds Expended on Operations,"$10,010"
50098.00,5098,Michigan City Transit,Reduced Reporter,Urban,MB,DO,Funds Expended on Capital,
50098.00,5098,Michigan City Transit,Reduced Reporter,Urban,MB,DO,Funds Expended on Operations,"$87,483"
50099.00,5099,Eau Claire Transit,Full Reporter,Urban,DR,PT,Funds Earned During Period,"$293,667"
50099.00,5099,Eau Claire Transit,Full Reporter,Urban,MB,DO,Funds Earned During Period,"$803,452"
50103.00,5103,North Township of Lake County Dial-A-Ride,Full Reporter,Urban,DR,DO,Funds Earned During Period,
50103.00,5103,North Township of Lake County Dial-A-Ride,Full Reporter,Urban,DT,PT,Funds Earned During Period,$0
50104.00,5104,Northern Indiana Commuter Transportation District,Full Reporter,Urban,CR,DO,Funds Earned During Period,"$22,178,092"
50107.00,5107,Henderson Area Rapid Transit,Reduced Reporter,Urban,DR,DO,Funds Expended on Capital,
50107.00,5107,Henderson Area Rapid Transit,Reduced Reporter,Urban,DR,DO,Funds Expended on Operations,"$7,303"
50107.00,5107,Henderson Area Rapid Transit,Reduced Reporter,Urban,MB,DO,Funds Expended on Capital,
50107.00,5107,Henderson Area Rapid Transit,Reduced Reporter,Urban,MB,DO,Funds Expended on Operations,"$27,088"
