,Year,Total_Labor_MSA,Unemployment_Labor_MSA,Employment_Labor_MSA,Unemployment_Rate_MSA,Geography
1389,2005,72514.91666666669,2959.166666666666,69555.75,4.083333333333333,"La Crosse-Onalaska, WI-MN  Metro Area"
1390,2006,74899.91666666669,2886.416666666666,72013.5,3.85,"La Crosse-Onalaska, WI-MN  Metro Area"
1391,2007,75404.58333333331,3079.833333333333,72324.75,4.091666666666667,"La Crosse-Onalaska, WI-MN  Metro Area"
1392,2008,76261.66666666669,3200.25,73061.41666666669,4.2,"La Crosse-Onalaska, WI-MN  Metro Area"
1393,2009,77010.5,5265.583333333333,71744.91666666669,6.816666666666666,"La Crosse-Onalaska, WI-MN  Metro Area"
1394,2010,76423.58333333331,5187.583333333333,71236.0,6.775,"La Crosse-Onalaska, WI-MN  Metro Area"
1395,2011,76222.08333333331,4654.666666666667,71567.41666666669,6.1083333333333325,"La Crosse-Onalaska, WI-MN  Metro Area"
1396,2012,76986.08333333331,4226.833333333333,72759.25,5.5,"La Crosse-Onalaska, WI-MN  Metro Area"
1397,2013,77251.75,4061.916666666666,73189.83333333331,5.275,"La Crosse-Onalaska, WI-MN  Metro Area"
1398,2014,77043.16666666669,3362.166666666666,73681.0,4.366666666666666,"La Crosse-Onalaska, WI-MN  Metro Area"
1399,2015,77100.83333333331,2966.5,74134.33333333331,3.858333333333334,"La Crosse-Onalaska, WI-MN  Metro Area"
1400,2016,78328.25,2855.833333333333,75472.41666666669,3.641666666666667,"La Crosse-Onalaska, WI-MN  Metro Area"
1401,2017,78287.5,2329.583333333333,75957.91666666669,2.9666666666666663,"La Crosse-Onalaska, WI-MN  Metro Area"
1402,2018,77720.91666666669,2065.083333333333,75655.83333333331,2.6666666666666665,"La Crosse-Onalaska, WI-MN  Metro Area"
1403,2019,78190.0,2484.6666666666665,75705.33333333331,3.2,"La Crosse-Onalaska, WI-MN  Metro Area"
1404,2002,197103.36363636365,11051.454545454546,186051.9090909091,5.6,"Lafayette, LA  Metro Area"
1405,2003,196910.0833333333,11239.166666666664,185670.91666666663,5.716666666666668,"Lafayette, LA  Metro Area"
1406,2004,198109.66666666663,10280.25,187829.41666666663,5.183333333333334,"Lafayette, LA  Metro Area"
1407,2005,208274.0,11965.333333333336,196308.66666666663,5.699999999999998,"Lafayette, LA  Metro Area"
1408,2006,215066.3333333333,7471.0,207595.3333333333,3.4666666666666663,"Lafayette, LA  Metro Area"
1409,2007,218686.16666666663,7353.5,211332.66666666663,3.3666666666666667,"Lafayette, LA  Metro Area"
1410,2008,224389.3333333333,8600.416666666666,215788.91666666663,3.833333333333334,"Lafayette, LA  Metro Area"
1411,2009,220870.91666666663,12932.666666666664,207938.25,5.866666666666666,"Lafayette, LA  Metro Area"
1412,2010,221627.91666666663,15537.416666666664,206090.5,7.0,"Lafayette, LA  Metro Area"
1413,2011,220978.0833333333,14441.916666666664,206536.16666666663,6.525,"Lafayette, LA  Metro Area"
1414,2012,224990.91666666663,12590.0,212400.91666666663,5.608333333333333,"Lafayette, LA  Metro Area"
1415,2013,227898.33333333328,12407.25,215491.0833333333,5.441666666666667,"Lafayette, LA  Metro Area"
1416,2014,232912.16666666663,12515.333333333336,220396.8333333333,5.358333333333333,"Lafayette, LA  Metro Area"
1417,2015,227629.0,14616.583333333336,213012.41666666663,6.408333333333332,"Lafayette, LA  Metro Area"
1418,2016,216628.5833333333,15280.75,201347.8333333333,7.050000000000002,"Lafayette, LA  Metro Area"
1419,2017,212686.0,11856.666666666664,200829.3333333333,5.566666666666666,"Lafayette, LA  Metro Area"
1420,2018,212522.75,10481.75,202041.0,4.925,"Lafayette, LA  Metro Area"
1421,2019,211275.66666666663,9310.666666666666,201965.0,4.433333333333334,"Lafayette, LA  Metro Area"
1422,2002,95943.54545454547,4170.090909090909,91773.45454545453,4.354545454545455,"Lafayette-West Lafayette, IN  Metro Area"
1423,2003,92903.0,4544.25,88358.75,4.891666666666667,"Lafayette-West Lafayette, IN  Metro Area"
1424,2004,92792.91666666669,4549.25,88243.66666666669,4.891666666666667,"Lafayette-West Lafayette, IN  Metro Area"
1425,2005,94494.16666666669,4646.083333333333,89848.08333333331,4.925000000000002,"Lafayette-West Lafayette, IN  Metro Area"
1426,2006,95629.91666666669,4179.916666666667,91450.0,4.383333333333333,"Lafayette-West Lafayette, IN  Metro Area"
1427,2007,95775.16666666669,3813.416666666666,91961.75,3.966666666666667,"Lafayette-West Lafayette, IN  Metro Area"
1428,2008,98131.5,4767.083333333333,93364.41666666669,4.8500000000000005,"Lafayette-West Lafayette, IN  Metro Area"
1429,2009,98562.0,9168.166666666666,89393.83333333331,9.308333333333334,"Lafayette-West Lafayette, IN  Metro Area"
1430,2010,101445.83333333331,9111.75,92334.08333333331,8.966666666666667,"Lafayette-West Lafayette, IN  Metro Area"
1431,2011,102223.91666666669,7743.5,94480.41666666669,7.583333333333331,"Lafayette-West Lafayette, IN  Metro Area"
1432,2012,102981.83333333331,7226.5,95755.33333333331,7.000000000000001,"Lafayette-West Lafayette, IN  Metro Area"
1433,2013,103997.33333333331,6967.583333333332,97029.75,6.708333333333332,"Lafayette-West Lafayette, IN  Metro Area"
1434,2014,105598.41666666669,5347.416666666667,100251.0,5.066666666666666,"Lafayette-West Lafayette, IN  Metro Area"
1435,2015,107703.83333333331,4592.916666666667,103110.91666666669,4.275,"Lafayette-West Lafayette, IN  Metro Area"
1436,2016,109071.58333333331,4445.5,104626.08333333331,4.066666666666666,"Lafayette-West Lafayette, IN  Metro Area"
1437,2017,110255.83333333331,3594.666666666666,106661.16666666669,3.2583333333333333,"Lafayette-West Lafayette, IN  Metro Area"
1438,2018,112530.91666666669,3563.833333333333,108967.08333333331,3.1750000000000003,"Lafayette-West Lafayette, IN  Metro Area"
1439,2019,112752.33333333331,4038.333333333334,108714.0,3.6,"Lafayette-West Lafayette, IN  Metro Area"
1440,2002,238190.36363636365,14111.636363636364,224078.72727272726,5.918181818181817,"Lakeland-Winter Haven, FL  Metro Area"
1441,2003,239924.08333333328,13609.083333333336,226315.0,5.675000000000002,"Lakeland-Winter Haven, FL  Metro Area"
1442,2004,249232.5,12662.333333333336,236570.16666666663,5.083333333333334,"Lakeland-Winter Haven, FL  Metro Area"
1443,2005,258157.75,10479.25,247678.5,4.058333333333334,"Lakeland-Winter Haven, FL  Metro Area"
1444,2006,264259.0,9653.833333333334,254605.16666666663,3.65,"Lakeland-Winter Haven, FL  Metro Area"
1445,2007,268192.58333333326,12277.583333333336,255915.0,4.575,"Lakeland-Winter Haven, FL  Metro Area"
1446,2008,273426.75,18937.0,254489.75,6.916666666666668,"Lakeland-Winter Haven, FL  Metro Area"
1447,2009,273152.25,30826.33333333333,242325.91666666663,11.308333333333332,"Lakeland-Winter Haven, FL  Metro Area"
1448,2010,278479.16666666674,33811.416666666664,244667.75,12.158333333333333,"Lakeland-Winter Haven, FL  Metro Area"
1449,2011,276920.83333333326,31180.41666666667,245740.41666666663,11.258333333333335,"Lakeland-Winter Haven, FL  Metro Area"
1450,2012,277091.08333333326,26632.66666666667,250458.41666666663,9.6,"Lakeland-Winter Haven, FL  Metro Area"
1451,2013,278708.25,22913.08333333333,255795.16666666663,8.199999999999998,"Lakeland-Winter Haven, FL  Metro Area"
1452,2014,278219.66666666674,20028.916666666668,258190.75,7.208333333333332,"Lakeland-Winter Haven, FL  Metro Area"
1453,2015,279553.33333333326,17728.333333333332,261825.0,6.333333333333332,"Lakeland-Winter Haven, FL  Metro Area"
1454,2016,286640.75,15823.916666666664,270816.83333333326,5.524999999999999,"Lakeland-Winter Haven, FL  Metro Area"
1455,2017,294256.5,14091.333333333336,280165.16666666674,4.783333333333334,"Lakeland-Winter Haven, FL  Metro Area"
1456,2018,298759.41666666674,12156.083333333336,286603.33333333326,4.075,"Lakeland-Winter Haven, FL  Metro Area"
1457,2019,300220.66666666674,12036.333333333336,288184.33333333326,4.0,"Lakeland-Winter Haven, FL  Metro Area"
1458,2002,245335.0909090909,10886.272727272728,234448.81818181818,4.4363636363636365,"Lansing-East Lansing, MI  Metro Area"
1459,2003,245731.25,13159.833333333336,232571.41666666663,5.333333333333333,"Lansing-East Lansing, MI  Metro Area"
1460,2004,248012.0,14531.333333333336,233480.66666666663,5.858333333333333,"Lansing-East Lansing, MI  Metro Area"
1461,2005,248084.41666666663,14996.166666666664,233088.25,6.033333333333334,"Lansing-East Lansing, MI  Metro Area"
1462,2006,250346.75,15272.333333333336,235074.41666666663,6.091666666666666,"Lansing-East Lansing, MI  Metro Area"
1463,2007,250324.5,14758.0,235566.5,5.8916666666666675,"Lansing-East Lansing, MI  Metro Area"
1464,2008,248993.25,16353.833333333336,232639.41666666663,6.550000000000002,"Lansing-East Lansing, MI  Metro Area"
1465,2009,247093.08333333328,26906.75,220186.3333333333,10.9,"Lansing-East Lansing, MI  Metro Area"
1466,2010,245259.66666666663,24076.0,221183.66666666663,9.816666666666668,"Lansing-East Lansing, MI  Metro Area"
1467,2011,239726.25,20014.75,219711.5,8.35,"Lansing-East Lansing, MI  Metro Area"
1468,2012,236556.25,17371.0,219185.25,7.333333333333332,"Lansing-East Lansing, MI  Metro Area"
1469,2013,238419.66666666663,17074.666666666668,221345.0,7.158333333333334,"Lansing-East Lansing, MI  Metro Area"
1470,2014,240727.83333333328,14212.083333333336,226515.75,5.9,"Lansing-East Lansing, MI  Metro Area"
1471,2015,241313.25,10864.25,230449.0,4.508333333333334,"Lansing-East Lansing, MI  Metro Area"
1472,2016,246405.58333333328,10204.0,236201.58333333328,4.15,"Lansing-East Lansing, MI  Metro Area"
1473,2017,248922.66666666663,10228.5,238694.16666666663,4.108333333333333,"Lansing-East Lansing, MI  Metro Area"
1474,2018,248507.0,8763.083333333334,239743.91666666663,3.5333333333333337,"Lansing-East Lansing, MI  Metro Area"
1475,2019,249593.0,9056.333333333334,240536.66666666663,3.633333333333333,"Lansing-East Lansing, MI  Metro Area"
1476,2002,78225.54545454546,5639.090909090909,72586.45454545454,7.209090909090909,"Laredo, TX  Metro Area"
1477,2003,81198.25,5949.416666666668,75248.83333333331,7.341666666666665,"Laredo, TX  Metro Area"
1478,2004,83108.83333333331,5523.5,77585.33333333331,6.65,"Laredo, TX  Metro Area"
1479,2005,85624.58333333331,5140.25,80484.33333333331,6.0,"Laredo, TX  Metro Area"
1480,2006,87892.41666666669,4724.166666666667,83168.25,5.366666666666667,"Laredo, TX  Metro Area"
1481,2007,89295.08333333331,4166.25,85128.83333333331,4.641666666666667,"Laredo, TX  Metro Area"
1482,2008,92360.33333333331,4888.833333333333,87471.5,5.3,"Laredo, TX  Metro Area"
1483,2009,94137.75,8028.166666666668,86109.58333333331,8.508333333333335,"Laredo, TX  Metro Area"
1484,2010,105016.25,8651.916666666666,96364.33333333331,8.233333333333333,"Laredo, TX  Metro Area"
1485,2011,107891.83333333331,8006.583333333332,99885.25,7.425000000000002,"Laredo, TX  Metro Area"
1486,2012,109144.33333333331,7072.666666666668,102071.66666666669,6.483333333333333,"Laredo, TX  Metro Area"
1487,2013,110365.66666666669,6764.75,103600.91666666669,6.1416666666666675,"Laredo, TX  Metro Area"
1488,2014,111318.5,5654.583333333332,105663.91666666669,5.083333333333333,"Laredo, TX  Metro Area"
1489,2015,111871.41666666669,5281.583333333333,106589.83333333331,4.7250000000000005,"Laredo, TX  Metro Area"
1490,2016,113891.83333333331,5559.0,108332.83333333331,4.866666666666667,"Laredo, TX  Metro Area"
1491,2017,115237.33333333331,4853.25,110384.08333333331,4.216666666666667,"Laredo, TX  Metro Area"
1492,2018,116573.33333333331,4383.25,112190.08333333331,3.766666666666667,"Laredo, TX  Metro Area"
1493,2019,118633.0,4884.666666666667,113748.33333333331,4.1000000000000005,"Laredo, TX  Metro Area"
1494,2002,59405.72727272727,2255.818181818182,57149.90909090909,3.8,"Lawrence, KS  Metro Area"
1495,2003,61313.41666666666,2377.583333333333,58935.83333333334,3.883333333333333,"Lawrence, KS  Metro Area"
1496,2004,63173.08333333334,2622.9166666666665,60550.16666666666,4.15,"Lawrence, KS  Metro Area"
1497,2005,63185.66666666666,2506.6666666666665,60679.0,3.966666666666667,"Lawrence, KS  Metro Area"
1498,2006,62559.58333333334,2379.6666666666665,60179.91666666666,3.808333333333333,"Lawrence, KS  Metro Area"
1499,2007,62109.66666666666,2417.6666666666665,59692.0,3.891666666666666,"Lawrence, KS  Metro Area"
1500,2008,61711.91666666666,2597.6666666666665,59114.25,4.208333333333334,"Lawrence, KS  Metro Area"
1501,2009,63190.58333333334,3612.0,59578.58333333334,5.7250000000000005,"Lawrence, KS  Metro Area"
1502,2010,64378.58333333334,3805.083333333334,60573.5,5.916666666666668,"Lawrence, KS  Metro Area"
1503,2011,63746.66666666666,3605.583333333334,60141.08333333334,5.666666666666668,"Lawrence, KS  Metro Area"
1504,2012,63495.91666666666,3260.666666666666,60235.25,5.15,"Lawrence, KS  Metro Area"
1505,2013,63535.58333333334,3056.333333333333,60479.25,4.8166666666666655,"Lawrence, KS  Metro Area"
1506,2014,64653.08333333334,2640.4166666666665,62012.66666666666,4.108333333333333,"Lawrence, KS  Metro Area"
1507,2015,64800.0,2389.1666666666665,62410.83333333334,3.6833333333333336,"Lawrence, KS  Metro Area"
1508,2016,65276.16666666666,2308.25,62967.91666666666,3.5416666666666674,"Lawrence, KS  Metro Area"
1509,2017,65185.66666666666,2092.833333333333,63092.83333333334,3.2166666666666663,"Lawrence, KS  Metro Area"
1510,2018,65199.0,1995.333333333333,63203.66666666666,3.075,"Lawrence, KS  Metro Area"
1511,2019,65369.0,2227.333333333333,63141.66666666666,3.4,"Lawrence, KS  Metro Area"
1512,2002,67045.0,2828.5454545454545,64216.454545454544,4.20909090909091,"Lebanon, PA  Metro Area"
1513,2003,66869.91666666669,2847.333333333333,64022.58333333334,4.258333333333334,"Lebanon, PA  Metro Area"
1514,2004,68885.08333333331,2761.083333333333,66124.0,4.016666666666667,"Lebanon, PA  Metro Area"
1515,2005,70116.83333333331,2518.583333333333,67598.25,3.591666666666667,"Lebanon, PA  Metro Area"
1516,2006,71165.66666666669,2402.0,68763.66666666669,3.3833333333333333,"Lebanon, PA  Metro Area"
1517,2007,72123.5,2495.75,69627.75,3.45,"Lebanon, PA  Metro Area"
1518,2008,73368.16666666669,3044.5,70323.66666666669,4.15,"Lebanon, PA  Metro Area"
1519,2009,72762.91666666669,4877.75,67885.16666666669,6.699999999999998,"Lebanon, PA  Metro Area"
1520,2010,70062.0,5235.833333333333,64826.16666666666,7.475,"Lebanon, PA  Metro Area"
1521,2011,69836.75,4832.5,65004.25,6.925,"Lebanon, PA  Metro Area"
1522,2012,70908.25,4730.916666666667,66177.33333333331,6.675000000000002,"Lebanon, PA  Metro Area"
1523,2013,70741.0,4396.916666666667,66344.08333333331,6.216666666666668,"Lebanon, PA  Metro Area"
1524,2014,70094.25,3470.25,66624.0,4.941666666666666,"Lebanon, PA  Metro Area"
1525,2015,70011.58333333331,3167.166666666666,66844.41666666669,4.516666666666667,"Lebanon, PA  Metro Area"
1526,2016,70571.33333333331,3158.583333333333,67412.75,4.474999999999999,"Lebanon, PA  Metro Area"
1527,2017,70729.75,2910.083333333333,67819.66666666669,4.116666666666667,"Lebanon, PA  Metro Area"
1528,2018,71221.75,2677.0,68544.75,3.75,"Lebanon, PA  Metro Area"
1529,2019,71198.33333333331,2558.0,68640.33333333331,3.6,"Lebanon, PA  Metro Area"
1530,2002,224343.0,9790.363636363636,214552.63636363635,4.363636363636363,"Lexington-Fayette, KY  Metro Area"
1531,2003,224932.0,10671.25,214260.75,4.758333333333334,"Lexington-Fayette, KY  Metro Area"
1532,2004,223682.41666666663,9436.666666666666,214245.75,4.2250000000000005,"Lexington-Fayette, KY  Metro Area"
1533,2005,229054.33333333328,10575.75,218478.5833333333,4.608333333333333,"Lexington-Fayette, KY  Metro Area"
1534,2006,234005.75,10527.5,223478.25,4.508333333333334,"Lexington-Fayette, KY  Metro Area"
1535,2007,236576.08333333328,9843.416666666666,226732.66666666663,4.158333333333334,"Lexington-Fayette, KY  Metro Area"
1536,2008,235591.5,12039.0,223552.5,5.108333333333333,"Lexington-Fayette, KY  Metro Area"
1537,2009,237200.16666666663,19964.75,217235.41666666663,8.416666666666666,"Lexington-Fayette, KY  Metro Area"
1538,2010,255703.75,20276.666666666668,235427.08333333328,7.933333333333334,"Lexington-Fayette, KY  Metro Area"
1539,2011,257027.83333333328,18788.08333333333,238239.75,7.308333333333334,"Lexington-Fayette, KY  Metro Area"
1540,2012,258277.08333333328,15924.583333333336,242352.5,6.15,"Lexington-Fayette, KY  Metro Area"
1541,2013,261104.5,15736.083333333336,245368.41666666663,6.0166666666666675,"Lexington-Fayette, KY  Metro Area"
1542,2014,259324.33333333328,12814.0,246510.33333333328,4.933333333333334,"Lexington-Fayette, KY  Metro Area"
1543,2015,261052.66666666663,10395.0,250657.66666666663,3.983333333333334,"Lexington-Fayette, KY  Metro Area"
1544,2016,266539.08333333326,10014.166666666666,256524.91666666663,3.775,"Lexington-Fayette, KY  Metro Area"
1545,2017,272661.25,10223.083333333334,262438.16666666674,3.75,"Lexington-Fayette, KY  Metro Area"
1546,2018,271581.5,9260.416666666666,262321.08333333326,3.4166666666666665,"Lexington-Fayette, KY  Metro Area"
1547,2019,270971.66666666674,9392.333333333334,261579.33333333328,3.5,"Lexington-Fayette, KY  Metro Area"
1548,2002,161009.54545454544,5048.818181818182,155960.72727272724,3.1363636363636362,"Lincoln, NE  Metro Area"
1549,2003,162952.83333333337,5875.916666666668,157076.91666666663,3.608333333333333,"Lincoln, NE  Metro Area"
1550,2004,164409.66666666663,5644.0,158765.66666666663,3.4416666666666664,"Lincoln, NE  Metro Area"
1551,2005,165262.58333333337,5799.333333333332,159463.25,3.516666666666667,"Lincoln, NE  Metro Area"
1552,2006,165013.58333333337,4668.25,160345.33333333337,2.833333333333333,"Lincoln, NE  Metro Area"
1553,2007,166259.0,4638.916666666667,161620.08333333337,2.7916666666666665,"Lincoln, NE  Metro Area"
1554,2008,168912.33333333337,5185.916666666667,163726.41666666663,3.0750000000000006,"Lincoln, NE  Metro Area"
1555,2009,169552.5,7290.0,162262.5,4.316666666666666,"Lincoln, NE  Metro Area"
1556,2010,171330.91666666663,7201.666666666668,164129.25,4.2,"Lincoln, NE  Metro Area"
1557,2011,172922.25,6901.75,166020.5,3.9916666666666663,"Lincoln, NE  Metro Area"
1558,2012,176562.91666666663,6365.5,170197.41666666663,3.608333333333333,"Lincoln, NE  Metro Area"
1559,2013,177961.66666666663,6175.5,171786.16666666663,3.458333333333333,"Lincoln, NE  Metro Area"
1560,2014,176593.58333333337,5278.75,171314.83333333337,2.975,"Lincoln, NE  Metro Area"
1561,2015,176130.25,4668.166666666667,171462.08333333337,2.6666666666666665,"Lincoln, NE  Metro Area"
1562,2016,177616.58333333337,4920.25,172696.33333333337,2.766666666666667,"Lincoln, NE  Metro Area"
1563,2017,178854.33333333337,4661.25,174193.08333333337,2.608333333333333,"Lincoln, NE  Metro Area"
1564,2018,182114.41666666663,4633.166666666667,177481.25,2.5583333333333336,"Lincoln, NE  Metro Area"
1565,2019,182712.3333333333,5100.0,177612.33333333337,2.8000000000000003,"Lincoln, NE  Metro Area"
1566,2002,312461.0909090909,15093.090909090908,297368.0,4.827272727272729,"Little Rock-North Little Rock-Conway, AR  Metro Area"
1567,2003,312705.75,16400.0,296305.75,5.241666666666666,"Little Rock-North Little Rock-Conway, AR  Metro Area"
1568,2004,323146.91666666674,16349.166666666664,306797.75,5.066666666666666,"Little Rock-North Little Rock-Conway, AR  Metro Area"
1569,2005,334364.75,15603.166666666664,318761.58333333326,4.658333333333334,"Little Rock-North Little Rock-Conway, AR  Metro Area"
1570,2006,337356.16666666674,15573.333333333336,321782.83333333326,4.608333333333333,"Little Rock-North Little Rock-Conway, AR  Metro Area"
1571,2007,340575.91666666674,15555.416666666664,325020.5,4.566666666666666,"Little Rock-North Little Rock-Conway, AR  Metro Area"
1572,2008,344176.0,16211.25,327964.75,4.7,"Little Rock-North Little Rock-Conway, AR  Metro Area"
1573,2009,341527.41666666674,22856.66666666667,318670.75,6.683333333333335,"Little Rock-North Little Rock-Conway, AR  Metro Area"
1574,2010,347829.08333333326,24877.0,322952.08333333326,7.150000000000001,"Little Rock-North Little Rock-Conway, AR  Metro Area"
1575,2011,350304.75,25461.83333333333,324842.91666666674,7.275000000000001,"Little Rock-North Little Rock-Conway, AR  Metro Area"
1576,2012,348517.08333333326,23283.91666666667,325233.16666666674,6.675,"Little Rock-North Little Rock-Conway, AR  Metro Area"
1577,2013,346242.41666666674,22116.66666666667,324125.75,6.375,"Little Rock-North Little Rock-Conway, AR  Metro Area"
1578,2014,343373.91666666674,18493.83333333333,324880.08333333326,5.3916666666666675,"Little Rock-North Little Rock-Conway, AR  Metro Area"
1579,2015,347258.91666666674,15573.333333333336,331685.58333333326,4.491666666666667,"Little Rock-North Little Rock-Conway, AR  Metro Area"
1580,2016,350348.41666666674,12290.583333333336,338057.83333333326,3.5250000000000004,"Little Rock-North Little Rock-Conway, AR  Metro Area"
1581,2017,353975.25,11768.083333333336,342207.16666666674,3.316666666666667,"Little Rock-North Little Rock-Conway, AR  Metro Area"
1582,2018,354822.83333333326,11929.166666666664,342893.66666666674,3.358333333333333,"Little Rock-North Little Rock-Conway, AR  Metro Area"
1583,2019,354376.0,12883.666666666664,341492.33333333326,3.633333333333333,"Little Rock-North Little Rock-Conway, AR  Metro Area"
1584,2002,42365.27272727273,4508.363636363636,37856.90909090909,10.636363636363637,"Longview, WA  Metro Area"
1585,2003,42455.0,4254.083333333333,38200.91666666666,10.025,"Longview, WA  Metro Area"
1586,2004,42762.083333333336,3704.5,39057.583333333336,8.65,"Longview, WA  Metro Area"
1587,2005,42977.583333333336,3260.583333333333,39717.0,7.591666666666666,"Longview, WA  Metro Area"
1588,2006,42951.833333333336,3045.75,39906.083333333336,7.091666666666668,"Longview, WA  Metro Area"
1589,2007,43809.333333333336,3088.166666666666,40721.16666666666,7.041666666666665,"Longview, WA  Metro Area"
1590,2008,44370.5,3848.083333333334,40522.41666666666,8.666666666666666,"Longview, WA  Metro Area"
1591,2009,45013.75,6060.25,38953.5,13.45,"Longview, WA  Metro Area"
1592,2010,46432.33333333334,5997.333333333332,40435.0,12.9,"Longview, WA  Metro Area"
1593,2011,44774.08333333334,5339.833333333333,39434.25,11.925,"Longview, WA  Metro Area"
1594,2012,44552.91666666666,4761.583333333333,39791.333333333336,10.7,"Longview, WA  Metro Area"
1595,2013,43324.083333333336,4249.666666666667,39074.41666666666,9.8,"Longview, WA  Metro Area"
1596,2014,43553.833333333336,3513.916666666666,40039.91666666666,8.066666666666668,"Longview, WA  Metro Area"
1597,2015,44070.25,3425.416666666666,40644.833333333336,7.774999999999999,"Longview, WA  Metro Area"
1598,2016,44817.08333333334,3194.583333333333,41622.5,7.133333333333334,"Longview, WA  Metro Area"
1599,2017,45647.75,2764.75,42883.0,6.05,"Longview, WA  Metro Area"
1600,2018,45923.16666666666,2729.1666666666665,43194.0,5.949999999999998,"Longview, WA  Metro Area"
1601,2019,46918.0,3163.666666666666,43754.333333333336,6.7333333333333325,"Longview, WA  Metro Area"
1602,2002,6277897.909090909,394570.8181818182,5883327.090909091,6.290909090909091,"Los Angeles-Long Beach-Anaheim, CA  Metro Area"
1603,2003,6285239.416666668,402834.66666666674,5882404.75,6.408333333333332,"Los Angeles-Long Beach-Anaheim, CA  Metro Area"
1604,2004,6322594.666666668,374515.0,5948079.666666668,5.925,"Los Angeles-Long Beach-Anaheim, CA  Metro Area"
1605,2005,6367520.0,315710.91666666674,6051809.083333332,4.950000000000001,"Los Angeles-Long Beach-Anaheim, CA  Metro Area"
1606,2006,6405660.916666668,284625.08333333326,6121035.833333332,4.433333333333334,"Los Angeles-Long Beach-Anaheim, CA  Metro Area"
1607,2007,6470335.75,311857.33333333326,6158478.416666668,4.816666666666666,"Los Angeles-Long Beach-Anaheim, CA  Metro Area"
1608,2008,6544445.5,459682.25,6084763.25,7.008333333333333,"Los Angeles-Long Beach-Anaheim, CA  Metro Area"
1609,2009,6503960.166666668,707091.75,5796868.416666668,10.875,"Los Angeles-Long Beach-Anaheim, CA  Metro Area"
1610,2010,6454560.833333332,764849.5,5689711.333333332,11.85,"Los Angeles-Long Beach-Anaheim, CA  Metro Area"
1611,2011,6474852.666666668,740518.3333333335,5734334.333333332,11.441666666666668,"Los Angeles-Long Beach-Anaheim, CA  Metro Area"
1612,2012,6477398.416666668,659736.6666666665,5817661.75,10.2,"Los Angeles-Long Beach-Anaheim, CA  Metro Area"
1613,2013,6532501.166666668,587636.8333333335,5944864.333333332,9.0,"Los Angeles-Long Beach-Anaheim, CA  Metro Area"
1614,2014,6561583.166666668,498353.91666666674,6063229.25,7.6,"Los Angeles-Long Beach-Anaheim, CA  Metro Area"
1615,2015,6575553.666666668,400998.41666666674,6174555.25,6.091666666666668,"Los Angeles-Long Beach-Anaheim, CA  Metro Area"
1616,2016,6640213.25,329434.75,6310778.5,4.958333333333333,"Los Angeles-Long Beach-Anaheim, CA  Metro Area"
1617,2017,6706295.416666668,299115.41666666674,6407180.0,4.466666666666667,"Los Angeles-Long Beach-Anaheim, CA  Metro Area"
1618,2018,6761767.416666668,287370.16666666674,6474397.25,4.241666666666667,"Los Angeles-Long Beach-Anaheim, CA  Metro Area"
1619,2019,6766480.0,284079.33333333326,6482400.666666668,4.2,"Los Angeles-Long Beach-Anaheim, CA  Metro Area"
1620,2002,139010.72727272724,6159.727272727273,132851.0,4.427272727272726,"Lubbock, TX  Metro Area"
1621,2003,141675.66666666663,6901.916666666668,134773.75,4.875,"Lubbock, TX  Metro Area"
1622,2004,142610.08333333337,6437.0,136173.08333333337,4.516666666666668,"Lubbock, TX  Metro Area"
1623,2005,143067.16666666663,5914.666666666668,137152.5,4.133333333333334,"Lubbock, TX  Metro Area"
1624,2006,143135.5,5702.75,137432.75,3.975,"Lubbock, TX  Metro Area"
1625,2007,141332.0,5091.0,136241.0,3.608333333333333,"Lubbock, TX  Metro Area"
1626,2008,143754.58333333337,5346.166666666667,138408.41666666663,3.716666666666667,"Lubbock, TX  Metro Area"
1627,2009,147413.91666666663,7974.833333333332,139439.08333333337,5.400000000000001,"Lubbock, TX  Metro Area"
1628,2010,149358.41666666663,9404.0,139954.41666666663,6.308333333333334,"Lubbock, TX  Metro Area"
1629,2011,151907.75,9209.666666666666,142698.08333333337,6.058333333333333,"Lubbock, TX  Metro Area"
1630,2012,151492.58333333337,8174.0,143318.58333333337,5.3916666666666675,"Lubbock, TX  Metro Area"
1631,2013,153074.66666666663,7601.833333333332,145472.83333333337,4.975,"Lubbock, TX  Metro Area"
1632,2014,153539.08333333337,6076.0,147463.08333333337,3.9583333333333335,"Lubbock, TX  Metro Area"
1633,2015,155118.0,5311.75,149806.25,3.4166666666666665,"Lubbock, TX  Metro Area"
1634,2016,158991.33333333337,5423.25,153568.08333333337,3.4250000000000007,"Lubbock, TX  Metro Area"
1635,2017,161485.5,5186.083333333333,156299.41666666663,3.2166666666666663,"Lubbock, TX  Metro Area"
1636,2018,162563.58333333337,5017.833333333333,157545.75,3.083333333333333,"Lubbock, TX  Metro Area"
1637,2019,163553.33333333337,5143.666666666667,158409.66666666663,3.1666666666666665,"Lubbock, TX  Metro Area"
1638,2002,113496.36363636365,6074.0,107422.36363636363,5.3545454545454545,"Lynchburg, VA  Metro Area"
1639,2003,113688.75,5619.916666666668,108068.83333333331,4.941666666666666,"Lynchburg, VA  Metro Area"
1640,2004,113606.0,5128.583333333333,108477.41666666669,4.508333333333333,"Lynchburg, VA  Metro Area"
1641,2005,116542.66666666669,4736.333333333333,111806.33333333331,4.058333333333334,"Lynchburg, VA  Metro Area"
