,CBSA,MNAME,TTI_INTERPOLATION,Year,TTI,DEL_PER_AUTO_COMMUTER,TOT_DELAY_HRS
653,26900,"Indianapolis-Carmel, IN Metro Area",0,2014,1.18,45.0,40210.0
654,26900,"Indianapolis-Carmel, IN Metro Area",0,2015,1.18,46.0,41413.0
655,26900,"Indianapolis-Carmel, IN Metro Area",0,2016,1.18,47.0,42653.0
656,26900,"Indianapolis-Carmel, IN Metro Area",0,2017,1.18,48.0,43003.0
657,26900,"Indianapolis-Carmel, IN Metro Area",0,2018,1.18,48.75,43701.25
658,26980,"Iowa City, IA Metro Area",1,2012,1.07,14.5,1853.5
659,26980,"Iowa City, IA Metro Area",1,2013,1.07,14.75,1883.25
660,26980,"Iowa City, IA Metro Area",1,2014,1.07,15.0,1913.0
661,26980,"Iowa City, IA Metro Area",1,2015,1.07,15.0,1952.0
662,26980,"Iowa City, IA Metro Area",1,2016,1.07,16.0,1992.0
663,26980,"Iowa City, IA Metro Area",1,2017,1.07,16.0,2032.0
664,26980,"Iowa City, IA Metro Area",1,2018,1.07,16.25,2061.75
665,27060,"Ithaca, NY Metro Area",1,2012,1.17,27.0,1477.5
666,27060,"Ithaca, NY Metro Area",1,2013,1.17,27.0,1482.25
667,27060,"Ithaca, NY Metro Area",1,2014,1.17,27.0,1487.0
668,27060,"Ithaca, NY Metro Area",1,2015,1.17,27.0,1494.0
669,27060,"Ithaca, NY Metro Area",1,2016,1.17,27.0,1500.0
670,27060,"Ithaca, NY Metro Area",1,2017,1.17,27.0,1506.0
671,27060,"Ithaca, NY Metro Area",1,2018,1.17,27.0,1510.75
672,27100,"Jackson, MI Metro Area",1,2012,1.06,16.0,1446.0
673,27100,"Jackson, MI Metro Area",1,2013,1.06,16.0,1448.5
674,27100,"Jackson, MI Metro Area",1,2014,1.06,16.0,1451.0
675,27100,"Jackson, MI Metro Area",1,2015,1.06,16.0,1454.0
676,27100,"Jackson, MI Metro Area",1,2016,1.06,16.0,1457.0
677,27100,"Jackson, MI Metro Area",1,2017,1.06,16.0,1461.0
678,27100,"Jackson, MI Metro Area",1,2018,1.06,16.0,1463.5
679,27140,"Jackson, MS Metro Area",0,2012,1.13,38.0,9575.0
680,27140,"Jackson, MS Metro Area",0,2013,1.13,39.0,9782.0
681,27140,"Jackson, MS Metro Area",0,2014,1.13,40.0,10121.0
682,27140,"Jackson, MS Metro Area",0,2015,1.13,41.0,10437.0
683,27140,"Jackson, MS Metro Area",0,2016,1.13,41.0,10651.0
684,27140,"Jackson, MS Metro Area",0,2017,1.13,42.0,10999.0
685,27140,"Jackson, MS Metro Area",0,2018,1.13,42.5,11218.5
686,27180,"Jackson, TN Metro Area",1,2012,1.08,22.0,1698.5
687,27180,"Jackson, TN Metro Area",1,2013,1.08,22.0,1700.75
688,27180,"Jackson, TN Metro Area",1,2014,1.08,22.0,1703.0
689,27180,"Jackson, TN Metro Area",1,2015,1.08,22.0,1706.0
690,27180,"Jackson, TN Metro Area",1,2016,1.08,22.0,1709.0
691,27180,"Jackson, TN Metro Area",1,2017,1.08,22.0,1712.0
692,27180,"Jackson, TN Metro Area",1,2018,1.08,22.0,1714.25
693,27260,"Jacksonville, FL Metro Area",0,2012,1.17,41.0,31106.0
694,27260,"Jacksonville, FL Metro Area",0,2013,1.17,41.0,31630.0
695,27260,"Jacksonville, FL Metro Area",0,2014,1.18,43.0,32579.0
696,27260,"Jacksonville, FL Metro Area",0,2015,1.19,44.0,33457.0
697,27260,"Jacksonville, FL Metro Area",0,2016,1.19,46.0,33935.0
698,27260,"Jacksonville, FL Metro Area",0,2017,1.19,46.0,34792.0
699,27260,"Jacksonville, FL Metro Area",0,2018,1.1925,46.75,35345.25
700,27780,"Johnstown, PA Metro Area",1,2012,1.06,12.0,851.5
701,27780,"Johnstown, PA Metro Area",1,2013,1.06,12.0,846.75
702,27780,"Johnstown, PA Metro Area",1,2014,1.06,12.0,842.0
703,27780,"Johnstown, PA Metro Area",1,2015,1.06,12.0,836.0
704,27780,"Johnstown, PA Metro Area",1,2016,1.06,12.0,829.0
705,27780,"Johnstown, PA Metro Area",1,2017,1.06,12.0,823.0
706,27780,"Johnstown, PA Metro Area",1,2018,1.06,12.0,818.25
707,28020,"Kalamazoo-Portage, MI Metro Area",1,2012,1.06,15.5,3649.0
708,28020,"Kalamazoo-Portage, MI Metro Area",1,2013,1.06,15.75,3664.0
709,28020,"Kalamazoo-Portage, MI Metro Area",1,2014,1.06,16.0,3679.0
710,28020,"Kalamazoo-Portage, MI Metro Area",1,2015,1.06,17.0,3699.0
711,28020,"Kalamazoo-Portage, MI Metro Area",1,2016,1.06,17.0,3719.0
712,28020,"Kalamazoo-Portage, MI Metro Area",1,2017,1.06,17.0,3739.0
713,28020,"Kalamazoo-Portage, MI Metro Area",1,2018,1.06,17.25,3754.0
714,28100,"Kankakee-Bradley, IL Metro Area",1,2012,1.06,13.0,1149.5
715,28100,"Kankakee-Bradley, IL Metro Area",1,2013,1.06,13.0,1144.75
716,28100,"Kankakee-Bradley, IL Metro Area",1,2014,1.06,13.0,1140.0
717,28100,"Kankakee-Bradley, IL Metro Area",1,2015,1.06,13.0,1134.0
718,28100,"Kankakee-Bradley, IL Metro Area",1,2016,1.06,13.0,1127.0
719,28100,"Kankakee-Bradley, IL Metro Area",1,2017,1.06,13.0,1121.0
720,28100,"Kankakee-Bradley, IL Metro Area",1,2018,1.06,13.0,1116.25
721,28140,"Kansas City, MO-KS Metro Area",0,2012,1.15,42.0,43434.0
722,28140,"Kansas City, MO-KS Metro Area",0,2013,1.15,43.0,44406.0
723,28140,"Kansas City, MO-KS Metro Area",0,2014,1.15,44.0,45800.0
724,28140,"Kansas City, MO-KS Metro Area",0,2015,1.15,45.0,47011.0
725,28140,"Kansas City, MO-KS Metro Area",0,2016,1.15,47.0,47659.0
726,28140,"Kansas City, MO-KS Metro Area",0,2017,1.15,47.0,48328.0
727,28140,"Kansas City, MO-KS Metro Area",0,2018,1.15,47.75,48960.0
728,28420,"Kennewick-Pasco-Richland, WA Metro Area",1,2012,1.07,15.0,3045.0
729,28420,"Kennewick-Pasco-Richland, WA Metro Area",1,2013,1.07,15.0,3082.0
730,28420,"Kennewick-Pasco-Richland, WA Metro Area",1,2014,1.07,15.0,3119.0
731,28420,"Kennewick-Pasco-Richland, WA Metro Area",1,2015,1.07,15.0,3167.0
732,28420,"Kennewick-Pasco-Richland, WA Metro Area",1,2016,1.07,15.0,3217.0
733,28420,"Kennewick-Pasco-Richland, WA Metro Area",1,2017,1.07,15.0,3267.0
734,28420,"Kennewick-Pasco-Richland, WA Metro Area",1,2018,1.07,15.0,3304.0
735,28660,"Killeen-Temple-Fort Hood, TX Metro Area",1,2012,1.09,14.0,3235.5
736,28660,"Killeen-Temple-Fort Hood, TX Metro Area",1,2013,1.09,14.0,3248.75
737,28660,"Killeen-Temple-Fort Hood, TX Metro Area",1,2014,1.09,14.0,3262.0
738,28660,"Killeen-Temple-Fort Hood, TX Metro Area",1,2015,1.09,14.0,3279.0
739,28660,"Killeen-Temple-Fort Hood, TX Metro Area",1,2016,1.09,14.0,3297.0
740,28660,"Killeen-Temple-Fort Hood, TX Metro Area",1,2017,1.09,14.0,3315.0
741,28660,"Killeen-Temple-Fort Hood, TX Metro Area",1,2018,1.09,14.0,3328.25
742,28940,"Knoxville, TN Metro Area",0,2012,1.14,38.0,15646.0
743,28940,"Knoxville, TN Metro Area",0,2013,1.14,38.0,15857.0
744,28940,"Knoxville, TN Metro Area",0,2014,1.14,40.0,16914.0
745,28940,"Knoxville, TN Metro Area",0,2015,1.13,42.0,17448.0
746,28940,"Knoxville, TN Metro Area",0,2016,1.13,42.0,17788.0
747,28940,"Knoxville, TN Metro Area",0,2017,1.13,44.0,18020.0
748,28940,"Knoxville, TN Metro Area",0,2018,1.1275,45.0,18296.5
749,29020,"Kokomo, IN Metro Area",1,2012,1.05,8.0,717.5
750,29020,"Kokomo, IN Metro Area",1,2013,1.05,8.0,717.75
751,29020,"Kokomo, IN Metro Area",1,2014,1.05,8.0,718.0
752,29020,"Kokomo, IN Metro Area",1,2015,1.05,8.0,718.0
753,29020,"Kokomo, IN Metro Area",1,2016,1.05,8.0,719.0
754,29020,"Kokomo, IN Metro Area",1,2017,1.05,8.0,719.0
755,29020,"Kokomo, IN Metro Area",1,2018,1.05,8.0,719.25
756,29100,"La Crosse, WI-MN Metro Area",1,2012,1.07,16.0,1725.5
757,29100,"La Crosse, WI-MN Metro Area",1,2013,1.07,16.0,1730.75
758,29100,"La Crosse, WI-MN Metro Area",1,2014,1.07,16.0,1736.0
759,29100,"La Crosse, WI-MN Metro Area",1,2015,1.07,16.0,1743.0
760,29100,"La Crosse, WI-MN Metro Area",1,2016,1.07,16.0,1750.0
761,29100,"La Crosse, WI-MN Metro Area",1,2017,1.07,16.0,1757.0
762,29100,"La Crosse, WI-MN Metro Area",1,2018,1.07,16.0,1762.25
763,29140,"Lafayette, IN Metro Area",1,2012,1.0950000000000002,16.5,2671.5
764,29140,"Lafayette, IN Metro Area",1,2013,1.0975000000000001,16.75,2700.25
765,29140,"Lafayette, IN Metro Area",1,2014,1.1,17.0,2729.0
766,29140,"Lafayette, IN Metro Area",1,2015,1.11,17.0,2767.0
767,29140,"Lafayette, IN Metro Area",1,2016,1.11,17.0,2805.0
768,29140,"Lafayette, IN Metro Area",1,2017,1.11,18.0,2844.0
769,29140,"Lafayette, IN Metro Area",1,2018,1.1125,18.25,2872.75
770,29180,"Lafayette, LA Metro Area",1,2012,1.1150000000000002,29.5,8001.5
771,29180,"Lafayette, LA Metro Area",1,2013,1.1175000000000002,29.75,8063.75
772,29180,"Lafayette, LA Metro Area",1,2014,1.12,30.0,8126.0
773,29180,"Lafayette, LA Metro Area",1,2015,1.13,30.0,8208.0
774,29180,"Lafayette, LA Metro Area",1,2016,1.13,31.0,8291.0
775,29180,"Lafayette, LA Metro Area",1,2017,1.13,31.0,8375.0
776,29180,"Lafayette, LA Metro Area",1,2018,1.1324999999999998,31.25,8437.25
777,29460,"Lakeland-Winter Haven, FL Metro Area",1,2012,1.09,16.0,4560.0
778,29460,"Lakeland-Winter Haven, FL Metro Area",1,2013,1.09,16.0,4595.5
779,29460,"Lakeland-Winter Haven, FL Metro Area",1,2014,1.09,16.0,4631.0
780,29460,"Lakeland-Winter Haven, FL Metro Area",1,2015,1.09,16.0,4678.0
781,29460,"Lakeland-Winter Haven, FL Metro Area",1,2016,1.09,16.0,4725.0
782,29460,"Lakeland-Winter Haven, FL Metro Area",1,2017,1.09,16.0,4773.0
783,29460,"Lakeland-Winter Haven, FL Metro Area",1,2018,1.09,16.0,4808.5
784,29620,"Lansing-East Lansing, MI Metro Area",1,2012,1.045,15.0,4843.0
785,29620,"Lansing-East Lansing, MI Metro Area",1,2013,1.0475,15.0,4860.0
786,29620,"Lansing-East Lansing, MI Metro Area",1,2014,1.05,15.0,4877.0
787,29620,"Lansing-East Lansing, MI Metro Area",1,2015,1.06,15.0,4899.0
788,29620,"Lansing-East Lansing, MI Metro Area",1,2016,1.06,15.0,4922.0
789,29620,"Lansing-East Lansing, MI Metro Area",1,2017,1.06,15.0,4945.0
790,29620,"Lansing-East Lansing, MI Metro Area",1,2018,1.0625,15.0,4962.0
791,29700,"Laredo, TX Metro Area",0,2012,1.16,23.0,4570.0
792,29700,"Laredo, TX Metro Area",0,2013,1.16,25.0,4772.0
793,29700,"Laredo, TX Metro Area",0,2014,1.17,26.0,4927.0
794,29700,"Laredo, TX Metro Area",0,2015,1.17,29.0,5425.0
795,29700,"Laredo, TX Metro Area",0,2016,1.17,30.0,5876.0
796,29700,"Laredo, TX Metro Area",0,2017,1.17,32.0,6312.0
797,29700,"Laredo, TX Metro Area",0,2018,1.17,33.5,6658.25
798,29820,"Las Vegas-Paradise, NV Metro Area",0,2012,1.25,46.0,57732.0
799,29820,"Las Vegas-Paradise, NV Metro Area",0,2013,1.25,46.0,59749.0
800,29820,"Las Vegas-Paradise, NV Metro Area",0,2014,1.25,47.0,61537.0
801,29820,"Las Vegas-Paradise, NV Metro Area",0,2015,1.25,49.0,63559.0
802,29820,"Las Vegas-Paradise, NV Metro Area",0,2016,1.26,50.0,64585.0
803,29820,"Las Vegas-Paradise, NV Metro Area",0,2017,1.26,51.0,67761.0
804,29820,"Las Vegas-Paradise, NV Metro Area",0,2018,1.2625,52.0,69317.0
805,30140,"Lebanon, PA Metro Area",1,2012,1.08,8.0,656.0
806,30140,"Lebanon, PA Metro Area",1,2013,1.08,8.0,660.5
807,30140,"Lebanon, PA Metro Area",1,2014,1.08,8.0,665.0
808,30140,"Lebanon, PA Metro Area",1,2015,1.08,8.0,671.0
809,30140,"Lebanon, PA Metro Area",1,2016,1.08,8.0,677.0
810,30140,"Lebanon, PA Metro Area",1,2017,1.08,8.0,683.0
811,30140,"Lebanon, PA Metro Area",1,2018,1.08,8.0,687.5
812,30460,"Lexington-Fayette, KY Metro Area",1,2012,1.1749999999999998,35.5,10754.0
813,30460,"Lexington-Fayette, KY Metro Area",1,2013,1.1775,35.75,10848.0
814,30460,"Lexington-Fayette, KY Metro Area",1,2014,1.18,36.0,10942.0
815,30460,"Lexington-Fayette, KY Metro Area",1,2015,1.19,36.0,11066.0
816,30460,"Lexington-Fayette, KY Metro Area",1,2016,1.19,37.0,11191.0
817,30460,"Lexington-Fayette, KY Metro Area",1,2017,1.19,37.0,11318.0
818,30460,"Lexington-Fayette, KY Metro Area",1,2018,1.1925,37.25,11412.0
819,30700,"Lincoln, NE Metro Area",1,2012,1.09,16.0,4463.0
820,30700,"Lincoln, NE Metro Area",1,2013,1.09,16.0,4508.0
821,30700,"Lincoln, NE Metro Area",1,2014,1.09,16.0,4553.0
822,30700,"Lincoln, NE Metro Area",1,2015,1.09,16.0,4612.0
823,30700,"Lincoln, NE Metro Area",1,2016,1.09,16.0,4672.0
824,30700,"Lincoln, NE Metro Area",1,2017,1.09,16.0,4733.0
825,30700,"Lincoln, NE Metro Area",1,2018,1.09,16.0,4778.0
826,30780,"Little Rock-North Little Rock-Conway, AR Metro Area",0,2012,1.13,36.0,13278.0
827,30780,"Little Rock-North Little Rock-Conway, AR Metro Area",0,2013,1.13,37.0,13531.0
828,30780,"Little Rock-North Little Rock-Conway, AR Metro Area",0,2014,1.13,39.0,13842.0
829,30780,"Little Rock-North Little Rock-Conway, AR Metro Area",0,2015,1.13,40.0,14073.0
830,30780,"Little Rock-North Little Rock-Conway, AR Metro Area",0,2016,1.13,42.0,14462.0
831,30780,"Little Rock-North Little Rock-Conway, AR Metro Area",0,2017,1.13,43.0,14823.0
832,30780,"Little Rock-North Little Rock-Conway, AR Metro Area",0,2018,1.13,44.0,15068.25
833,30860,"Logan, UT-ID Metro Area",1,2012,1.07,7.0,726.0
834,30860,"Logan, UT-ID Metro Area",1,2013,1.07,7.0,733.5
835,30860,"Logan, UT-ID Metro Area",1,2014,1.07,7.0,741.0
836,30860,"Logan, UT-ID Metro Area",1,2015,1.07,7.0,751.0
837,30860,"Logan, UT-ID Metro Area",1,2016,1.07,7.0,761.0
838,30860,"Logan, UT-ID Metro Area",1,2017,1.07,7.0,771.0
839,30860,"Logan, UT-ID Metro Area",1,2018,1.07,7.0,778.5
840,31020,"Longview, WA Metro Area",1,2012,1.08,23.0,1477.5
841,31020,"Longview, WA Metro Area",1,2013,1.08,23.0,1484.25
842,31020,"Longview, WA Metro Area",1,2014,1.08,23.0,1491.0
843,31020,"Longview, WA Metro Area",1,2015,1.08,23.0,1500.0
844,31020,"Longview, WA Metro Area",1,2016,1.08,23.0,1509.0
845,31020,"Longview, WA Metro Area",1,2017,1.08,23.0,1518.0
846,31020,"Longview, WA Metro Area",1,2018,1.08,23.0,1524.75
847,31100,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",0,2012,1.47,103.0,859180.0
848,31100,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",0,2013,1.48,105.0,874694.0
849,31100,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",0,2014,1.48,108.0,897650.0
850,31100,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",0,2015,1.49,113.0,924196.0
851,31100,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",0,2016,1.5,116.0,942350.0
852,31100,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",0,2017,1.51,119.0,971478.0
853,31100,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",0,2018,1.5175,121.75,989935.0
854,31140,"Louisville/Jefferson County, KY-IN Metro Area",0,2012,1.18,40.0,25811.0
855,31140,"Louisville/Jefferson County, KY-IN Metro Area",0,2013,1.18,41.0,26611.0
856,31140,"Louisville/Jefferson County, KY-IN Metro Area",0,2014,1.18,42.0,27237.0
857,31140,"Louisville/Jefferson County, KY-IN Metro Area",0,2015,1.18,43.0,28088.0
858,31140,"Louisville/Jefferson County, KY-IN Metro Area",0,2016,1.18,44.0,28889.0
859,31140,"Louisville/Jefferson County, KY-IN Metro Area",0,2017,1.18,46.0,29392.0
860,31140,"Louisville/Jefferson County, KY-IN Metro Area",0,2018,1.18,47.0,29930.75
861,31180,"Lubbock, TX Metro Area",1,2012,1.09,19.0,4560.5
862,31180,"Lubbock, TX Metro Area",1,2013,1.09,19.0,4590.25
863,31180,"Lubbock, TX Metro Area",1,2014,1.09,19.0,4620.0
864,31180,"Lubbock, TX Metro Area",1,2015,1.09,19.0,4659.0
865,31180,"Lubbock, TX Metro Area",1,2016,1.09,19.0,4699.0
866,31180,"Lubbock, TX Metro Area",1,2017,1.09,19.0,4739.0
867,31180,"Lubbock, TX Metro Area",1,2018,1.09,19.0,4768.75
868,31340,"Lynchburg, VA Metro Area",1,2012,1.11,28.0,3573.0
869,31340,"Lynchburg, VA Metro Area",1,2013,1.11,28.0,3586.0
870,31340,"Lynchburg, VA Metro Area",1,2014,1.11,28.0,3599.0
871,31340,"Lynchburg, VA Metro Area",1,2015,1.11,28.0,3617.0
872,31340,"Lynchburg, VA Metro Area",1,2016,1.11,28.0,3634.0
873,31340,"Lynchburg, VA Metro Area",1,2017,1.11,28.0,3651.0
874,31340,"Lynchburg, VA Metro Area",1,2018,1.11,28.0,3664.0
875,31540,"Madison, WI Metro Area",0,2012,1.15,34.0,8400.0
876,31540,"Madison, WI Metro Area",0,2013,1.15,35.0,8762.0
877,31540,"Madison, WI Metro Area",0,2014,1.15,35.0,9030.0
878,31540,"Madison, WI Metro Area",0,2015,1.15,37.0,9282.0
879,31540,"Madison, WI Metro Area",0,2016,1.15,37.0,9451.0
880,31540,"Madison, WI Metro Area",0,2017,1.15,38.0,9664.0
881,31540,"Madison, WI Metro Area",0,2018,1.15,38.75,9822.5
882,32780,"Medford, OR Metro Area",1,2012,1.07,14.0,2349.5
883,32780,"Medford, OR Metro Area",1,2013,1.07,14.0,2368.25
884,32780,"Medford, OR Metro Area",1,2014,1.07,14.0,2387.0
885,32780,"Medford, OR Metro Area",1,2015,1.07,14.0,2412.0
886,32780,"Medford, OR Metro Area",1,2016,1.07,14.0,2437.0
887,32780,"Medford, OR Metro Area",1,2017,1.07,14.0,2462.0
888,32780,"Medford, OR Metro Area",1,2018,1.07,14.0,2480.75
889,32820,"Memphis, TN-MS-AR Metro Area",0,2012,1.17,42.0,24364.0
890,32820,"Memphis, TN-MS-AR Metro Area",0,2013,1.17,43.0,25003.0
891,32820,"Memphis, TN-MS-AR Metro Area",0,2014,1.18,44.0,25891.0
892,32820,"Memphis, TN-MS-AR Metro Area",0,2015,1.18,45.0,26996.0
893,32820,"Memphis, TN-MS-AR Metro Area",0,2016,1.18,47.0,27523.0
894,32820,"Memphis, TN-MS-AR Metro Area",0,2017,1.18,48.0,28015.0
895,32820,"Memphis, TN-MS-AR Metro Area",0,2018,1.18,49.0,28546.0
896,32900,"Merced, CA Metro Area",1,2012,1.09,14.0,2120.5
897,32900,"Merced, CA Metro Area",1,2013,1.09,14.0,2129.75
898,32900,"Merced, CA Metro Area",1,2014,1.09,14.0,2139.0
899,32900,"Merced, CA Metro Area",1,2015,1.09,14.0,2151.0
900,32900,"Merced, CA Metro Area",1,2016,1.09,14.0,2164.0
901,32900,"Merced, CA Metro Area",1,2017,1.09,14.0,2176.0
902,32900,"Merced, CA Metro Area",1,2018,1.09,14.0,2185.25
903,33100,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",0,2012,1.29,58.0,224594.0
904,33100,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",0,2013,1.29,60.0,233319.0
905,33100,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",0,2014,1.3,63.0,241385.0
906,33100,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",0,2015,1.31,65.0,251153.0
907,33100,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",0,2016,1.31,67.0,257800.0
908,33100,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",0,2017,1.31,69.0,265947.0
909,33100,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",0,2018,1.3125,70.5,272087.5
910,33340,"Milwaukee-Waukesha-West Allis, WI Metro Area",0,2012,1.17,41.0,37638.0
911,33340,"Milwaukee-Waukesha-West Allis, WI Metro Area",0,2013,1.17,41.0,38608.0
912,33340,"Milwaukee-Waukesha-West Allis, WI Metro Area",0,2014,1.17,43.0,39470.0
913,33340,"Milwaukee-Waukesha-West Allis, WI Metro Area",0,2015,1.17,44.0,40800.0
914,33340,"Milwaukee-Waukesha-West Allis, WI Metro Area",0,2016,1.17,44.0,41596.0
915,33340,"Milwaukee-Waukesha-West Allis, WI Metro Area",0,2017,1.17,46.0,42146.0
916,33340,"Milwaukee-Waukesha-West Allis, WI Metro Area",0,2018,1.17,46.75,42815.0
917,33460,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",0,2012,1.26,50.0,90573.0
918,33460,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",0,2013,1.26,50.0,93750.0
919,33460,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",0,2014,1.26,52.0,96726.0
920,33460,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",0,2015,1.25,53.0,99730.0
921,33460,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",0,2016,1.25,54.0,101370.0
922,33460,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",0,2017,1.25,56.0,103695.0
923,33460,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",0,2018,1.2475,57.0,105437.25
924,33540,"Missoula, MT Metro Area",1,2012,1.13,21.5,2108.0
925,33540,"Missoula, MT Metro Area",1,2013,1.13,21.75,2117.0
926,33540,"Missoula, MT Metro Area",1,2014,1.13,22.0,2126.0
927,33540,"Missoula, MT Metro Area",1,2015,1.13,22.0,2138.0
928,33540,"Missoula, MT Metro Area",1,2016,1.13,23.0,2150.0
929,33540,"Missoula, MT Metro Area",1,2017,1.13,23.0,2162.0
930,33540,"Missoula, MT Metro Area",1,2018,1.13,23.25,2171.0
931,33660,"Mobile, AL Metro Area",1,2012,1.1,28.0,9785.0
932,33660,"Mobile, AL Metro Area",1,2013,1.1,28.0,9783.5
933,33660,"Mobile, AL Metro Area",1,2014,1.1,28.0,9782.0
934,33660,"Mobile, AL Metro Area",1,2015,1.1,28.0,9780.0
935,33660,"Mobile, AL Metro Area",1,2016,1.1,28.0,9778.0
936,33660,"Mobile, AL Metro Area",1,2017,1.1,28.0,9776.0
937,33660,"Mobile, AL Metro Area",1,2018,1.1,28.0,9774.5
938,33700,"Modesto, CA Metro Area",1,2012,1.21,28.5,10996.0
939,33700,"Modesto, CA Metro Area",1,2013,1.21,28.75,11044.5
940,33700,"Modesto, CA Metro Area",1,2014,1.21,29.0,11093.0
941,33700,"Modesto, CA Metro Area",1,2015,1.21,29.0,11157.0
942,33700,"Modesto, CA Metro Area",1,2016,1.21,30.0,11222.0
943,33700,"Modesto, CA Metro Area",1,2017,1.21,30.0,11287.0
944,33700,"Modesto, CA Metro Area",1,2018,1.21,30.25,11335.5
945,33860,"Montgomery, AL Metro Area",1,2012,1.08,25.0,6780.5
946,33860,"Montgomery, AL Metro Area",1,2013,1.08,25.0,6766.25
947,33860,"Montgomery, AL Metro Area",1,2014,1.08,25.0,6752.0
948,33860,"Montgomery, AL Metro Area",1,2015,1.08,25.0,6733.0
949,33860,"Montgomery, AL Metro Area",1,2016,1.08,25.0,6714.0
950,33860,"Montgomery, AL Metro Area",1,2017,1.08,25.0,6695.0
951,33860,"Montgomery, AL Metro Area",1,2018,1.08,25.0,6680.75
952,34580,"Mount Vernon-Anacortes, WA Metro Area",1,2012,1.09,23.5,1412.0
953,34580,"Mount Vernon-Anacortes, WA Metro Area",1,2013,1.09,23.75,1425.0
954,34580,"Mount Vernon-Anacortes, WA Metro Area",1,2014,1.09,24.0,1438.0
955,34580,"Mount Vernon-Anacortes, WA Metro Area",1,2015,1.09,24.0,1455.0
956,34580,"Mount Vernon-Anacortes, WA Metro Area",1,2016,1.09,24.0,1473.0
957,34580,"Mount Vernon-Anacortes, WA Metro Area",1,2017,1.09,25.0,1490.0
958,34580,"Mount Vernon-Anacortes, WA Metro Area",1,2018,1.09,25.25,1503.0
959,34620,"Muncie, IN Metro Area",1,2012,1.06,11.0,1096.5
960,34620,"Muncie, IN Metro Area",1,2013,1.06,11.0,1094.75
961,34620,"Muncie, IN Metro Area",1,2014,1.06,11.0,1093.0
962,34620,"Muncie, IN Metro Area",1,2015,1.06,11.0,1091.0
963,34620,"Muncie, IN Metro Area",1,2016,1.06,11.0,1088.0
964,34620,"Muncie, IN Metro Area",1,2017,1.06,11.0,1086.0
965,34620,"Muncie, IN Metro Area",1,2018,1.06,11.0,1084.25
966,34900,"Napa, CA Metro Area",1,2012,1.21,44.5,4245.0
967,34900,"Napa, CA Metro Area",1,2013,1.21,44.75,4259.5
968,34900,"Napa, CA Metro Area",1,2014,1.21,45.0,4274.0
969,34900,"Napa, CA Metro Area",1,2015,1.21,45.0,4293.0
970,34900,"Napa, CA Metro Area",1,2016,1.21,45.0,4312.0
971,34900,"Napa, CA Metro Area",1,2017,1.21,46.0,4332.0
972,34900,"Napa, CA Metro Area",1,2018,1.21,46.25,4346.5
973,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",0,2012,1.22,51.0,45483.0
974,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",0,2013,1.21,53.0,46524.0
975,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",0,2014,1.22,55.0,48192.0
976,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",0,2015,1.22,57.0,49865.0
977,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",0,2016,1.22,57.0,51038.0
978,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",0,2017,1.22,58.0,52249.0
979,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",0,2018,1.22,58.75,53263.25
980,35300,"New Haven-Milford, CT Metro Area",0,2012,1.16,42.0,13778.0
981,35300,"New Haven-Milford, CT Metro Area",0,2013,1.16,43.0,14126.0
982,35300,"New Haven-Milford, CT Metro Area",0,2014,1.16,43.0,14460.0
983,35300,"New Haven-Milford, CT Metro Area",0,2015,1.16,44.0,14932.0
984,35300,"New Haven-Milford, CT Metro Area",0,2016,1.16,44.0,15212.0
985,35300,"New Haven-Milford, CT Metro Area",0,2017,1.16,45.0,15574.0
986,35300,"New Haven-Milford, CT Metro Area",0,2018,1.16,45.5,15852.5
987,35380,"New Orleans-Metairie-Kenner, LA Metro Area",0,2012,1.33,49.0,49530.0
988,35380,"New Orleans-Metairie-Kenner, LA Metro Area",0,2013,1.32,51.0,50397.0
