NTD_ID,Agency,SSW,Mode,TOS,2013
4226,"Mountain Projects, Inc.",Y,DR,DO,339081.00
4227,Onslow United Transit System,Y,DR,DO,741927.00
4228,Mecklenburg County DSS,N,DR,DO,16245.00
4228,Mecklenburg County DSS,N,DT,PT,64134.00
4229,Henderson County/ Apple Country Public Transit,Y,DR,PT,6699.00
4229,Henderson County/ Apple Country Public Transit,Y,MB,PT,38139.00
4231,Orange Public Transportation,Y,DR,DO,142868.00
4231,Orange Public Transportation,Y,MB,DO,2360.00
4233,City of Salisbury - Salisbury,Y,MB,DO,103742.00
4234,Autonomous Municipality of Ponce,Y,MB,DO,0.00
5001,City of Appleton - Valley Transit,N,DR,PT,607893.00
5001,City of Appleton - Valley Transit,N,MB,DO,864964.00
5001,City of Appleton - Valley Transit,N,MB,PT,0.00
5002,Green Bay Metro,N,DR,PT,186518.00
5002,Green Bay Metro,N,MB,DO,914788.00
5003,Kenosha Transit,N,DR,PT,71724.00
5003,Kenosha Transit,N,MB,DO,756118.00
5003,Kenosha Transit,N,SR,DO,18421.00
5004,LaCrosse Municipal Transit Utility,N,DR,PT,588836.00
5004,LaCrosse Municipal Transit Utility,N,MB,DO,646955.00
5005,Metro Transit System,N,DR,DO,92006.00
5005,Metro Transit System,N,DR,PT,211061.00
5005,Metro Transit System,N,MB,DO,12596966.00
5006,Belle Urban System - Racine,N,CB,PT,275109.00
5006,Belle Urban System - Racine,N,DR,DO,83174.00
5006,Belle Urban System - Racine,N,MB,DO,1118502.00
5008,Milwaukee County Transit System,N,CB,PT,274255.00
5008,Milwaukee County Transit System,N,DR,PT,1767492.00
5008,Milwaukee County Transit System,N,MB,DO,40398652.00
5008,Milwaukee County Transit System,N,MB,PT,367982.00
5009,GO Transit,N,DT,PT,442481.00
5009,GO Transit,N,MB,DO,472667.00
5009,GO Transit,N,MB,PT,16610.00
5010,METRO Regional Transit Authority ,N,CB,DO,211026.00
5010,METRO Regional Transit Authority ,N,DR,DO,778354.00
5010,METRO Regional Transit Authority ,N,MB,DO,4009495.00
5011,Stark Area Regional Transit Authority,N,DR,DO,271478.00
5011,Stark Area Regional Transit Authority,N,MB,DO,1524304.00
5012,Southwest Ohio Regional Transit Authority,N,DR,PT,727869.00
5012,Southwest Ohio Regional Transit Authority,N,MB,DO,29908841.00
5015,The Greater Cleveland Regional Transit Authority,N,DR,DO,413066.00
5015,The Greater Cleveland Regional Transit Authority,N,DR,PT,305796.00
5015,The Greater Cleveland Regional Transit Authority,N,HR,DO,6682696.00
5015,The Greater Cleveland Regional Transit Authority,N,LR,DO,3014938.00
5015,The Greater Cleveland Regional Transit Authority,N,MB,DO,35711802.00
5015,The Greater Cleveland Regional Transit Authority,N,RB,DO,5050510.00
5016,Central Ohio Transit Authority,N,DR,PT,883691.00
5016,Central Ohio Transit Authority,N,MB,DO,19547666.00
5017,Greater Dayton Regional Transit Authority,N,DR,DO,705671.00
5017,Greater Dayton Regional Transit Authority,N,MB,DO,8000460.00
5017,Greater Dayton Regional Transit Authority,N,TB,DO,1376868.00
5019,City of Middletown - Middletown Transit System,Y,DR,DO,8820.00
5019,City of Middletown - Middletown Transit System,Y,MB,DO,117388.00
5020,Springfield City Area Transit,Y,DR,PT,39656.00
5020,Springfield City Area Transit,Y,MB,PT,145985.00
5021,Portage Area Regional Transportation Authority,N,DR,DO,530131.00
5021,Portage Area Regional Transportation Authority,N,MB,DO,2484412.00
5022,Toledo Area Regional Transit Authority,N,DR,DO,1263797.00
5022,Toledo Area Regional Transit Authority,N,MB,DO,3553292.00
5024,Western Reserve Transit Authority,N,DR,DO,98838.00
5024,Western Reserve Transit Authority,N,MB,DO,929391.00
5025,Duluth Transit Authority,N,DR,PT,51648.00
5025,Duluth Transit Authority,N,MB,DO,2456584.00
5026,"City of Moorhead, DBA: Metropolitan Area Transit",N,DR,PT,53824.00
5026,"City of Moorhead, DBA: Metropolitan Area Transit",N,MB,PT,294500.00
5027,Metro Transit ,N,CR,PT,2602172.00
5027,Metro Transit ,N,LR,DO,9808579.00
5027,Metro Transit ,N,MB,DO,79159044.00
5028,St. Cloud Metropolitan Transit Commission,N,CB,DO,108455.00
5028,St. Cloud Metropolitan Transit Commission,N,DR,DO,316968.00
5028,St. Cloud Metropolitan Transit Commission,N,MB,DO,1337021.00
5029,Bay Metropolitan Transit Authority,N,DR,DO,78370.00
5029,Bay Metropolitan Transit Authority,N,MB,DO,765736.00
5030,Battle Creek Transit,Y,DR,DO,43370.00
5030,Battle Creek Transit,Y,MB,DO,337071.00
5031,Suburban Mobility Authority for Regional Transportation,N,DR,DO,578076.00
5031,Suburban Mobility Authority for Regional Transportation,N,DR,PT,380245.00
5031,Suburban Mobility Authority for Regional Transportation,N,MB,DO,12353155.00
5031,Suburban Mobility Authority for Regional Transportation,N,MB,PT,131031.00
5032,Mass Transportation Authority ,N,DR,DO,612039.00
5032,Mass Transportation Authority ,N,DR,PT,4090.00
5032,Mass Transportation Authority ,N,MB,DO,4891319.00
5033,Interurban Transit Partnership,N,DR,PT,845336.00
5033,Interurban Transit Partnership,N,MB,DO,5854338.00
5033,Interurban Transit Partnership,N,VP,DO,188135.00
5034,City of Jackson Transportation Authority,N,DR,DO,87833.00
5034,City of Jackson Transportation Authority,N,DT,PT,5669.00
5034,City of Jackson Transportation Authority,N,MB,DO,359190.00
5035,Kalamazoo Metro Transit System,N,DR,PT,540507.00
5035,Kalamazoo Metro Transit System,N,MB,DO,2417646.00
5035,Kalamazoo Metro Transit System,N,VP,DO,0.00
5036,Capital Area Transportation Authority,N,DR,DO,372477.00
5036,Capital Area Transportation Authority,N,DR,PT,672894.00
5036,Capital Area Transportation Authority,N,MB,DO,6453019.00
5037,Muskegon Area Transit System,Y,DR,DO,74625.00
5037,Muskegon Area Transit System,Y,MB,DO,478573.00
5038,Niles Dial-A-Ride,Y,DR,DO,0.00
5039,Saginaw Transit Authority Regional Service,N,DR,DO,91939.00
5039,Saginaw Transit Authority Regional Service,N,MB,DO,576470.00
5040,Ann Arbor Transportation Authority,N,CB,DO,136973.00
5040,Ann Arbor Transportation Authority,N,CB,PT,740799.00
5040,Ann Arbor Transportation Authority,N,DR,PT,217763.00
5040,Ann Arbor Transportation Authority,N,DT,PT,574882.00
5040,Ann Arbor Transportation Authority,N,MB,DO,4312055.00
5040,Ann Arbor Transportation Authority,N,VP,PT,193600.00
5041,City of Anderson Transportation System,Y,DR,DO,47255.00
5041,City of Anderson Transportation System,Y,MB,DO,124627.00
5042,East Chicago Transit,N,DR,DO,0.00
5042,East Chicago Transit,N,MB,DO,0.00
5043,Metropolitan Evansville Transit System,N,DR,DO,276096.00
5043,Metropolitan Evansville Transit System,N,MB,DO,1464324.00
5044,Fort Wayne Public Transportation Corporation,N,DR,DO,129833.00
5044,Fort Wayne Public Transportation Corporation,N,MB,DO,1688416.00
5045,Gary Public Transportation Corporation,N,DR,DO,38375.00
5045,Gary Public Transportation Corporation,N,MB,DO,733980.00
5047,Bloomington-Normal Public Transit System,N,DR,DO,108070.00
5047,Bloomington-Normal Public Transit System,N,MB,DO,1248514.00
5050,Indianapolis and Marion County Public Transportation,N,DR,PT,964675.00
5050,Indianapolis and Marion County Public Transportation,N,MB,DO,10389901.00
5051,Greater Lafayette Public Transportation Corporation,N,DR,DO,72907.00
5051,Greater Lafayette Public Transportation Corporation,N,MB,DO,2753612.00
5052,South Bend Public Transportation Corporation,N,DR,DO,111574.00
5052,South Bend Public Transportation Corporation,N,MB,DO,1320662.00
5053,Terre Haute Transit Utility,N,DR,DO,44000.00
5053,Terre Haute Transit Utility,N,MB,DO,156000.00
5054,Muncie Indiana Transit System,N,DR,DO,41222.00
5054,Muncie Indiana Transit System,N,MB,DO,187617.00
5056,Greater Peoria Mass Transit District,N,DR,PT,334770.00
5056,Greater Peoria Mass Transit District,N,MB,DO,2390253.00
5057,Rock Island County Metropolitan Mass Transit District,N,DR,DO,223816.00
5057,Rock Island County Metropolitan Mass Transit District,N,DR,PT,29097.00
5057,Rock Island County Metropolitan Mass Transit District,N,FB,PT,99236.00
5057,Rock Island County Metropolitan Mass Transit District,N,MB,DO,1002451.00
5058,Rockford Mass Transit District,N,DR,DO,206867.00
5058,Rockford Mass Transit District,N,DR,PT,18449.00
5058,Rockford Mass Transit District,N,MB,DO,1273497.00
5059,Springfield Mass Transit District,N,DR,DO,144008.00
5059,Springfield Mass Transit District,N,MB,DO,993325.00
5060,Champaign-Urbana Mass Transit District,N,DR,DO,117569.00
5060,Champaign-Urbana Mass Transit District,N,DR,PT,127862.00
5060,Champaign-Urbana Mass Transit District,N,MB,DO,6469045.00
5061,Decatur Public Transit System,N,DR,DO,37181.00
5061,Decatur Public Transit System,N,DT,PT,22392.00
5061,Decatur Public Transit System,N,MB,DO,484639.00
5066,Chicago Transit Authority,N,HR,DO,278183527.00
5066,Chicago Transit Authority,N,MB,DO,298824494.00
5088,Shoreline Metro,N,DR,DO,332455.00
5088,Shoreline Metro,N,MB,DO,425240.00
5090,Richland County Transit,Y,DR,PT,90429.00
5090,Richland County Transit,Y,MB,PT,192349.00
5091,Wausau Area Transit System,N,DR,DO,7625.00
5091,Wausau Area Transit System,N,MB,DO,447653.00
5092,City of Rochester Public Transportation,N,DR,PT,138264.00
5092,City of Rochester Public Transportation,N,MB,PT,1966224.00
5093,Lima Allen County Regional Transit Authority,Y,DR,DO,146372.00
5093,Lima Allen County Regional Transit Authority,Y,DR,PT,0.00
5093,Lima Allen County Regional Transit Authority,Y,MB,DO,1358.00
5095,Lorain County Transit,Y,DR,PT,22184.00
5095,Lorain County Transit,Y,MB,PT,112393.00
5096,City of Waukesha Transit Commission,N,CB,PT,518291.00
5096,City of Waukesha Transit Commission,N,DR,DO,45850.00
5096,City of Waukesha Transit Commission,N,DR,PT,41510.00
5096,City of Waukesha Transit Commission,N,MB,DO,991233.00
5098,Michigan City Transit,Y,DR,DO,7734.00
5098,Michigan City Transit,Y,MB,DO,87565.00
5099,Eau Claire Transit,N,DR,PT,217056.00
5099,Eau Claire Transit,N,MB,DO,709843.00
5103,North Township of Lake County Dial-A-Ride,N,DR,DO,0.00
5103,North Township of Lake County Dial-A-Ride,N,DT,PT,0.00
5104,Northern Indiana Commuter Transportation District,N,CR,DO,19341085.00
5107,Henderson Area Rapid Transit,Y,DR,DO,10983.00
5107,Henderson Area Rapid Transit,Y,MB,DO,21960.00
5108,Janesville Transit System,Y,DR,PT,14112.00
5108,Janesville Transit System,Y,MB,DO,595367.00
5109,City of Beloit Transit System,Y,DR,PT,13369.00
5109,City of Beloit Transit System,Y,MB,DO,204153.00
5110,Bloomington Public Transportation Corporation,N,DR,DO,53284.00
5110,Bloomington Public Transportation Corporation,N,MB,DO,1545187.00
5113,Pace - Suburban Bus Division,N,DR,DO,57530.00
5113,Pace - Suburban Bus Division,N,DR,PT,1395037.00
5113,Pace - Suburban Bus Division,N,DT,PT,388804.00
5113,Pace - Suburban Bus Division,N,MB,DO,27872792.00
5113,Pace - Suburban Bus Division,N,MB,PT,2417287.00
5113,Pace - Suburban Bus Division,N,VP,DO,4158845.00
5117,Laketran,N,CB,DO,626001.00
5117,Laketran,N,DR,DO,446646.00
5117,Laketran,N,DR,PT,3000.00
5117,Laketran,N,MB,DO,276973.00
5118,Northeast Illinois Regional Commuter Railroad Corporation dba: Metra Rail,N,CR,DO,309448078.00
5119,City of Detroit Department of Transportation,N,DR,PT,16945.00
5119,City of Detroit Department of Transportation,N,DT,PT,606684.00
5119,City of Detroit Department of Transportation,N,MB,DO,21341905.00
5131,"Opportunity Enterprises, Inc.",N,DR,DO,29166.00
5132,Twin Cities Area Transportation Authority,Y,DR,DO,293632.00
5132,Twin Cities Area Transportation Authority,Y,MB,DO,30554.00
5133,Chippewa Falls General Public Shared-Ride Taxi System,Y,DR,PT,175079.00
5141,Detroit Transportation Corporation,N,MG,DO,1556301.00
5142,Steel Valley Regional Transit Authority,Y,DR,DO,2327.00
5142,Steel Valley Regional Transit Authority,Y,MB,DO,40590.00
5143,Brunswick Transit Alternative,N,MB,DO,10032.00
5145,City of Kokomo,N,DR,DO,4186.00
5145,City of Kokomo,N,DT,PT,316465.00
5145,City of Kokomo,N,MB,DO,0.00
5146,Madison County Transit District,N,DR,PT,166518.00
5146,Madison County Transit District,N,MB,PT,2194373.00
5146,Madison County Transit District,N,VP,DO,414859.00
5148,Blue Water Area Transportation Commission,N,CB,DO,11731.00
5148,Blue Water Area Transportation Commission,N,DR,DO,1532297.00
5148,Blue Water Area Transportation Commission,N,DR,PT,1515786.00
5148,Blue Water Area Transportation Commission,N,MB,DO,115936.00
5149,Michiana Area Council of Governments,N,DR,PT,6003.00
5149,Michiana Area Council of Governments,N,DT,PT,114126.00
5149,Michiana Area Council of Governments,N,MB,PT,286884.00
5152,Onalaska Shared Ride Taxi City of Onalaska,Y,DR,PT,238091.00
5154,Metropolitan Council,N,DR,PT,1133062.00
5154,Metropolitan Council,N,MB,PT,10435192.00
5154,Metropolitan Council,N,VP,PT,741672.00
5155,Metro Mobility,N,DR,PT,6335538.00
5157,Butler County Regional Transit Authority,N,CB,DO,21889.00
5157,Butler County Regional Transit Authority,N,DR,DO,564204.00
5157,Butler County Regional Transit Authority,N,MB,DO,4489.00
5157,Butler County Regional Transit Authority,N,MB,PT,407250.00
5158,University of Michigan Parking and Transportation Services,N,MB,DO,1975777.00
5159,River Valley Metro Mass Transit District,N,DR,PT,14788.00
5159,River Valley Metro Mass Transit District,N,MB,PT,394372.00
5160,Washington County Transit,N,CB,PT,386423.00
5160,Washington County Transit,N,DR,PT,380302.00
5161,Ozaukee County Transit Services,N,CB,DO,274443.00
5161,Ozaukee County Transit Services,N,DR,PT,438678.00
5162,TransPorte,Y,DR,DO,101948.00
5163,Licking County Transit Board,N,DR,PT,1818580.00
5165,Greene County Transit Board,N,DR,PT,1926851.00
5166,Clermont Transportation Connection,N,DR,DO,55323.00
5166,Clermont Transportation Connection,N,DR,PT,0.00
5166,Clermont Transportation Connection,N,MB,DO,222021.00
5166,Clermont Transportation Connection,N,MB,PT,136451.00
5167,"South Lake County Community Services, Inc.",N,DR,DO,72288.00
5169,Miami County Public Transit,N,DR,PT,253869.00
5171,Fond du Lac Area Transit,Y,DR,PT,342194.00
5171,Fond du Lac Area Transit,Y,DT,PT,39116.00
5171,Fond du Lac Area Transit,Y,MB,DO,125538.00
5171,Fond du Lac Area Transit,Y,MB,PT,7250.00
5174,City of Danville/Danville Mass Transit,Y,DR,PT,29740.00
5174,City of Danville/Danville Mass Transit,Y,MB,DO,322868.00
5176,City of DeKalb,N,DR,PT,52183.00
5177,ColumBUS Transit,Y,DR,DO,9189.00
5177,ColumBUS Transit,Y,MB,DO,24594.00
5179,"Porter County Aging and Community Services, Inc.",N,DR,DO,12355.00
5180,Livingston Essential Transportation Service,Y,DR,DO,324654.00
5182,"Pace-Suburban Bus Division, ADA Paratransit Services",N,DR,PT,9653545.00
5182,"Pace-Suburban Bus Division, ADA Paratransit Services",N,DT,PT,76843.00
5183,City of Valparaiso,N,CB,PT,396029.00
5183,City of Valparaiso,N,MB,PT,179484.00
5184,Macatawa Area Express Transportation Authority,N,DR,DO,195589.00
5184,Macatawa Area Express Transportation Authority,N,MB,DO,122992.00
5186,Lawrence County Port Authority,Y,DR,PT,6854.00
5186,Lawrence County Port Authority,Y,MB,PT,20561.00
5191,Mid-Ohio Regional Planning Commision,N,VP,PT,479262.00
5193,"VRide, Inc. - Michigan",N,VP,DO,3078759.00
5194,Boone County Council on Aging,Y,DR,DO,24655.00
5195,City of Shelby,Y,DR,DO,440.00
5196,Harbor Transit Multi-Modal Transportation System,Y,DR,DO,150132.00
5197,Trumbull County Transit Board,N,DR,PT,79935.00
5198,Medina County Public Transit,N,DR,DO,65896.00
5198,Medina County Public Transit,N,DT,PT,0.00
5198,Medina County Public Transit,N,MB,DO,23736.00
5198,Medina County Public Transit,N,MB,PT,0.00
5199,Delaware County Transit Board,N,DR,DO,74822.00
5199,Delaware County Transit Board,N,MB,DO,34466.00
5200,Warren County Transit Services,Y,DR,PT,85681.00
5201,Hancock Area Rural Transit ,Y,DR,DO,41318.00
5202,City of West Bend,Y,DT,PT,395418.00
5204,Jackson County Mass Transit District,Y,DR,DO,37075.00
5205,Greater Mankato Transit System,Y,DR,DO,27042.00
5205,Greater Mankato Transit System,Y,MB,DO,93070.00
5207,Midland Dial-A-Ride,Y,DR,DO,96260.00
5208,Midland County Board of Commissioners,Y,DR,DO,202122.00
5209,Central Indiana Regional Transportation Authority ,Y,MB,PT,17348.00
5209,Central Indiana Regional Transportation Authority ,Y,VP,PT,291731.00
5210,City of Hartford,Y,DR,DO,72073.00
5211,Rides Mass Transit District,N,MB,DO,340563.00
5212,Stateline Mass Transit District,N,DR,PT,16844.00
5214,DeKalb County,N,DR,PT,13686.00
5215,Voluntary Action Center,Y,DR,DO,65869.00
5216,Miller Transportation,Y,CB,DO,303886.00
6001,Amarillo City Transit,N,DR,DO,58029.00
6001,Amarillo City Transit,N,MB,DO,149462.00
6006,Mass Transit Department - City of El Paso,N,DR,DO,91875.00
6006,Mass Transit Department - City of El Paso,N,DR,PT,428962.00
6006,Mass Transit Department - City of El Paso,N,DT,PT,15905.00
6006,Mass Transit Department - City of El Paso,N,MB,DO,9148195.00
6007,Fort Worth Transportation Authority,N,CR,PT,2257458.00
6007,Fort Worth Transportation Authority,N,DR,DO,369435.00
6007,Fort Worth Transportation Authority,N,DR,PT,660748.00
6007,Fort Worth Transportation Authority,N,MB,DO,4527304.00
6007,Fort Worth Transportation Authority,N,MB,PT,0.00
6007,Fort Worth Transportation Authority,N,VP,PT,1602387.00
6008,"Metropolitan Transit Authority of Harris County, Texas ",N,CB,DO,23006184.00
6008,"Metropolitan Transit Authority of Harris County, Texas ",N,CB,PT,5878857.00
6008,"Metropolitan Transit Authority of Harris County, Texas ",N,DR,PT,1345185.00
6008,"Metropolitan Transit Authority of Harris County, Texas ",N,DT,PT,249925.00
6008,"Metropolitan Transit Authority of Harris County, Texas ",N,LR,DO,4483444.00
6008,"Metropolitan Transit Authority of Harris County, Texas ",N,MB,DO,27365418.00
6008,"Metropolitan Transit Authority of Harris County, Texas ",N,MB,PT,6750764.00
6008,"Metropolitan Transit Authority of Harris County, Texas ",N,VP,PT,7495747.00
6009,"Laredo Transit Management, Inc.",N,DR,DO,41644.00
6009,"Laredo Transit Management, Inc.",N,MB,DO,3367797.00
6010,"City Transit Management Company, Inc.",N,DR,DO,241362.00
6010,"City Transit Management Company, Inc.",N,MB,DO,4270790.00
6011,VIA Metropolitan Transit,N,DR,DO,831720.00
6011,VIA Metropolitan Transit,N,DR,PT,895311.00
6011,VIA Metropolitan Transit,N,MB,DO,23363166.00
6011,VIA Metropolitan Transit,N,VP,PT,2111524.00
6012,"Waco Transit System, Inc.",N,DR,DO,95982.00
6012,"Waco Transit System, Inc.",N,MB,DO,1087676.00
6013,Port Arthur Transit,Y,DR,DO,47863.00
6013,Port Arthur Transit,Y,MB,DO,94563.00
6014,City of Brownsville - Brownsville Metro,N,DR,DO,29466.00
6014,City of Brownsville - Brownsville Metro,N,MB,DO,1126521.00
6015,Island Transit,Y,CB,DO,196066.00
6015,Island Transit,Y,DR,DO,15814.00
6015,Island Transit,Y,MB,DO,282947.00
6016,Beaumont Municipal Transit System,N,DR,PT,53260.00
6016,Beaumont Municipal Transit System,N,MB,PT,470042.00
6017,Central Oklahoma Transportation and Parking Authority,N,DR,DO,120408.00
6017,Central Oklahoma Transportation and Parking Authority,N,DT,PT,78983.00
6017,Central Oklahoma Transportation and Parking Authority,N,FB,PT,36178.00
6017,Central Oklahoma Transportation and Parking Authority,N,MB,DO,2404063.00
6017,Central Oklahoma Transportation and Parking Authority,N,MB,PT,9120.00
6018,Metropolitan Tulsa Transit Authority,N,DR,PT,434370.00
6018,Metropolitan Tulsa Transit Authority,N,MB,DO,2493769.00
6018,Metropolitan Tulsa Transit Authority,N,MB,PT,33721.00
6019,City of Albuquerque Transit Department,N,DR,DO,339712.00
6019,City of Albuquerque Transit Department,N,MB,DO,4187945.00
6020,Louisiana Department of Transportation & Development,N,FB,DO,0.00
6022,Capital Area Transit System,N,DR,PT,127744.00
6022,Capital Area Transit System,N,MB,DO,1832474.00
6023,Lake Charles Transit System,Y,DR,DO,5994.00
6023,Lake Charles Transit System,Y,MB,DO,104716.00
6024,Shreveport Area Transit System,N,DR,DO,110836.00
6024,Shreveport Area Transit System,N,MB,DO,2496920.00
6025,City of Alexandria,Y,DR,DO,10021.00
6025,City of Alexandria,Y,MB,DO,434767.00
6026,City of Monroe Transit System,Y,DR,DO,16852.00
6026,City of Monroe Transit System,Y,MB,DO,858545.00
6032,New Orleans Regional Transit Authority,N,DR,PT,399602.00
6032,New Orleans Regional Transit Authority,N,MB,PT,10627857.00
6032,New Orleans Regional Transit Authority,N,SR,PT,6859287.00
6033,Central Arkansas Transit Authority,N,DR,DO,186870.00
6033,Central Arkansas Transit Authority,N,MB,DO,1998662.00
6033,Central Arkansas Transit Authority,N,SR,DO,76057.00
6034,Pine Bluff Transit,Y,DR,DO,7076.00
6034,Pine Bluff Transit,Y,MB,DO,51979.00
6035,Wichita Falls Transit System,Y,MB,DO,276470.00
6038,Lafayette Transit System,N,DR,PT,18663.00
6038,Lafayette Transit System,N,MB,DO,493073.00
6038,Lafayette Transit System,N,MB,PT,35362.00
6040,CityLink Transit,Y,DR,DO,323930.00
6040,CityLink Transit,Y,MB,DO,390511.00
6041,Handitran Special Transit Division - City of Arlington,N,DR,DO,89546.00
6041,Handitran Special Transit Division - City of Arlington,N,DT,PT,128859.00
6048,Capital Metropolitan Transportation Authority,N,CB,PT,677343.00
6048,Capital Metropolitan Transportation Authority,N,DR,PT,586347.00
6048,Capital Metropolitan Transportation Authority,N,DT,PT,45796.00
6048,Capital Metropolitan Transportation Authority,N,MB,PT,16681175.00
6048,Capital Metropolitan Transportation Authority,N,VP,DO,510162.00
6048,Capital Metropolitan Transportation Authority,N,YR,PT,3358278.00
6049,Las Cruces Area Transit,Y,DR,DO,22000.00
6049,Las Cruces Area Transit,Y,MB,DO,579183.00
6051,Corpus Christi Regional Transportation Authority,N,DR,DO,1196.00
6051,Corpus Christi Regional Transportation Authority,N,DR,PT,178981.00
6051,Corpus Christi Regional Transportation Authority,N,FB,PT,96515.00
6051,Corpus Christi Regional Transportation Authority,N,MB,DO,1243826.00
6051,Corpus Christi Regional Transportation Authority,N,MB,PT,190073.00
6056,Dallas Area Rapid Transit,N,CR,PT,8822554.00
6056,Dallas Area Rapid Transit,N,DR,PT,1338776.00
6056,Dallas Area Rapid Transit,N,DT,PT,815247.00
6056,Dallas Area Rapid Transit,N,LR,DO,20435200.00
6056,Dallas Area Rapid Transit,N,MB,DO,37133424.00
6056,Dallas Area Rapid Transit,N,VP,DO,967038.00
6058,St. Bernard Urban Rapid Transit,Y,MB,DO,21752.00
6059,Brazos Transit District,N,CB,PT,3776612.00
6059,Brazos Transit District,N,DR,DO,234974.00
6059,Brazos Transit District,N,MB,DO,264970.00
6062,"University of Arkansas, Fayetteville",Y,DR,DO,9684.00
6062,"University of Arkansas, Fayetteville",Y,MB,DO,1405317.00
6068,City of Grand Prairie Transportation Services Department,Y,DR,DO,1847.00
6070,City of Mesquite,Y,DR,DO,15364.00
6072,Ozark Regional Transit,N,DR,DO,34348.00
6072,Ozark Regional Transit,N,MB,DO,77067.00
6077,Santa Fe Trails - City of Santa Fe,N,DR,DO,70497.00
6077,Santa Fe Trails - City of Santa Fe,N,MB,DO,350857.00
6080,Terrebonne Parish Consolidated Government,Y,DR,DO,2889.00
6080,Terrebonne Parish Consolidated Government,Y,MB,DO,120673.00
6081,Longview Transit,Y,DR,DO,22046.00
6081,Longview Transit,Y,MB,DO,182842.00
6082,The Gulf Coast Center,N,CB,PT,196066.00
6082,The Gulf Coast Center,N,DR,DO,21500.00
6082,The Gulf Coast Center,N,DT,PT,0.00
6082,The Gulf Coast Center,N,MB,DO,128771.00
6084,"Dallas - vRide, Inc.",N,VP,DO,2254837.00
6086,Fort Smith Transit,Y,DR,DO,40693.00
6086,Fort Smith Transit,Y,MB,DO,129460.00
6088,Jefferson Parish Department of Transit Administration,N,DR,PT,206676.00
6088,Jefferson Parish Department of Transit Administration,N,MB,PT,3291581.00
6089,City of Tyler,Y,DT,PT,47711.00
6089,City of Tyler,Y,MB,DO,109725.00
6090,Lower Rio Grande Valley Development Council,Y,CB,DO,42051.00
6090,Lower Rio Grande Valley Development Council,Y,DR,DO,34.00
6090,Lower Rio Grande Valley Development Council,Y,MB,DO,149923.00
6091,Hill Country Transit District,N,DR,DO,190840.00
6091,Hill Country Transit District,N,MB,DO,371526.00
6093,Texarkana Urban Transit District,Y,MB,DO,126824.00
6094,The Lawton Area Transit System,Y,DR,DO,50875.00
6094,The Lawton Area Transit System,Y,MB,DO,301237.00
6095,Golden Crescent Regional Planning Commission,N,DR,DO,113883.00
6095,Golden Crescent Regional Planning Commission,N,MB,DO,124684.00
6096,Cleveland Area Rapid Transit,Y,DR,DO,92835.00
6096,Cleveland Area Rapid Transit,Y,MB,DO,67225.00
6097,Midland-Odessa Urban Transit District,Y,CB,PT,10726.00
6097,Midland-Odessa Urban Transit District,Y,DR,DO,94077.00
6097,Midland-Odessa Urban Transit District,Y,MB,DO,254357.00
6099,City of McAllen - McAllen Express Transit,Y,DR,DO,6055.00
6099,City of McAllen - McAllen Express Transit,Y,MB,DO,406910.00
6100,City of Farmington dba: Red Apple Transit,Y,DR,PT,16562.00
6100,City of Farmington dba: Red Apple Transit,Y,MB,PT,74482.00
6101,Denton County Transportation Authority,N,DR,DO,87626.00
6101,Denton County Transportation Authority,N,MB,DO,3429469.00
6101,Denton County Transportation Authority,N,VP,PT,127136.00
6101,Denton County Transportation Authority,N,YR,PT,729394.00
6102,Concho Valley Transit District,N,DR,DO,67363.00
6102,Concho Valley Transit District,N,MB,DO,110902.00
6103,Fort Bend County Public Transportation,N,CB,PT,507493.00
6103,Fort Bend County Public Transportation,N,DR,PT,82005.00
6103,Fort Bend County Public Transportation,N,MB,PT,7422.00
6104,Jonesboro Economical Transportation System,Y,DR,DO,12982.00
6104,Jonesboro Economical Transportation System,Y,MB,DO,42463.00
6105,Intracity Transit,Y,DR,DO,7920.00
6105,Intracity Transit,Y,MB,DO,72098.00
6107,"Texoma Area Paratransit System, Inc",N,CB,DO,72845.00
6107,"Texoma Area Paratransit System, Inc",N,CB,PT,39036.00
6107,"Texoma Area Paratransit System, Inc",N,DR,DO,446727.00
6107,"Texoma Area Paratransit System, Inc",N,MB,DO,18543.00
6108,"Harris County Community Services Department, Office of Transit Services",Y,CB,PT,81314.00
6108,"Harris County Community Services Department, Office of Transit Services",Y,DT,PT,256181.00
6108,"Harris County Community Services Department, Office of Transit Services",Y,MB,PT,64550.00
6109,St. Tammany Parish Government,Y,DR,PT,43977.00
6110,Collin County Committee on Aging,Y,DR,DO,0.00
6110,Collin County Committee on Aging,Y,MB,DO,0.00
6111,Rio Metro Regional Transit District,N,CB,DO,2108.00
6111,Rio Metro Regional Transit District,N,CB,PT,30871.00
6111,Rio Metro Regional Transit District,N,CR,PT,3002928.00
6111,Rio Metro Regional Transit District,N,DR,DO,53922.00
6111,Rio Metro Regional Transit District,N,DT,PT,0.00
6111,Rio Metro Regional Transit District,N,MB,DO,1686.00
6112,River Parishes Transit Authority,Y,DR,PT,33365.00
6113,City of Cleburne,Y,CB,DO,1671.00
6113,City of Cleburne,Y,DR,DO,78863.00
6114,STAR Transit,N,DR,DO,95152.00
6114,STAR Transit,N,MB,DO,982.00
6115,Public Transit Services,Y,CB,DO,47380.00
6115,Public Transit Services,Y,DR,DO,81628.00
6115,Public Transit Services,Y,DR,PT,0.00
