NTD_ID,4 digit NTDID,Reporter Name,Reporter Type,Mode,TOS,Expense Type,2014
50016,5016,Central Ohio Transit Authority,Full Reporter: Operating,DR,PT,Funds Earned During Period,893585.00
50016,5016,Central Ohio Transit Authority,Full Reporter: Operating,MB,DO,Funds Earned During Period,20158510.00
50017,5017,Greater Dayton Regional Transit Authority,Full Reporter: Operating,DR,DO,Funds Earned During Period,664491.00
50017,5017,Greater Dayton Regional Transit Authority,Full Reporter: Operating,MB,DO,Funds Earned During Period,8021251.00
50017,5017,Greater Dayton Regional Transit Authority,Full Reporter: Operating,TB,DO,Funds Earned During Period,1338338.00
50019,5019,City of Middletown - Middletown Transit System,Small Systems Reporter,DR,DO,Funds Expended on Capital,0.00
50019,5019,City of Middletown - Middletown Transit System,Small Systems Reporter,DR,DO,Funds Expended on Operations,7970.00
50019,5019,City of Middletown - Middletown Transit System,Small Systems Reporter,MB,DO,Funds Expended on Capital,0.00
50019,5019,City of Middletown - Middletown Transit System,Small Systems Reporter,MB,DO,Funds Expended on Operations,115767.00
50020,5020,Springfield City Area Transit,Small Systems Reporter,DR,PT,Funds Expended on Capital,0.00
50020,5020,Springfield City Area Transit,Small Systems Reporter,DR,PT,Funds Expended on Operations,0.00
50020,5020,Springfield City Area Transit,Small Systems Reporter,MB,PT,Funds Expended on Capital,0.00
50020,5020,Springfield City Area Transit,Small Systems Reporter,MB,PT,Funds Expended on Operations,155658.00
50021,5021,Portage Area Regional Transportation Authority,Full Reporter: Operating,DR,DO,Funds Earned During Period,384637.00
50021,5021,Portage Area Regional Transportation Authority,Full Reporter: Operating,MB,DO,Funds Earned During Period,2544730.00
50022,5022,Toledo Area Regional Transit Authority,Full Reporter: Operating,DR,DO,Funds Earned During Period,1467391.00
50022,5022,Toledo Area Regional Transit Authority,Full Reporter: Operating,MB,DO,Funds Earned During Period,3417997.00
50024,5024,Western Reserve Transit Authority,Full Reporter: Operating,DR,DO,Funds Earned During Period,100970.00
50024,5024,Western Reserve Transit Authority,Full Reporter: Operating,MB,DO,Funds Earned During Period,945011.00
50025,5025,Duluth Transit Authority,Full Reporter: Operating,DR,PT,Funds Earned During Period,55793.00
50025,5025,Duluth Transit Authority,Full Reporter: Operating,MB,DO,Funds Earned During Period,2614086.00
50026,5026,"City of Moorhead, DBA: Metropolitan Area Transit",Full Reporter: Operating,DR,PT,Funds Earned During Period,52435.00
50026,5026,"City of Moorhead, DBA: Metropolitan Area Transit",Full Reporter: Operating,MB,PT,Funds Earned During Period,310456.00
50027,5027,Metro Transit ,Full Reporter: Operating,CR,PT,Funds Earned During Period,2349875.00
50027,5027,Metro Transit ,Full Reporter: Operating,LR,DO,Funds Earned During Period,15405531.00
50027,5027,Metro Transit ,Full Reporter: Operating,MB,DO,Funds Earned During Period,75845786.00
50028,5028,St. Cloud Metropolitan Transit Commission,Full Reporter: Operating,CB,DO,Funds Earned During Period,102008.00
50028,5028,St. Cloud Metropolitan Transit Commission,Full Reporter: Operating,DR,DO,Funds Earned During Period,348386.00
50028,5028,St. Cloud Metropolitan Transit Commission,Full Reporter: Operating,MB,DO,Funds Earned During Period,1349267.00
50029,5029,Bay Metropolitan Transit Authority,Full Reporter: Operating,DR,DO,Funds Earned During Period,80721.00
50029,5029,Bay Metropolitan Transit Authority,Full Reporter: Operating,MB,DO,Funds Earned During Period,671508.00
50030,5030,Battle Creek Transit,Small Systems Reporter,DR,DO,Funds Expended on Capital,0.00
50030,5030,Battle Creek Transit,Small Systems Reporter,DR,DO,Funds Expended on Operations,44477.00
50030,5030,Battle Creek Transit,Small Systems Reporter,MB,DO,Funds Expended on Capital,0.00
50030,5030,Battle Creek Transit,Small Systems Reporter,MB,DO,Funds Expended on Operations,345674.00
50031,5031,Suburban Mobility Authority for Regional Transportation,Full Reporter: Operating,DR,DO,Funds Earned During Period,593780.00
50031,5031,Suburban Mobility Authority for Regional Transportation,Full Reporter: Operating,DR,PT,Funds Earned During Period,388687.00
50031,5031,Suburban Mobility Authority for Regional Transportation,Full Reporter: Operating,MB,DO,Funds Earned During Period,11942799.00
50031,5031,Suburban Mobility Authority for Regional Transportation,Full Reporter: Operating,MB,PT,Funds Earned During Period,146083.00
50032,5032,Mass Transportation Authority ,Full Reporter: Operating,DR,DO,Funds Earned During Period,634075.00
50032,5032,Mass Transportation Authority ,Full Reporter: Operating,DR,PT,Funds Earned During Period,4758.00
50032,5032,Mass Transportation Authority ,Full Reporter: Operating,MB,DO,Funds Earned During Period,5016395.00
50033,5033,Interurban Transit Partnership,Full Reporter: Operating,DR,PT,Funds Earned During Period,814594.00
50033,5033,Interurban Transit Partnership,Full Reporter: Operating,MB,DO,Funds Earned During Period,9050678.00
50033,5033,Interurban Transit Partnership,Full Reporter: Operating,RB,DO,Funds Earned During Period,20516.00
50033,5033,Interurban Transit Partnership,Full Reporter: Operating,VP,DO,Funds Earned During Period,227012.00
50034,5034,City of Jackson Transportation Authority,Full Reporter: Operating,DR,DO,Funds Earned During Period,77361.00
50034,5034,City of Jackson Transportation Authority,Full Reporter: Operating,DT,PT,Funds Earned During Period,22025.00
50034,5034,City of Jackson Transportation Authority,Full Reporter: Operating,MB,DO,Funds Earned During Period,375922.00
50035,5035,Kalamazoo Metro Transit System,Full Reporter: Operating,DR,PT,Funds Earned During Period,520979.00
50035,5035,Kalamazoo Metro Transit System,Full Reporter: Operating,MB,DO,Funds Earned During Period,2469103.00
50036,5036,Capital Area Transportation Authority,Full Reporter: Operating,DR,DO,Funds Earned During Period,828322.00
50036,5036,Capital Area Transportation Authority,Full Reporter: Operating,DR,PT,Funds Earned During Period,605352.00
50036,5036,Capital Area Transportation Authority,Full Reporter: Operating,MB,DO,Funds Earned During Period,7552704.00
50037,5037,Muskegon Area Transit System,Small Systems Reporter,DR,DO,Funds Expended on Capital,0.00
50037,5037,Muskegon Area Transit System,Small Systems Reporter,DR,DO,Funds Expended on Operations,74435.00
50037,5037,Muskegon Area Transit System,Small Systems Reporter,MB,DO,Funds Expended on Capital,0.00
50037,5037,Muskegon Area Transit System,Small Systems Reporter,MB,DO,Funds Expended on Operations,434856.00
50038,5038,Niles Dial-A-Ride,Small Systems Reporter,DR,DO,Funds Expended on Capital,0.00
50038,5038,Niles Dial-A-Ride,Small Systems Reporter,DR,DO,Funds Expended on Operations,0.00
50038,5038,Niles Dial-A-Ride,Small Systems Reporter,MB,DO,Funds Expended on Capital,0.00
50038,5038,Niles Dial-A-Ride,Small Systems Reporter,MB,DO,Funds Expended on Operations,0.00
50039,5039,Saginaw Transit Authority Regional Service,Full Reporter: Operating,DR,DO,Funds Earned During Period,99322.00
50039,5039,Saginaw Transit Authority Regional Service,Full Reporter: Operating,MB,DO,Funds Earned During Period,798526.00
50040,5040,Ann Arbor Area Transportation Authority,Full Reporter: Operating,CB,DO,Funds Earned During Period,159670.00
50040,5040,Ann Arbor Area Transportation Authority,Full Reporter: Operating,CB,PT,Funds Earned During Period,901806.00
50040,5040,Ann Arbor Area Transportation Authority,Full Reporter: Operating,DR,PT,Funds Earned During Period,231466.00
50040,5040,Ann Arbor Area Transportation Authority,Full Reporter: Operating,DT,PT,Funds Earned During Period,437616.00
50040,5040,Ann Arbor Area Transportation Authority,Full Reporter: Operating,MB,DO,Funds Earned During Period,4189296.00
50040,5040,Ann Arbor Area Transportation Authority,Full Reporter: Operating,VP,PT,Funds Earned During Period,0.00
50041,5041,City of Anderson Transportation System,Small Systems Reporter,DR,DO,Funds Expended on Capital,0.00
50041,5041,City of Anderson Transportation System,Small Systems Reporter,DR,DO,Funds Expended on Operations,39983.00
50041,5041,City of Anderson Transportation System,Small Systems Reporter,MB,DO,Funds Expended on Capital,0.00
50041,5041,City of Anderson Transportation System,Small Systems Reporter,MB,DO,Funds Expended on Operations,149342.00
50042,5042,East Chicago Transit,Full Reporter: Operating,DR,DO,Funds Earned During Period,0.00
50042,5042,East Chicago Transit,Full Reporter: Operating,MB,DO,Funds Earned During Period,0.00
50043,5043,Metropolitan Evansville Transit System,Full Reporter: Operating,DR,DO,Funds Earned During Period,116133.00
50043,5043,Metropolitan Evansville Transit System,Full Reporter: Operating,MB,DO,Funds Earned During Period,1484838.00
50044,5044,Fort Wayne Public Transportation Corporation,Full Reporter: Operating,DR,DO,Funds Earned During Period,124908.00
50044,5044,Fort Wayne Public Transportation Corporation,Full Reporter: Operating,MB,DO,Funds Earned During Period,1658945.00
50045,5045,Gary Public Transportation Corporation,Full Reporter: Operating,DR,DO,Funds Earned During Period,34052.00
50045,5045,Gary Public Transportation Corporation,Full Reporter: Operating,MB,DO,Funds Earned During Period,713929.00
50047,5047,Bloomington-Normal Public Transit System,Full Reporter: Operating,DR,DO,Funds Earned During Period,118962.00
50047,5047,Bloomington-Normal Public Transit System,Full Reporter: Operating,MB,DO,Funds Earned During Period,1252642.00
50050,5050,Indianapolis and Marion County Public Transportation,Full Reporter: Operating,DR,PT,Funds Earned During Period,1027232.00
50050,5050,Indianapolis and Marion County Public Transportation,Full Reporter: Operating,MB,DO,Funds Earned During Period,10354692.00
50051,5051,Greater Lafayette Public Transportation Corporation,Full Reporter: Operating,DR,DO,Funds Earned During Period,97864.00
50051,5051,Greater Lafayette Public Transportation Corporation,Full Reporter: Operating,MB,DO,Funds Earned During Period,2684942.00
50052,5052,South Bend Public Transportation Corporation,Full Reporter: Operating,DR,DO,Funds Earned During Period,125048.00
50052,5052,South Bend Public Transportation Corporation,Full Reporter: Operating,MB,DO,Funds Earned During Period,1293001.00
50053,5053,Terre Haute Transit Utility,Full Reporter: Operating,DR,DO,Funds Earned During Period,51870.00
50053,5053,Terre Haute Transit Utility,Full Reporter: Operating,MB,DO,Funds Earned During Period,183901.00
50054,5054,Muncie Indiana Transit System,Full Reporter: Operating/Building,DR,DO,Funds Earned During Period,41988.00
50054,5054,Muncie Indiana Transit System,Full Reporter: Operating/Building,MB,DO,Funds Earned During Period,196346.00
50056,5056,Greater Peoria Mass Transit District,Full Reporter: Operating,DR,PT,Funds Earned During Period,298758.00
50056,5056,Greater Peoria Mass Transit District,Full Reporter: Operating,MB,DO,Funds Earned During Period,1582294.00
50057,5057,Rock Island County Metropolitan Mass Transit District,Full Reporter: Operating,DR,DO,Funds Earned During Period,169556.00
50057,5057,Rock Island County Metropolitan Mass Transit District,Full Reporter: Operating,DR,PT,Funds Earned During Period,31349.00
50057,5057,Rock Island County Metropolitan Mass Transit District,Full Reporter: Operating,FB,PT,Funds Earned During Period,126190.00
50057,5057,Rock Island County Metropolitan Mass Transit District,Full Reporter: Operating,MB,DO,Funds Earned During Period,841244.00
50058,5058,Rockford Mass Transit District,Full Reporter: Operating,DR,DO,Funds Earned During Period,213479.00
50058,5058,Rockford Mass Transit District,Full Reporter: Operating,DR,PT,Funds Earned During Period,0.00
50058,5058,Rockford Mass Transit District,Full Reporter: Operating,MB,DO,Funds Earned During Period,1282731.00
50059,5059,Springfield Mass Transit District,Full Reporter: Operating,DR,DO,Funds Earned During Period,184351.00
50059,5059,Springfield Mass Transit District,Full Reporter: Operating,MB,DO,Funds Earned During Period,1053208.00
50060,5060,Champaign-Urbana Mass Transit District,Full Reporter: Operating,DR,DO,Funds Earned During Period,116360.00
50060,5060,Champaign-Urbana Mass Transit District,Full Reporter: Operating,DR,PT,Funds Earned During Period,134029.00
50060,5060,Champaign-Urbana Mass Transit District,Full Reporter: Operating,MB,DO,Funds Earned During Period,6810469.00
50061,5061,Decatur Public Transit System,Full Reporter: Operating,DR,DO,Funds Earned During Period,34680.00
50061,5061,Decatur Public Transit System,Full Reporter: Operating,DT,PT,Funds Earned During Period,39848.00
50061,5061,Decatur Public Transit System,Full Reporter: Operating,MB,DO,Funds Earned During Period,553651.00
50066,5066,Chicago Transit Authority,Full Reporter: Operating,HR,DO,Funds Earned During Period,290337682.00
50066,5066,Chicago Transit Authority,Full Reporter: Operating,MB,DO,Funds Earned During Period,296824949.00
50088,5088,Shoreline Metro,Full Reporter: Operating,DR,DO,Funds Earned During Period,278450.00
50088,5088,Shoreline Metro,Full Reporter: Operating,MB,DO,Funds Earned During Period,449551.00
50090,5090,Richland County Transit,Small Systems Reporter,DR,PT,Funds Expended on Capital,0.00
50090,5090,Richland County Transit,Small Systems Reporter,DR,PT,Funds Expended on Operations,97389.00
50090,5090,Richland County Transit,Small Systems Reporter,MB,PT,Funds Expended on Capital,0.00
50090,5090,Richland County Transit,Small Systems Reporter,MB,PT,Funds Expended on Operations,222100.00
50091,5091,Wausau Area Transit System,Small Systems Reporter,DR,DO,Funds Expended on Capital,0.00
50091,5091,Wausau Area Transit System,Small Systems Reporter,DR,DO,Funds Expended on Operations,7419.00
50091,5091,Wausau Area Transit System,Small Systems Reporter,MB,DO,Funds Expended on Capital,0.00
50091,5091,Wausau Area Transit System,Small Systems Reporter,MB,DO,Funds Expended on Operations,445811.00
50092,5092,City of Rochester Public Transportation,Full Reporter: Operating,DR,PT,Funds Earned During Period,166087.00
50092,5092,City of Rochester Public Transportation,Full Reporter: Operating,MB,PT,Funds Earned During Period,1931379.00
50093,5093,Lima Allen County Regional Transit Authority,Small Systems Reporter,DR,DO,Funds Expended on Capital,0.00
50093,5093,Lima Allen County Regional Transit Authority,Small Systems Reporter,DR,DO,Funds Expended on Operations,12618.00
50093,5093,Lima Allen County Regional Transit Authority,Small Systems Reporter,DR,PT,Funds Expended on Capital,0.00
50093,5093,Lima Allen County Regional Transit Authority,Small Systems Reporter,DR,PT,Funds Expended on Operations,0.00
50093,5093,Lima Allen County Regional Transit Authority,Small Systems Reporter,MB,DO,Funds Expended on Capital,0.00
50093,5093,Lima Allen County Regional Transit Authority,Small Systems Reporter,MB,DO,Funds Expended on Operations,155336.00
50095,5095,Lorain County Transit,Small Systems Reporter,DR,PT,Funds Expended on Capital,0.00
50095,5095,Lorain County Transit,Small Systems Reporter,DR,PT,Funds Expended on Operations,36338.00
50095,5095,Lorain County Transit,Small Systems Reporter,MB,PT,Funds Expended on Capital,0.00
50095,5095,Lorain County Transit,Small Systems Reporter,MB,PT,Funds Expended on Operations,77218.00
50096,5096,City of Waukesha Transit Commission,Full Reporter: Operating,CB,PT,Funds Earned During Period,502892.00
50096,5096,City of Waukesha Transit Commission,Full Reporter: Operating,DR,DO,Funds Earned During Period,6276.00
50096,5096,City of Waukesha Transit Commission,Full Reporter: Operating,DR,PT,Funds Earned During Period,26988.00
50096,5096,City of Waukesha Transit Commission,Full Reporter: Operating,MB,DO,Funds Earned During Period,344003.00
50098,5098,Michigan City Transit,Small Systems Reporter,DR,DO,Funds Expended on Capital,0.00
50098,5098,Michigan City Transit,Small Systems Reporter,DR,DO,Funds Expended on Operations,9183.00
50098,5098,Michigan City Transit,Small Systems Reporter,MB,DO,Funds Expended on Capital,0.00
50098,5098,Michigan City Transit,Small Systems Reporter,MB,DO,Funds Expended on Operations,92303.00
50099,5099,Eau Claire Transit,Full Reporter: Operating,DR,PT,Funds Earned During Period,215292.00
50099,5099,Eau Claire Transit,Full Reporter: Operating,MB,DO,Funds Earned During Period,737465.00
50103,5103,North Township of Lake County Dial-A-Ride,Full Reporter: Operating,DR,DO,Funds Earned During Period,0.00
50103,5103,North Township of Lake County Dial-A-Ride,Full Reporter: Operating,DT,PT,Funds Earned During Period,0.00
50104,5104,Northern Indiana Commuter Transportation District,Full Reporter: Operating,CR,DO,Funds Earned During Period,19370692.00
50107,5107,Henderson Area Rapid Transit,Small Systems Reporter,DR,DO,Funds Expended on Capital,0.00
50107,5107,Henderson Area Rapid Transit,Small Systems Reporter,DR,DO,Funds Expended on Operations,7727.00
50107,5107,Henderson Area Rapid Transit,Small Systems Reporter,MB,DO,Funds Expended on Capital,0.00
50107,5107,Henderson Area Rapid Transit,Small Systems Reporter,MB,DO,Funds Expended on Operations,30909.00
50108,5108,Janesville Transit System,Small Systems Reporter,DR,PT,Funds Expended on Capital,0.00
50108,5108,Janesville Transit System,Small Systems Reporter,DR,PT,Funds Expended on Operations,11482.00
50108,5108,Janesville Transit System,Small Systems Reporter,MB,DO,Funds Expended on Capital,0.00
50108,5108,Janesville Transit System,Small Systems Reporter,MB,DO,Funds Expended on Operations,629079.00
50109,5109,City of Beloit Transit System,Small Systems Reporter,DR,PT,Funds Expended on Capital,0.00
50109,5109,City of Beloit Transit System,Small Systems Reporter,DR,PT,Funds Expended on Operations,15507.00
50109,5109,City of Beloit Transit System,Small Systems Reporter,MB,DO,Funds Expended on Capital,0.00
50109,5109,City of Beloit Transit System,Small Systems Reporter,MB,DO,Funds Expended on Operations,193684.00
50110,5110,Bloomington Public Transportation Corporation,Full Reporter: Operating,DR,DO,Funds Earned During Period,53050.00
50110,5110,Bloomington Public Transportation Corporation,Full Reporter: Operating,MB,DO,Funds Earned During Period,1557842.00
50113,5113,Pace - Suburban Bus Division,Full Reporter: Operating,DR,DO,Funds Earned During Period,67777.00
50113,5113,Pace - Suburban Bus Division,Full Reporter: Operating,DR,PT,Funds Earned During Period,1531316.00
50113,5113,Pace - Suburban Bus Division,Full Reporter: Operating,DT,PT,Funds Earned During Period,333684.00
50113,5113,Pace - Suburban Bus Division,Full Reporter: Operating,MB,DO,Funds Earned During Period,31239101.00
50113,5113,Pace - Suburban Bus Division,Full Reporter: Operating,MB,PT,Funds Earned During Period,2193365.00
50113,5113,Pace - Suburban Bus Division,Full Reporter: Operating,VP,DO,Funds Earned During Period,4189130.00
50117,5117,Laketran,Full Reporter: Operating,CB,DO,Funds Earned During Period,588194.00
50117,5117,Laketran,Full Reporter: Operating,DR,DO,Funds Earned During Period,497043.00
50117,5117,Laketran,Full Reporter: Operating,MB,DO,Funds Earned During Period,289255.00
50118,5118,Northeast Illinois Regional Commuter Railroad Corporation dba: Metra Rail,Full Reporter: Operating,CR,DO,Funds Earned During Period,311685272.00
50119,5119,City of Detroit Department of Transportation,Full Reporter: Operating,DR,PT,Funds Earned During Period,20760.00
50119,5119,City of Detroit Department of Transportation,Full Reporter: Operating,DT,PT,Funds Earned During Period,619064.00
50119,5119,City of Detroit Department of Transportation,Full Reporter: Operating,MB,DO,Funds Earned During Period,18596179.00
50131,5131,"Opportunity Enterprises, Inc.",Full Reporter: Operating,DR,DO,Funds Earned During Period,14978.00
50132,5132,Twin Cities Area Transportation Authority,Small Systems Reporter,DR,DO,Funds Expended on Capital,0.00
50132,5132,Twin Cities Area Transportation Authority,Small Systems Reporter,DR,DO,Funds Expended on Operations,239163.00
50132,5132,Twin Cities Area Transportation Authority,Small Systems Reporter,MB,DO,Funds Expended on Capital,0.00
50132,5132,Twin Cities Area Transportation Authority,Small Systems Reporter,MB,DO,Funds Expended on Operations,59198.00
50133,5133,Chippewa Falls General Public Shared-Ride Taxi System,Small Systems Reporter,DR,PT,Funds Expended on Capital,0.00
50133,5133,Chippewa Falls General Public Shared-Ride Taxi System,Small Systems Reporter,DR,PT,Funds Expended on Operations,170003.00
50141,5141,Detroit Transportation Corporation,Full Reporter: Operating,MG,DO,Funds Earned During Period,1688923.00
50142,5142,Steel Valley Regional Transit Authority,Small Systems Reporter,DR,DO,Funds Expended on Capital,0.00
50142,5142,Steel Valley Regional Transit Authority,Small Systems Reporter,DR,DO,Funds Expended on Operations,2347.00
50142,5142,Steel Valley Regional Transit Authority,Small Systems Reporter,MB,DO,Funds Expended on Capital,0.00
50142,5142,Steel Valley Regional Transit Authority,Small Systems Reporter,MB,DO,Funds Expended on Operations,31828.00
50143,5143,Brunswick Transit Alternative,Full Reporter: Operating,MB,DO,Funds Earned During Period,9135.00
50145,5145,City of Kokomo,Full Reporter: Operating,DR,DO,Funds Earned During Period,3725.00
50145,5145,City of Kokomo,Full Reporter: Operating,DT,PT,Funds Earned During Period,287016.00
50145,5145,City of Kokomo,Full Reporter: Operating,MB,DO,Funds Earned During Period,0.00
50146,5146,Madison County Transit District,Full Reporter: Operating,DR,PT,Funds Earned During Period,170590.00
50146,5146,Madison County Transit District,Full Reporter: Operating,MB,PT,Funds Earned During Period,2366276.00
50146,5146,Madison County Transit District,Full Reporter: Operating,VP,DO,Funds Earned During Period,314353.00
50148,5148,Blue Water Area Transportation Commission,Full Reporter: Operating,CB,DO,Funds Earned During Period,6767.00
50148,5148,Blue Water Area Transportation Commission,Full Reporter: Operating,DR,DO,Funds Earned During Period,1524319.00
50148,5148,Blue Water Area Transportation Commission,Full Reporter: Operating,DR,PT,Funds Earned During Period,1638346.00
50148,5148,Blue Water Area Transportation Commission,Full Reporter: Operating,MB,DO,Funds Earned During Period,277301.00
50149,5149,Michiana Area Council of Governments,Full Reporter: Operating,DR,PT,Funds Earned During Period,28558.00
50149,5149,Michiana Area Council of Governments,Full Reporter: Operating,MB,PT,Funds Earned During Period,298953.00
50152,5152,Onalaska Shared Ride Taxi City of Onalaska,Small Systems Reporter,DR,PT,Funds Expended on Capital,0.00
50152,5152,Onalaska Shared Ride Taxi City of Onalaska,Small Systems Reporter,DR,PT,Funds Expended on Operations,228644.00
50154,5154,Metropolitan Council,Full Reporter: Operating,CB,PT,Funds Earned During Period,470792.00
50154,5154,Metropolitan Council,Full Reporter: Operating,DR,PT,Funds Earned During Period,1144024.00
50154,5154,Metropolitan Council,Full Reporter: Operating,MB,PT,Funds Earned During Period,9942714.00
50154,5154,Metropolitan Council,Full Reporter: Operating,VP,PT,Funds Earned During Period,741456.00
50155,5155,Metro Mobility,Full Reporter: Operating,DR,PT,Funds Earned During Period,6771609.00
50157,5157,Butler County Regional Transit Authority,Full Reporter: Operating,CB,DO,Funds Earned During Period,30947.00
50157,5157,Butler County Regional Transit Authority,Full Reporter: Operating,DR,DO,Funds Earned During Period,359519.00
50157,5157,Butler County Regional Transit Authority,Full Reporter: Operating,MB,DO,Funds Earned During Period,5201.00
50157,5157,Butler County Regional Transit Authority,Full Reporter: Operating,MB,PT,Funds Earned During Period,0.00
50158,5158,University of Michigan Parking and Transportation Services,Full Reporter: Operating,MB,DO,Funds Earned During Period,2126196.00
50159,5159,River Valley Metro Mass Transit District,Full Reporter: Operating,CB,PT,Funds Earned During Period,7494.00
50159,5159,River Valley Metro Mass Transit District,Full Reporter: Operating,DR,PT,Funds Earned During Period,13124.00
50159,5159,River Valley Metro Mass Transit District,Full Reporter: Operating,MB,PT,Funds Earned During Period,370551.00
50160,5160,Washington County Transit,Full Reporter: Operating,CB,PT,Funds Earned During Period,371500.00
50160,5160,Washington County Transit,Full Reporter: Operating,DR,PT,Funds Earned During Period,379765.00
50161,5161,Ozaukee County Transit Services,Full Reporter: Operating,CB,DO,Funds Earned During Period,253675.00
50161,5161,Ozaukee County Transit Services,Full Reporter: Operating,DR,PT,Funds Earned During Period,533926.00
50162,5162,TransPorte,Small Systems Reporter,DR,DO,Funds Expended on Capital,0.00
50162,5162,TransPorte,Small Systems Reporter,DR,DO,Funds Expended on Operations,114624.00
50163,5163,Licking County Transit Board,Full Reporter: Operating,DR,PT,Funds Earned During Period,1709862.00
50165,5165,Greene County Transit Board,Full Reporter: Operating,DR,PT,Funds Earned During Period,2044197.00
50166,5166,Clermont Transportation Connection,Full Reporter: Operating,DR,DO,Funds Earned During Period,46751.00
50166,5166,Clermont Transportation Connection,Full Reporter: Operating,DR,PT,Funds Earned During Period,0.00
50166,5166,Clermont Transportation Connection,Full Reporter: Operating,MB,DO,Funds Earned During Period,204925.00
50166,5166,Clermont Transportation Connection,Full Reporter: Operating,MB,PT,Funds Earned During Period,126885.00
50167,5167,"South Lake County Community Services, Inc.",Full Reporter: Operating,DR,DO,Funds Earned During Period,93772.00
50169,5169,Miami County Public Transit,Full Reporter: Operating,DR,PT,Funds Earned During Period,231188.00
50171,5171,Fond du Lac Area Transit,Small Systems Reporter,DR,PT,Funds Expended on Capital,0.00
50171,5171,Fond du Lac Area Transit,Small Systems Reporter,DR,PT,Funds Expended on Operations,309042.00
50171,5171,Fond du Lac Area Transit,Small Systems Reporter,DT,PT,Funds Expended on Capital,0.00
50171,5171,Fond du Lac Area Transit,Small Systems Reporter,DT,PT,Funds Expended on Operations,39691.00
50171,5171,Fond du Lac Area Transit,Small Systems Reporter,MB,DO,Funds Expended on Capital,0.00
50171,5171,Fond du Lac Area Transit,Small Systems Reporter,MB,DO,Funds Expended on Operations,119472.00
50171,5171,Fond du Lac Area Transit,Small Systems Reporter,MB,PT,Funds Expended on Capital,0.00
50171,5171,Fond du Lac Area Transit,Small Systems Reporter,MB,PT,Funds Expended on Operations,6118.00
50174,5174,City of Danville/Danville Mass Transit,Small Systems Reporter,DR,PT,Funds Expended on Capital,0.00
50174,5174,City of Danville/Danville Mass Transit,Small Systems Reporter,DR,PT,Funds Expended on Operations,30140.00
50174,5174,City of Danville/Danville Mass Transit,Small Systems Reporter,MB,DO,Funds Expended on Capital,0.00
50174,5174,City of Danville/Danville Mass Transit,Small Systems Reporter,MB,DO,Funds Expended on Operations,316651.00
50176,5176,City of DeKalb,Separate Service,DR,PT,Funds Earned During Period,0.00
50176,5176,City of DeKalb,Separate Service,MB,PT,Funds Earned During Period,0.00
50177,5177,ColumBUS Transit,Small Systems Reporter,DR,DO,Funds Expended on Capital,0.00
50177,5177,ColumBUS Transit,Small Systems Reporter,DR,DO,Funds Expended on Operations,6497.00
50177,5177,ColumBUS Transit,Small Systems Reporter,MB,DO,Funds Expended on Capital,0.00
50177,5177,ColumBUS Transit,Small Systems Reporter,MB,DO,Funds Expended on Operations,33546.00
50179,5179,"Porter County Aging and Community Services, Inc.",Full Reporter: Operating,DR,DO,Funds Earned During Period,11550.00
50180,5180,Livingston Essential Transportation Service,Small Systems Reporter,DR,DO,Funds Expended on Capital,0.00
50180,5180,Livingston Essential Transportation Service,Small Systems Reporter,DR,DO,Funds Expended on Operations,305783.00
50182,5182,"Pace-Suburban Bus Division, ADA Paratransit Services",Full Reporter: Operating,DR,PT,Funds Earned During Period,10186949.00
50182,5182,"Pace-Suburban Bus Division, ADA Paratransit Services",Full Reporter: Operating,DT,PT,Funds Earned During Period,104928.00
50183,5183,City of Valparaiso,Full Reporter: Operating,CB,PT,Funds Earned During Period,438423.00
50183,5183,City of Valparaiso,Full Reporter: Operating,MB,PT,Funds Earned During Period,189902.00
50184,5184,Macatawa Area Express Transportation Authority,Full Reporter: Operating,DR,DO,Funds Earned During Period,174718.00
50184,5184,Macatawa Area Express Transportation Authority,Full Reporter: Operating,MB,DO,Funds Earned During Period,159098.00
50186,5186,Lawrence County Port Authority,Small Systems Reporter,CB,PT,Funds Expended on Capital,0.00
50186,5186,Lawrence County Port Authority,Small Systems Reporter,CB,PT,Funds Expended on Operations,16270.00
50186,5186,Lawrence County Port Authority,Small Systems Reporter,DR,PT,Funds Expended on Capital,0.00
50186,5186,Lawrence County Port Authority,Small Systems Reporter,DR,PT,Funds Expended on Operations,6258.00
50186,5186,Lawrence County Port Authority,Small Systems Reporter,MB,PT,Funds Expended on Capital,0.00
50186,5186,Lawrence County Port Authority,Small Systems Reporter,MB,PT,Funds Expended on Operations,4325.00
50191,5191,Mid-Ohio Regional Planning Commission,Full Reporter: Operating,VP,PT,Funds Earned During Period,515491.00
50193,5193,"VRide, Inc. - Michigan",Full Reporter: Operating,VP,DO,Funds Earned During Period,5082776.00
50194,5194,Boone County Council on Aging,Small Systems Reporter,DR,DO,Funds Expended on Capital,0.00
50194,5194,Boone County Council on Aging,Small Systems Reporter,DR,DO,Funds Expended on Operations,27968.00
50195,5195,City of Shelby,Small Systems Reporter,DR,DO,Funds Expended on Capital,0.00
50195,5195,City of Shelby,Small Systems Reporter,DR,DO,Funds Expended on Operations,1359.00
50196,5196,Harbor Transit Multi-Modal Transportation System,Small Systems Reporter,DR,DO,Funds Expended on Capital,0.00
50196,5196,Harbor Transit Multi-Modal Transportation System,Small Systems Reporter,DR,DO,Funds Expended on Operations,174353.00
