,CBSA,MNAME,Year,POP_CENSUSTRACT
3988,41540,"Salisbury, MD Metro Area",2018,15329.25
3989,41620,"Salt Lake City, UT Metro Area",2005,546688
3990,41620,"Salt Lake City, UT Metro Area",2006,540666
3991,41620,"Salt Lake City, UT Metro Area",2007,534644
3992,41620,"Salt Lake City, UT Metro Area",2008,528622
3993,41620,"Salt Lake City, UT Metro Area",2009,522600
3994,41620,"Salt Lake City, UT Metro Area",2010,516578
3995,41620,"Salt Lake City, UT Metro Area",2011,510556
3996,41620,"Salt Lake City, UT Metro Area",2012,514807
3997,41620,"Salt Lake City, UT Metro Area",2013,522195
3998,41620,"Salt Lake City, UT Metro Area",2014,527186
3999,41620,"Salt Lake City, UT Metro Area",2015,533835
4000,41620,"Salt Lake City, UT Metro Area",2016,538690
4001,41620,"Salt Lake City, UT Metro Area",2017,541639
4002,41620,"Salt Lake City, UT Metro Area",2018,545064.5
4003,41620,"Salt Lake City, UT Metro Area",2005,546688
4004,41620,"Salt Lake City, UT Metro Area",2006,540666
4005,41620,"Salt Lake City, UT Metro Area",2007,534644
4006,41620,"Salt Lake City, UT Metro Area",2008,528622
4007,41620,"Salt Lake City, UT Metro Area",2009,522600
4008,41620,"Salt Lake City, UT Metro Area",2010,516578
4009,41620,"Salt Lake City, UT Metro Area",2011,510556
4010,41620,"Salt Lake City, UT Metro Area",2012,514807
4011,41620,"Salt Lake City, UT Metro Area",2013,522195
4012,41620,"Salt Lake City, UT Metro Area",2014,527186
4013,41620,"Salt Lake City, UT Metro Area",2015,533835
4014,41620,"Salt Lake City, UT Metro Area",2016,538690
4015,41620,"Salt Lake City, UT Metro Area",2017,541639
4016,41620,"Salt Lake City, UT Metro Area",2018,545064.5
4017,41660,"San Angelo, TX Metro Area",2005,
4018,41660,"San Angelo, TX Metro Area",2006,
4019,41660,"San Angelo, TX Metro Area",2007,
4020,41660,"San Angelo, TX Metro Area",2008,
4021,41660,"San Angelo, TX Metro Area",2009,
4022,41660,"San Angelo, TX Metro Area",2010,
4023,41660,"San Angelo, TX Metro Area",2011,
4024,41660,"San Angelo, TX Metro Area",2012,
4025,41660,"San Angelo, TX Metro Area",2013,
4026,41660,"San Angelo, TX Metro Area",2014,
4027,41660,"San Angelo, TX Metro Area",2015,
4028,41660,"San Angelo, TX Metro Area",2016,
4029,41660,"San Angelo, TX Metro Area",2017,
4030,41660,"San Angelo, TX Metro Area",2018,0
4031,41700,"San Antonio-New Braunfels, TX Metro Area",2005,609737
4032,41700,"San Antonio-New Braunfels, TX Metro Area",2006,602870
4033,41700,"San Antonio-New Braunfels, TX Metro Area",2007,596003
4034,41700,"San Antonio-New Braunfels, TX Metro Area",2008,589136
4035,41700,"San Antonio-New Braunfels, TX Metro Area",2009,582269
4036,41700,"San Antonio-New Braunfels, TX Metro Area",2010,575402
4037,41700,"San Antonio-New Braunfels, TX Metro Area",2011,568535
4038,41700,"San Antonio-New Braunfels, TX Metro Area",2012,568470
4039,41700,"San Antonio-New Braunfels, TX Metro Area",2013,580981
4040,41700,"San Antonio-New Braunfels, TX Metro Area",2014,588733
4041,41700,"San Antonio-New Braunfels, TX Metro Area",2015,596416
4042,41700,"San Antonio-New Braunfels, TX Metro Area",2016,603332
4043,41700,"San Antonio-New Braunfels, TX Metro Area",2017,609494
4044,41700,"San Antonio-New Braunfels, TX Metro Area",2018,615844.5
4045,41740,"San Diego-Carlsbad-San Marcos, CA Metro Area",2005,1788915
4046,41740,"San Diego-Carlsbad-San Marcos, CA Metro Area",2006,1768254
4047,41740,"San Diego-Carlsbad-San Marcos, CA Metro Area",2007,1747593
4048,41740,"San Diego-Carlsbad-San Marcos, CA Metro Area",2008,1726932
4049,41740,"San Diego-Carlsbad-San Marcos, CA Metro Area",2009,1706271
4050,41740,"San Diego-Carlsbad-San Marcos, CA Metro Area",2010,1685610
4051,41740,"San Diego-Carlsbad-San Marcos, CA Metro Area",2011,1664949
4052,41740,"San Diego-Carlsbad-San Marcos, CA Metro Area",2012,1689556
4053,41740,"San Diego-Carlsbad-San Marcos, CA Metro Area",2013,1709989
4054,41740,"San Diego-Carlsbad-San Marcos, CA Metro Area",2014,1735313
4055,41740,"San Diego-Carlsbad-San Marcos, CA Metro Area",2015,1756591
4056,41740,"San Diego-Carlsbad-San Marcos, CA Metro Area",2016,1769019
4057,41740,"San Diego-Carlsbad-San Marcos, CA Metro Area",2017,1780920
4058,41740,"San Diego-Carlsbad-San Marcos, CA Metro Area",2018,1792952.75
4059,41740,"San Diego-Carlsbad-San Marcos, CA Metro Area",2005,1788915
4060,41740,"San Diego-Carlsbad-San Marcos, CA Metro Area",2006,1768254
4061,41740,"San Diego-Carlsbad-San Marcos, CA Metro Area",2007,1747593
4062,41740,"San Diego-Carlsbad-San Marcos, CA Metro Area",2008,1726932
4063,41740,"San Diego-Carlsbad-San Marcos, CA Metro Area",2009,1706271
4064,41740,"San Diego-Carlsbad-San Marcos, CA Metro Area",2010,1685610
4065,41740,"San Diego-Carlsbad-San Marcos, CA Metro Area",2011,1664949
4066,41740,"San Diego-Carlsbad-San Marcos, CA Metro Area",2012,1689556
4067,41740,"San Diego-Carlsbad-San Marcos, CA Metro Area",2013,1709989
4068,41740,"San Diego-Carlsbad-San Marcos, CA Metro Area",2014,1735313
4069,41740,"San Diego-Carlsbad-San Marcos, CA Metro Area",2015,1756591
4070,41740,"San Diego-Carlsbad-San Marcos, CA Metro Area",2016,1769019
4071,41740,"San Diego-Carlsbad-San Marcos, CA Metro Area",2017,1780920
4072,41740,"San Diego-Carlsbad-San Marcos, CA Metro Area",2018,1792952.75
4073,41860,"San Francisco-Oakland-Fremont, CA Metro Area",2005,2988645
4074,41860,"San Francisco-Oakland-Fremont, CA Metro Area",2006,2966700
4075,41860,"San Francisco-Oakland-Fremont, CA Metro Area",2007,2944755
4076,41860,"San Francisco-Oakland-Fremont, CA Metro Area",2008,2922810
4077,41860,"San Francisco-Oakland-Fremont, CA Metro Area",2009,2900865
4078,41860,"San Francisco-Oakland-Fremont, CA Metro Area",2010,2878920
4079,41860,"San Francisco-Oakland-Fremont, CA Metro Area",2011,2856975
4080,41860,"San Francisco-Oakland-Fremont, CA Metro Area",2012,2893797
4081,41860,"San Francisco-Oakland-Fremont, CA Metro Area",2013,2930321
4082,41860,"San Francisco-Oakland-Fremont, CA Metro Area",2014,2972204
4083,41860,"San Francisco-Oakland-Fremont, CA Metro Area",2015,3009891
4084,41860,"San Francisco-Oakland-Fremont, CA Metro Area",2016,3041507
4085,41860,"San Francisco-Oakland-Fremont, CA Metro Area",2017,3082758
4086,41860,"San Francisco-Oakland-Fremont, CA Metro Area",2018,3121600.25
4087,41860,"San Francisco-Oakland-Fremont, CA Metro Area",2005,2988645
4088,41860,"San Francisco-Oakland-Fremont, CA Metro Area",2006,2966700
4089,41860,"San Francisco-Oakland-Fremont, CA Metro Area",2007,2944755
4090,41860,"San Francisco-Oakland-Fremont, CA Metro Area",2008,2922810
4091,41860,"San Francisco-Oakland-Fremont, CA Metro Area",2009,2900865
4092,41860,"San Francisco-Oakland-Fremont, CA Metro Area",2010,2878920
4093,41860,"San Francisco-Oakland-Fremont, CA Metro Area",2011,2856975
4094,41860,"San Francisco-Oakland-Fremont, CA Metro Area",2012,2893797
4095,41860,"San Francisco-Oakland-Fremont, CA Metro Area",2013,2930321
4096,41860,"San Francisco-Oakland-Fremont, CA Metro Area",2014,2972204
4097,41860,"San Francisco-Oakland-Fremont, CA Metro Area",2015,3009891
4098,41860,"San Francisco-Oakland-Fremont, CA Metro Area",2016,3041507
4099,41860,"San Francisco-Oakland-Fremont, CA Metro Area",2017,3082758
4100,41860,"San Francisco-Oakland-Fremont, CA Metro Area",2018,3121600.25
4101,41940,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",2005,1598590
4102,41940,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",2006,1576023
4103,41940,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",2007,1553456
4104,41940,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",2008,1530889
4105,41940,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",2009,1508322
4106,41940,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",2010,1485755
4107,41940,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",2011,1463188
4108,41940,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",2012,1487633
4109,41940,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",2013,1509299
4110,41940,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",2014,1536159
4111,41940,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",2015,1560440
4112,41940,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",2016,1576383
4113,41940,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",2017,1597438
4114,41940,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",2018,1617215
4115,41940,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",2005,1598590
4116,41940,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",2006,1576023
4117,41940,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",2007,1553456
4118,41940,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",2008,1530889
4119,41940,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",2009,1508322
4120,41940,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",2010,1485755
4121,41940,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",2011,1463188
4122,41940,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",2012,1487633
4123,41940,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",2013,1509299
4124,41940,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",2014,1536159
4125,41940,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",2015,1560440
4126,41940,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",2016,1576383
4127,41940,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",2017,1597438
4128,41940,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",2018,1617215
4129,41980,"San Juan-Caguas-Guaynabo, PR Metro Area",2018,1637311.5
4130,41980,"San Juan-Caguas-Guaynabo, PR Metro Area",2018,1657328.125
4131,42020,"San Luis Obispo-Paso Robles, CA Metro Area",2005,43058
4132,42020,"San Luis Obispo-Paso Robles, CA Metro Area",2006,42541
4133,42020,"San Luis Obispo-Paso Robles, CA Metro Area",2007,42024
4134,42020,"San Luis Obispo-Paso Robles, CA Metro Area",2008,41507
4135,42020,"San Luis Obispo-Paso Robles, CA Metro Area",2009,40990
4136,42020,"San Luis Obispo-Paso Robles, CA Metro Area",2010,40473
4137,42020,"San Luis Obispo-Paso Robles, CA Metro Area",2011,39956
4138,42020,"San Luis Obispo-Paso Robles, CA Metro Area",2012,39914
4139,42020,"San Luis Obispo-Paso Robles, CA Metro Area",2013,38846
4140,42020,"San Luis Obispo-Paso Robles, CA Metro Area",2014,38233
4141,42020,"San Luis Obispo-Paso Robles, CA Metro Area",2015,39144
4142,42020,"San Luis Obispo-Paso Robles, CA Metro Area",2016,38978
4143,42020,"San Luis Obispo-Paso Robles, CA Metro Area",2017,38346
4144,42020,"San Luis Obispo-Paso Robles, CA Metro Area",2018,37830.5
4145,42060,"Santa Barbara-Santa Maria-Goleta, CA Metro Area",2005,
4146,42060,"Santa Barbara-Santa Maria-Goleta, CA Metro Area",2006,
4147,42060,"Santa Barbara-Santa Maria-Goleta, CA Metro Area",2007,
4148,42060,"Santa Barbara-Santa Maria-Goleta, CA Metro Area",2008,
4149,42060,"Santa Barbara-Santa Maria-Goleta, CA Metro Area",2009,
4150,42060,"Santa Barbara-Santa Maria-Goleta, CA Metro Area",2010,
4151,42060,"Santa Barbara-Santa Maria-Goleta, CA Metro Area",2011,
4152,42060,"Santa Barbara-Santa Maria-Goleta, CA Metro Area",2012,
4153,42060,"Santa Barbara-Santa Maria-Goleta, CA Metro Area",2018,0
4154,42100,"Santa Cruz-Watsonville, CA Metro Area",2005,111924
4155,42100,"Santa Cruz-Watsonville, CA Metro Area",2006,109828
4156,42100,"Santa Cruz-Watsonville, CA Metro Area",2007,107732
4157,42100,"Santa Cruz-Watsonville, CA Metro Area",2008,105636
4158,42100,"Santa Cruz-Watsonville, CA Metro Area",2009,103540
4159,42100,"Santa Cruz-Watsonville, CA Metro Area",2010,101444
4160,42100,"Santa Cruz-Watsonville, CA Metro Area",2011,99348
4161,42100,"Santa Cruz-Watsonville, CA Metro Area",2012,100951
4162,42100,"Santa Cruz-Watsonville, CA Metro Area",2013,102720
4163,42100,"Santa Cruz-Watsonville, CA Metro Area",2014,102951
4164,42100,"Santa Cruz-Watsonville, CA Metro Area",2015,104340
4165,42100,"Santa Cruz-Watsonville, CA Metro Area",2016,104645
4166,42100,"Santa Cruz-Watsonville, CA Metro Area",2017,105310
4167,42100,"Santa Cruz-Watsonville, CA Metro Area",2018,105885
4168,42140,"Santa Fe, NM Metro Area",2005,10240
4169,42140,"Santa Fe, NM Metro Area",2006,10063
4170,42140,"Santa Fe, NM Metro Area",2007,9886
4171,42140,"Santa Fe, NM Metro Area",2008,9709
4172,42140,"Santa Fe, NM Metro Area",2009,9532
4173,42140,"Santa Fe, NM Metro Area",2010,9355
4174,42140,"Santa Fe, NM Metro Area",2011,9178
4175,42140,"Santa Fe, NM Metro Area",2012,9180
4176,42140,"Santa Fe, NM Metro Area",2013,9381
4177,42140,"Santa Fe, NM Metro Area",2014,9203
4178,42140,"Santa Fe, NM Metro Area",2015,9471
4179,42140,"Santa Fe, NM Metro Area",2016,9829
4180,42140,"Santa Fe, NM Metro Area",2017,9514
4181,42140,"Santa Fe, NM Metro Area",2018,9367.25
4182,42220,"Santa Rosa-Petaluma, CA Metro Area",2005,150659
4183,42220,"Santa Rosa-Petaluma, CA Metro Area",2006,147518
4184,42220,"Santa Rosa-Petaluma, CA Metro Area",2007,144377
4185,42220,"Santa Rosa-Petaluma, CA Metro Area",2008,141236
4186,42220,"Santa Rosa-Petaluma, CA Metro Area",2009,138095
4187,42220,"Santa Rosa-Petaluma, CA Metro Area",2010,134954
4188,42220,"Santa Rosa-Petaluma, CA Metro Area",2011,131813
4189,42220,"Santa Rosa-Petaluma, CA Metro Area",2012,133821
4190,42220,"Santa Rosa-Petaluma, CA Metro Area",2013,132207
4191,42220,"Santa Rosa-Petaluma, CA Metro Area",2014,132756
4192,42220,"Santa Rosa-Petaluma, CA Metro Area",2015,133444
4193,42220,"Santa Rosa-Petaluma, CA Metro Area",2016,136151
4194,42220,"Santa Rosa-Petaluma, CA Metro Area",2017,136879
4195,42220,"Santa Rosa-Petaluma, CA Metro Area",2018,138101.75
4196,42340,"Savannah, GA Metro Area",2005,37777
4197,42340,"Savannah, GA Metro Area",2006,37405
4198,42340,"Savannah, GA Metro Area",2007,37033
4199,42340,"Savannah, GA Metro Area",2008,36661
4200,42340,"Savannah, GA Metro Area",2009,36289
4201,42340,"Savannah, GA Metro Area",2010,35917
4202,42340,"Savannah, GA Metro Area",2011,35545
4203,42340,"Savannah, GA Metro Area",2012,36228
4204,42340,"Savannah, GA Metro Area",2013,36134
4205,42340,"Savannah, GA Metro Area",2014,34777
4206,42340,"Savannah, GA Metro Area",2015,34630
4207,42340,"Savannah, GA Metro Area",2016,34563
4208,42340,"Savannah, GA Metro Area",2017,33634
4209,42340,"Savannah, GA Metro Area",2018,32920.5
4210,42540,"Scranton--Wilkes-Barre, PA Metro Area",2005,129437
4211,42540,"Scranton--Wilkes-Barre, PA Metro Area",2006,130120
4212,42540,"Scranton--Wilkes-Barre, PA Metro Area",2007,130803
4213,42540,"Scranton--Wilkes-Barre, PA Metro Area",2008,131486
4214,42540,"Scranton--Wilkes-Barre, PA Metro Area",2009,132169
4215,42540,"Scranton--Wilkes-Barre, PA Metro Area",2010,132852
4216,42540,"Scranton--Wilkes-Barre, PA Metro Area",2011,133535
4217,42540,"Scranton--Wilkes-Barre, PA Metro Area",2012,133642
4218,42540,"Scranton--Wilkes-Barre, PA Metro Area",2013,133650
4219,42540,"Scranton--Wilkes-Barre, PA Metro Area",2014,132747
4220,42540,"Scranton--Wilkes-Barre, PA Metro Area",2015,132491
4221,42540,"Scranton--Wilkes-Barre, PA Metro Area",2016,131247
4222,42540,"Scranton--Wilkes-Barre, PA Metro Area",2017,131727
4223,42540,"Scranton--Wilkes-Barre, PA Metro Area",2018,131776
4224,42660,"Seattle-Tacoma-Bellevue, WA Metro Area",2005,1169425
4225,42660,"Seattle-Tacoma-Bellevue, WA Metro Area",2006,1151748
4226,42660,"Seattle-Tacoma-Bellevue, WA Metro Area",2007,1134071
4227,42660,"Seattle-Tacoma-Bellevue, WA Metro Area",2008,1116394
4228,42660,"Seattle-Tacoma-Bellevue, WA Metro Area",2009,1098717
4229,42660,"Seattle-Tacoma-Bellevue, WA Metro Area",2010,1081040
4230,42660,"Seattle-Tacoma-Bellevue, WA Metro Area",2011,1063363
4231,42660,"Seattle-Tacoma-Bellevue, WA Metro Area",2012,1082673
4232,42660,"Seattle-Tacoma-Bellevue, WA Metro Area",2013,1098252
4233,42660,"Seattle-Tacoma-Bellevue, WA Metro Area",2014,1126160
4234,42660,"Seattle-Tacoma-Bellevue, WA Metro Area",2015,1148631
4235,42660,"Seattle-Tacoma-Bellevue, WA Metro Area",2016,1167091
4236,42660,"Seattle-Tacoma-Bellevue, WA Metro Area",2017,1190583
4237,42660,"Seattle-Tacoma-Bellevue, WA Metro Area",2018,1212817
4238,42660,"Seattle-Tacoma-Bellevue, WA Metro Area",2005,1169425
4239,42660,"Seattle-Tacoma-Bellevue, WA Metro Area",2006,1151748
4240,42660,"Seattle-Tacoma-Bellevue, WA Metro Area",2007,1134071
4241,42660,"Seattle-Tacoma-Bellevue, WA Metro Area",2008,1116394
4242,42660,"Seattle-Tacoma-Bellevue, WA Metro Area",2009,1098717
4243,42660,"Seattle-Tacoma-Bellevue, WA Metro Area",2010,1081040
4244,42660,"Seattle-Tacoma-Bellevue, WA Metro Area",2011,1063363
4245,42660,"Seattle-Tacoma-Bellevue, WA Metro Area",2012,1082673
4246,42660,"Seattle-Tacoma-Bellevue, WA Metro Area",2013,1098252
4247,42660,"Seattle-Tacoma-Bellevue, WA Metro Area",2014,1126160
4248,42660,"Seattle-Tacoma-Bellevue, WA Metro Area",2015,1148631
4249,42660,"Seattle-Tacoma-Bellevue, WA Metro Area",2016,1167091
4250,42660,"Seattle-Tacoma-Bellevue, WA Metro Area",2017,1190583
4251,42660,"Seattle-Tacoma-Bellevue, WA Metro Area",2018,1212817
4252,42680,"Sebastian-Vero Beach, FL Metro Area",2006,
4253,42680,"Sebastian-Vero Beach, FL Metro Area",2007,
4254,42680,"Sebastian-Vero Beach, FL Metro Area",2008,
4255,42680,"Sebastian-Vero Beach, FL Metro Area",2009,
4256,42680,"Sebastian-Vero Beach, FL Metro Area",2010,
4257,42680,"Sebastian-Vero Beach, FL Metro Area",2011,
4258,42680,"Sebastian-Vero Beach, FL Metro Area",2012,
4259,42680,"Sebastian-Vero Beach, FL Metro Area",2013,
4260,42680,"Sebastian-Vero Beach, FL Metro Area",2014,
4261,42680,"Sebastian-Vero Beach, FL Metro Area",2015,
4262,42680,"Sebastian-Vero Beach, FL Metro Area",2016,
4263,42680,"Sebastian-Vero Beach, FL Metro Area",2017,
4264,42680,"Sebastian-Vero Beach, FL Metro Area",2018,0
4265,43100,"Sheboygan, WI Metro Area",2005,4760
4266,43100,"Sheboygan, WI Metro Area",2006,5170
4267,43100,"Sheboygan, WI Metro Area",2007,5580
4268,43100,"Sheboygan, WI Metro Area",2008,5990
4269,43100,"Sheboygan, WI Metro Area",2009,6400
4270,43100,"Sheboygan, WI Metro Area",2010,6810
4271,43100,"Sheboygan, WI Metro Area",2011,7220
4272,43100,"Sheboygan, WI Metro Area",2012,6978
4273,43100,"Sheboygan, WI Metro Area",2013,6927
4274,43100,"Sheboygan, WI Metro Area",2014,6892
4275,43100,"Sheboygan, WI Metro Area",2015,6698
4276,43100,"Sheboygan, WI Metro Area",2016,6597
4277,43100,"Sheboygan, WI Metro Area",2017,6344
4278,43100,"Sheboygan, WI Metro Area",2018,6129
4279,43300,"Sherman-Denison, TX Metro Area",2005,
4280,43300,"Sherman-Denison, TX Metro Area",2006,
4281,43300,"Sherman-Denison, TX Metro Area",2007,
4282,43300,"Sherman-Denison, TX Metro Area",2008,
4283,43300,"Sherman-Denison, TX Metro Area",2009,
4284,43300,"Sherman-Denison, TX Metro Area",2010,
4285,43300,"Sherman-Denison, TX Metro Area",2011,
4286,43300,"Sherman-Denison, TX Metro Area",2012,
4287,43300,"Sherman-Denison, TX Metro Area",2013,
4288,43300,"Sherman-Denison, TX Metro Area",2014,
4289,43300,"Sherman-Denison, TX Metro Area",2015,
4290,43300,"Sherman-Denison, TX Metro Area",2016,
4291,43300,"Sherman-Denison, TX Metro Area",2017,
4292,43300,"Sherman-Denison, TX Metro Area",2018,0
4293,43340,"Shreveport-Bossier City, LA Metro Area",2005,31800
4294,43340,"Shreveport-Bossier City, LA Metro Area",2006,30477
4295,43340,"Shreveport-Bossier City, LA Metro Area",2007,29154
4296,43340,"Shreveport-Bossier City, LA Metro Area",2008,27831
4297,43340,"Shreveport-Bossier City, LA Metro Area",2009,26508
4298,43340,"Shreveport-Bossier City, LA Metro Area",2010,25185
4299,43340,"Shreveport-Bossier City, LA Metro Area",2011,23862
4300,43340,"Shreveport-Bossier City, LA Metro Area",2012,23196
4301,43340,"Shreveport-Bossier City, LA Metro Area",2013,24733
4302,43340,"Shreveport-Bossier City, LA Metro Area",2014,24170
4303,43340,"Shreveport-Bossier City, LA Metro Area",2015,23460
4304,43340,"Shreveport-Bossier City, LA Metro Area",2016,23216
4305,43340,"Shreveport-Bossier City, LA Metro Area",2017,23118
4306,43340,"Shreveport-Bossier City, LA Metro Area",2018,22983.5
4307,43580,"Sioux City, IA-NE-SD Metro Area",2005,25204
4308,43580,"Sioux City, IA-NE-SD Metro Area",2006,24399
4309,43580,"Sioux City, IA-NE-SD Metro Area",2007,23594
4310,43580,"Sioux City, IA-NE-SD Metro Area",2008,22789
4311,43580,"Sioux City, IA-NE-SD Metro Area",2009,21984
4312,43580,"Sioux City, IA-NE-SD Metro Area",2010,21179
4313,43580,"Sioux City, IA-NE-SD Metro Area",2011,20374
4314,43580,"Sioux City, IA-NE-SD Metro Area",2012,20152
4315,43580,"Sioux City, IA-NE-SD Metro Area",2013,20452
4316,43580,"Sioux City, IA-NE-SD Metro Area",2014,20624
4317,43580,"Sioux City, IA-NE-SD Metro Area",2015,21220
4318,43580,"Sioux City, IA-NE-SD Metro Area",2016,21180
4319,43580,"Sioux City, IA-NE-SD Metro Area",2017,21017
4320,43580,"Sioux City, IA-NE-SD Metro Area",2018,20884.75
4321,43620,"Sioux Falls, SD Metro Area",2005,43773
4322,43620,"Sioux Falls, SD Metro Area",2006,43674
4323,43620,"Sioux Falls, SD Metro Area",2007,43575
4324,43620,"Sioux Falls, SD Metro Area",2008,43476
4325,43620,"Sioux Falls, SD Metro Area",2009,43377
4326,43620,"Sioux Falls, SD Metro Area",2010,43278
4327,43620,"Sioux Falls, SD Metro Area",2011,43179
4328,43620,"Sioux Falls, SD Metro Area",2012,43098
4329,43620,"Sioux Falls, SD Metro Area",2013,44206
4330,43620,"Sioux Falls, SD Metro Area",2014,44536
4331,43620,"Sioux Falls, SD Metro Area",2015,45199
4332,43620,"Sioux Falls, SD Metro Area",2016,45275
4333,43620,"Sioux Falls, SD Metro Area",2017,44323
4334,43620,"Sioux Falls, SD Metro Area",2018,43628
4335,43780,"South Bend-Mishawaka, IN-MI Metro Area",2005,30796
4336,43780,"South Bend-Mishawaka, IN-MI Metro Area",2006,30856
4337,43780,"South Bend-Mishawaka, IN-MI Metro Area",2007,30916
4338,43780,"South Bend-Mishawaka, IN-MI Metro Area",2008,30976
4339,43780,"South Bend-Mishawaka, IN-MI Metro Area",2009,31036
4340,43780,"South Bend-Mishawaka, IN-MI Metro Area",2010,31096
4341,43780,"South Bend-Mishawaka, IN-MI Metro Area",2011,31156
4342,43780,"South Bend-Mishawaka, IN-MI Metro Area",2012,30702
4343,43780,"South Bend-Mishawaka, IN-MI Metro Area",2013,30917
4344,43780,"South Bend-Mishawaka, IN-MI Metro Area",2014,30712
4345,43780,"South Bend-Mishawaka, IN-MI Metro Area",2015,29656
4346,43780,"South Bend-Mishawaka, IN-MI Metro Area",2016,29985
4347,43780,"South Bend-Mishawaka, IN-MI Metro Area",2017,30429
4348,43780,"South Bend-Mishawaka, IN-MI Metro Area",2018,30844.25
4349,43900,"Spartanburg, SC Metro Area",2005,3135
4350,43900,"Spartanburg, SC Metro Area",2006,3089
4351,43900,"Spartanburg, SC Metro Area",2007,3043
4352,43900,"Spartanburg, SC Metro Area",2008,2997
4353,43900,"Spartanburg, SC Metro Area",2009,2951
4354,43900,"Spartanburg, SC Metro Area",2010,2905
4355,43900,"Spartanburg, SC Metro Area",2011,2859
4356,43900,"Spartanburg, SC Metro Area",2012,2810
4357,43900,"Spartanburg, SC Metro Area",2013,2663
4358,43900,"Spartanburg, SC Metro Area",2014,2479
4359,43900,"Spartanburg, SC Metro Area",2015,2434
4360,43900,"Spartanburg, SC Metro Area",2016,2505
4361,43900,"Spartanburg, SC Metro Area",2017,2403
4362,43900,"Spartanburg, SC Metro Area",2018,2344.25
4363,44060,"Spokane, WA Metro Area",2005,113313
4364,44060,"Spokane, WA Metro Area",2006,110851
4365,44060,"Spokane, WA Metro Area",2007,108389
4366,44060,"Spokane, WA Metro Area",2008,105927
4367,44060,"Spokane, WA Metro Area",2009,103465
4368,44060,"Spokane, WA Metro Area",2010,101003
4369,44060,"Spokane, WA Metro Area",2011,98541
4370,44060,"Spokane, WA Metro Area",2012,97456
4371,44060,"Spokane, WA Metro Area",2013,98141
4372,44060,"Spokane, WA Metro Area",2014,98283
4373,44060,"Spokane, WA Metro Area",2015,99101
4374,44060,"Spokane, WA Metro Area",2016,100280
4375,44060,"Spokane, WA Metro Area",2017,100851
4376,44060,"Spokane, WA Metro Area",2018,101574
4377,44100,"Springfield, IL Metro Area",2005,28948
4378,44100,"Springfield, IL Metro Area",2006,28361
4379,44100,"Springfield, IL Metro Area",2007,27774
4380,44100,"Springfield, IL Metro Area",2008,27187
4381,44100,"Springfield, IL Metro Area",2009,26600
4382,44100,"Springfield, IL Metro Area",2010,26013
4383,44100,"Springfield, IL Metro Area",2011,25426
4384,44100,"Springfield, IL Metro Area",2012,25848
4385,44100,"Springfield, IL Metro Area",2013,25758
4386,44100,"Springfield, IL Metro Area",2014,26254
4387,44100,"Springfield, IL Metro Area",2015,26619
4388,44100,"Springfield, IL Metro Area",2016,26792
4389,44100,"Springfield, IL Metro Area",2017,26414
4390,44100,"Springfield, IL Metro Area",2018,26173.75
4391,44140,"Springfield, MA Metro Area",2005,
4392,44140,"Springfield, MA Metro Area",2006,
4393,44140,"Springfield, MA Metro Area",2007,
4394,44140,"Springfield, MA Metro Area",2008,
4395,44140,"Springfield, MA Metro Area",2009,
4396,44140,"Springfield, MA Metro Area",2010,
4397,44140,"Springfield, MA Metro Area",2011,
4398,44140,"Springfield, MA Metro Area",2012,
4399,44140,"Springfield, MA Metro Area",2013,
4400,44140,"Springfield, MA Metro Area",2014,
4401,44140,"Springfield, MA Metro Area",2015,
4402,44140,"Springfield, MA Metro Area",2016,
4403,44140,"Springfield, MA Metro Area",2017,
4404,44140,"Springfield, MA Metro Area",2018,0
4405,44180,"Springfield, MO Metro Area",2005,24973
4406,44180,"Springfield, MO Metro Area",2006,25531
4407,44180,"Springfield, MO Metro Area",2007,26089
4408,44180,"Springfield, MO Metro Area",2008,26647
4409,44180,"Springfield, MO Metro Area",2009,27205
